nom_acheteur;site_profil_acheteur;site_proposition;date_dernier_avis;dernier_site_en_date
Ville de Castelnau-le-lez;marches.montpellier3m.fr;;2020-03-04;1
Ville de Castelnau-le-lez;www.marches.montpellier3m.fr;;2018-06-06;0
Ville de Castelnau-le-lez;castelnau-le-lez.marcoweb.fr;;2018-04-30;0
Ville de Castelnau-le-lez;www.castelnau-le-lez.marcoweb.fr;;2017-11-09;0
Ville de Castelnaudary;ville-castelnaudary.e-marchespublics.com;;2016-03-04;1
Ville de Castelnaudary;www.ville-castelnaudary.e-marchespublics.com;;2015-06-26;0
Ville de Castelsarrasin;ville-castelsarrasin.e-marchespublics.com;ville-castelsarrasin.e-marchespublics.com;2018-03-21;1
Ville de Castelsarrasin;www.ville-castelsarrasin.e-marchespublics.com;www.ville-castelsarrasin.e-marchespublics.com;2015-12-01;0
Ville de Castillon-La-Bataille;www.klekoon.com;;2016-07-18;1
Ville de Castres;agysoft.marches-publics.info;castres-marches.marcoweb.fr;2018-03-24;1
Ville de Castres;castres-marches.marcoweb.fr;;2018-02-07;0
Ville de Castres;www.castres-marches.marcoweb.fr;;2015-04-14;0
Ville de Castries;marches.montpellier3m.fr;;2020-12-15;1
Ville de Caudry;www.marches-securises.fr;;2019-10-25;1
Ville de Caussade;www.marchespublics82.com;;2019-12-15;1
Ville de Caussade;www.marchespublics82.fr;www.marchespublics82.fr;2018-12-21;0
Ville de Caussade;wwwmarchespublics82.com;;2016-07-12;0
Ville de Caussade;marchespublics82.com;;2016-02-22;0
Ville de Caussade;marchespublics82.fr;;2015-12-28;0
Ville de Cavaillon;www.achatpublic.com;;2019-09-08;1
Ville de Cavaillon;www.synapse-entreprises.com;;2018-11-14;0
Ville de Cavaillon;www.eu-supply.com;;2015-07-29;0
Ville de Cavalaire sur Mer;klekoon.com;;2017-11-09;1
Ville de Cavalaire sur Mer;www.klekoon.com;;2017-10-06;0
Ville de Cayenne;v.cayenne.marcoweb.fr;;2018-05-31;1
Ville de Celle Saint Cloud;www.achatpublic.com;www.achatpublic.com;2020-12-18;1
Ville de Cergy;www.marches-securises.fr;;2016-10-31;1
Ville de Cergy;www.marches.securises.fr;;2016-10-14;0
Ville de Cergy;www.marches-securises.com;;2016-08-11;0
Ville de Cergy;www.marchessecurises.fr;;2015-12-17;0
Ville de Cergy;marches-securises.fr;;2015-08-21;0
Ville de Cernay;ville-cernay.e-marchespublics.com;;2020-08-12;1
Ville de Cernay;www.e-marchespublics.com;;2017-12-29;0
Ville de Cernay;www.ville-cernay.fr;;2016-10-17;0
Ville de Cernay;e-marchespublics.com;;2015-12-15;0
Ville de Cesson;cesson.synapse-entreprises.com;;2019-04-08;1
Ville de Cesson;cesson.synapsse-entreprises.com;;2018-03-28;0
Ville de Chablis;marches.e-bourgogne.fr;;2017-05-24;1
Ville de Chablis;marche.e-bourgogne.fr;;2015-10-12;0
Ville de Chalette sur Loing;approlys.marches-publics.info;;2019-06-04;1
Ville de Chalette sur Loing;marches-publics.loiret.com;;2015-05-15;0
Ville de Challes-les-Eaux;www.marches-publics.info;;2018-07-11;1
Ville de Chalon-sur-Saône;marches.ternum-bfc.fr;;2020-12-19;1
Ville de Chalon-sur-Saône;marches.ternumbfc.fr;;2020-11-15;0
Ville de Chalon-sur-Saône;marches.e-bourgogne.fr;marches.ternum-bfc.fr;2019-11-15;0
Ville de Chalon-sur-Saône;www.chalonsursaone.fr;;2019-04-15;0
Ville de Chambly;www.marches-publics.info;;2020-09-14;1
Ville de Chambly;avisdemarches.leparisien.fr;;2017-10-04;0
Ville de Chambray-les-Tours;www.achatpublic.com;;2018-05-11;1
Ville de Chambray-les-Tours;chambraylestours.achatpublic.com;;2017-07-31;0
Ville de Chambéry;mairie-chambery.marcoweb.fr;;2017-12-09;1
Ville de Chambéry;mairiechambery.marcoweb.fr;;2017-06-12;0
Ville de Chambéry;mairie-chambery-marcoweb.fr;;2015-08-21;0
Ville de Chambéry;mairie-chambery.marcweb.fr;;2015-06-25;0
Ville de Chamonix Mont-Blanc;chamonix-mont-blanc.marcoweb.fr;;2018-10-29;1
Ville de Champagne au Mont d'Or;champagne-mont-dor.e-marchespublics.com;;2019-10-30;1
Ville de Champagne sur seine;interco.achatpublic.com;;2019-09-10;1
Ville de Champagne sur seine;marchesonline.achatpublic.com;;2018-05-18;0
Ville de Champagne sur seine;www.klekoon.com;www.klekoon.com;2015-12-29;0
Ville de Champigneulles;www.xmarches.fr;;2018-10-01;1
Ville de Champigneulles;www.marches-securises.fr;;2017-09-06;0
Ville de Champlan;ville-champlan.e-marchespublics.com;;2020-03-27;1
Ville de Champs-sur-Marne;champssurmarne.marcoweb.fr;;2019-01-30;1
Ville de Champs-sur-Marne;champssurmarne.marcoweb.fr.;champssurmarne.marcoweb.fr.;2018-12-26;0
Ville de Chantepie;www.megalisbretagne.org;;2018-10-05;1
Ville de Chantepie;www.marches.megalisbretagne.org;;2018-04-25;0
Ville de Chantepie;www.e-megalisbretagne.org;;2015-12-04;0
Ville de Chantraine;www.achatpublic.com;;2015-10-19;1
Ville de Chaponnay;www.mairie-chaponnay.fr;;2019-09-23;1
Ville de Chaponnay;mairie-chaponnay.e-marchespublics.com;mairie-chaponnay.e-marchespublics.com;2018-06-08;0
Ville de Chaponost;mairie-chaponost.e-marchespublics.com;;2015-12-04;1
Ville de Charbonnières-les-Bains;www.marches-securises.fr;;2018-02-02;1
Ville de Charlieu;www.loire.fr;;2019-10-10;1
Ville de Chartres;www.c-chartres-marches.fr;;2020-11-26;1
Ville de Chartres;marches.agglo-chartres.fr;;2020-04-19;0
Ville de Chassieu;www.marches-publics.info;www.marches-publics.info;2020-01-09;1
Ville de Chassieu;www.achatpublic.com;;2016-06-15;0
Ville de Chateauneuf;www.marches-securises.fr;www.marches-securises.fr;2020-12-25;1
Ville de Chateauneuf-du-Pape;www.marches-securises.fr;;2015-10-29;1
Ville de Chatelaillon Plage;http:;;2019-09-30;1
Ville de Chatelaillon Plage;mairie-chatelaillon-plage.e-marchespublics.com;;2018-06-24;0
Ville de Chatelaillon Plage;www.e-marchespublics.com;;2017-12-04;0
Ville de Chatelaillon Plage;www.chatelaillonplage.fr;;2017-11-17;0
Ville de Chaumes-en-Brie;www.e-marchespublics.fr;;2016-06-14;1
Ville de Chaumontel;ville-chaumontel.e-marchespublics.com;;2019-07-20;1
Ville de Chauny;ville-chauny.marcoweb.fr;;2015-10-26;1
Ville de Chauray;www.pro-marchespublics.com;www.pro-marchespublics.com;2019-03-13;1
Ville de Chauray;www.boamp.fr;;2016-11-18;0
Ville de Chavanod;www.mp74.fr;;2018-03-20;1
Ville de Chelles;www.achatpublic.com;;2020-04-16;1
Ville de Chelles;achatpublic.com;;2018-06-20;0
Ville de Chelles;marchespublics-ville-chelles.omnikles.com;;2018-04-27;0
Ville de Chelles;marchespublics-ville-chelles.fr;;2017-06-16;0
Ville de Chennevières-sur-Marne;www.achatpublic.com;;2017-09-20;1
Ville de Chenôve;www.achatpublic.com;;2019-02-15;1
Ville de Chenôve;marches.e-bourgogne.fr;;2016-08-31;0
Ville de Chessy;chessy77.marcoweb.fr;;2017-02-27;1
Ville de Chevreuse;www.marches-publics.info;;2019-04-26;1
Ville de Chevreuse;www.marchespublics-idf-centre.fr;;2018-06-14;0
Ville de Chevrières;www.loire.fr;;2019-09-13;1
Ville de Chilly-Mazarin;www.marches-publics.info;;2018-11-18;1
Ville de Chilly-Mazarin;www.marchespublics-idf-centre.fr;;2016-03-29;0
Ville de Chirongui;www.marches-securises.fr;;2019-07-10;1
Ville de Choisy le Roi;www.achatpublic.com;;2020-07-04;1
Ville de Cholet;www.anjoumarchespublics.fr;;2020-07-03;1
Ville de Chorges;www.valleedelavance.com;;2016-03-22;1
Ville de Chuyer;www.loire.fr;;2019-01-31;1
Ville de Châlons-en-Champagne;chalons.marcoweb.fr;;2018-08-31;1
Ville de Château-Renault;ville-chateau-renault.e-marchespublics.com;;2020-05-13;1
Ville de Château-Renault;www.ville-chateau-renault.fr;;2019-03-15;0
Ville de Château-Thierry;www.klekoon.com;;2016-03-04;1
Ville de Château-Thierry;www.chateau-thierry.fr;;2016-01-20;0
Ville de Châteaudun;www.ville-chateaudun.fr;;2020-07-23;1
Ville de Châteaugiron;marches.megalisbretagne.org;;2016-01-22;1
Ville de Châteaugiron;marches.e-megalisbretagne.org;;2015-07-06;0
Ville de Châteauneuf-sur-Isère;www.achatpublic.com;;2018-01-18;1
Ville de Châteauneuf-sur-Loire;approlys.marches-publics.info;approlys.marches-publics.info;2020-02-29;1
Ville de Châteauneuf-sur-Loire;www.marches-publics.loiret.com;;2015-07-10;0
Ville de Châteauroux;ville-chateauroux.marcoweb.fr;;2016-11-28;1
Ville de Châtellerault;www.marches-securises.fr;;2019-10-30;1
Ville de Châtellerault (86);www.marches-securises.fr;;2017-03-10;1
Ville de Châtillon;www.achatpublic.com;;2018-11-26;1
Ville de Chécy;approlys.marches-publics.info;approlys.marches-publics.info;2019-03-30;1
Ville de Chécy;www.marches-publics.info;;2017-10-28;0
Ville de Chécy;www.marches-publics.loiret.com;;2015-07-10;0
Ville de Cilaos;www.achatpublic.com;www.achatpublic.com;2019-09-27;1
Ville de Clairoix;marches.agglo-compiegne.fr;;2019-01-10;1
Ville de Claix;www.marchespublicsaffiches.com;www.marchespublicsaffiches.com;2015-09-10;1
Ville de Clamart;ville-clamart.e-marchespublics.com;ville-clamart.e-marchespublics.com;2020-11-01;1
Ville de Clamart;www.ville-clamart.e-marchespublics.com;;2016-06-29;0
Ville de Clamart;clamart.fr;;2015-06-04;0
Ville de Clapiers;marches.montpellier3m.fr;;2019-10-20;1
Ville de Claye-Souilly;mairieclayesouilly.e-marchespublics.com;;2019-12-21;1
Ville de Claye-Souilly;www.marches-publics.info;;2018-01-28;0
Ville de Claye-Souilly;avisdemarches.leparisien.fr;avisdemarches.leparisien.fr;2017-09-30;0
Ville de Clermont;www.achatpublic.com;;2020-09-16;1
Ville de Clermont-Ferrand;clermont-ferrand.fr;clermont-ferrand.fr;2020-12-02;1
Ville de Clermont-Ferrand;www.marches-publics.info;;2018-04-24;0
Ville de Clichy-La-Garenne;marches.maximilien.fr;marches.maximilien.fr;2017-01-28;1
Ville de Clichy-La-Garenne;www.marches-publics.info;;2017-01-18;0
Ville de Cluses;cluses.marcoweb.fr;;2016-09-08;1
Ville de Cléry-Saint-André;approlys.marches-publics.info;;2016-05-11;1
Ville de Codolet;codolet.e-marchespublics.com;;2017-09-20;1
Ville de Cognin;marchespublics.chambery-bauges-metropole.fr;marchespublics.chambery-bauges-metropole.fr;2017-05-07;1
Ville de Cognin;marchespublics.chambery-metropole.fr;marchespublics.chambery-metropole.fr;2016-05-28;0
Ville de Cogolin;cogolin.e-marchespublics.com;;2020-12-28;1
Ville de Cogolin;www.cogolin.fr;;2019-10-21;0
Ville de Cogolin;www.cogolin.e-marchespublics.com;cogolin.e-marchespublics.com;2019-04-17;0
Ville de Cogolin;http:;;2017-03-28;0
Ville de Coignières;mairiecoignieres.marcoweb.fr;;2018-10-15;1
Ville de Collégien;www.eu-supply.com;;2015-04-02;1
Ville de Colmar;www.achatpublic.com;;2017-01-08;1
Ville de Colmar;achatpublic.com;;2016-03-04;0
Ville de Colombes;marchespublics.colombes.fr;;2020-10-30;1
Ville de Comines;www.chatpublic.com;;2018-05-05;1
Ville de Comines;www.achatpublic.com;;2018-02-06;0
Ville de Comines;achatpublic.com;;2015-04-27;0
Ville de Commelle-Vernay;www.loire.fr;;2018-04-06;1
Ville de Commentry;www.ville-commentry.fr;;2018-01-04;1
Ville de Commercy;www.marches-publics.info;;2020-07-01;1
Ville de Commercy;www.klekoon.com;;2016-10-18;0
Ville de Communay;communay.e-marchespublics.com;;2019-06-08;1
Ville de Compiègne;marches.agglo-compiegne.fr;marches.agglo-compiegne.fr;2020-10-10;1
Ville de Compiègne;https:marches.agglo-compiegne.fr;;2019-04-15;0
Ville de Compiègne;marches.agglo-compiegne;;2018-01-11;0
Ville de Compiègne;marches.aglo-compiegne.fr;;2016-01-18;0
Ville de Concarneau;marches.megalisbretagne.org;;2019-11-05;1
Ville de Concarneau;marches.e-megalisbretagne.org;;2017-07-04;0
Ville de Concarneau;marches.e-megalisbretagne.org.;marches.e-megalisbretagne.org.;2017-06-18;0
Ville de Concarneau;www.marches.megalisbretagne.org;;2015-07-24;0
Ville de Condé-sur-l'Escaut;www.marchespublics596280.fr;;2020-02-02;1
Ville de Condé-sur-l'Escaut;conde59.fr;conde59.fr;2015-07-22;0
Ville de Conflans Sainte Honorine;www.achats-franciliens.fr;;2019-05-15;1
Ville de Conflans Sainte Honorine;www.conflans-sainte-honorine.fr;;2018-06-12;0
Ville de Conflans-Sainte-Honorine;www.achats-franciliens.fr;;2018-07-23;1
Ville de Conilhac Corbières;www.klekoon.com;;2016-08-02;1
Ville de Connerre;www.marches-publics.info;;2019-07-27;1
Ville de Conteville-lez-Boulogne;www.gazettenpdc.fr;;2017-03-22;1
Ville de Coquelles;www.klekoon.fr;WWW.Klekoon.fr;2019-07-21;1
Ville de Coquelles;www.klekoon.com;;2017-10-02;0
Ville de Corbara;corbara.e-marchespublics.com;;2017-08-30;1
Ville de Corbas;marchespublics.grandlyon.com;;2020-09-10;1
Ville de Corbas;www.achatpublic.com;;2018-12-18;0
Ville de Cormeilles en Parisis;ville-cormeilles95.e-marchespublics.com;;2020-12-31;1
Ville de Cormeilles en Parisis;www.ville-cormeilles95.fr;;2017-09-27;0
Ville de Cormeilles en Parisis;marches-publics.sis-marches.com;;2015-03-05;0
Ville de Cormelles Le Royal;www.centraledesmarches.com;www.centraledesmarches.com;2015-12-03;1
Ville de Cornebarrieu;www.achatpublic.com;;2019-12-05;1
Ville de Cornebarrieu;www.cornebarrieu.fr;;2018-12-03;0
Ville de Cornebarrieu;www.marches-cornebarrieu.com;;2018-01-14;0
Ville de Corte;www.klekoon.fr;www.klekoon.fr;2017-01-26;1
Ville de Corte;www.mairie-corte.fr;;2016-10-15;0
Ville de Corte;www.klekoon.com;;2016-03-25;0
Ville de Coubron;htpp:;;2017-07-13;1
Ville de Coubron;www.synapse-entreprises.com;;2017-06-16;0
Ville de Coubron;www.boamp.fr;;2015-03-02;0
Ville de Coudekerque-Branche (59);www.marches-securises.fr;www.marches-securises.fr;2020-06-17;1
Ville de Coudekerque-Branche (59);www.ville-coudekerque-branche.fr;;2018-12-06;0
Ville de Coudekerque-Branche (59);www.marches-seucirses.fr;;2017-02-19;0
Ville de Coueron;www.achatpublic.com;www.achatpublic.com;2017-02-15;1
Ville de Coulanges-lès-Nevers;coulanges-les-nevers.e-marchespublics.com;;2019-02-15;1
Ville de Coullons;approlys.marches-publics.info;;2019-01-10;1
Ville de Coulogne;www.ville-coulogne.fr;;2019-08-13;1
Ville de Coulommiers;www.marches-publics.info;;2019-12-21;1
Ville de Courbevoie;www.ville-courbevoie.fr;;2020-12-17;1
Ville de Courbevoie;www.marches-publics.info;;2020-10-23;0
Ville de Courcelles-les-Montbéliard;www.e-marchespublics.com;;2016-02-09;1
Ville de Courcelles-les-lens;courcelles-les-lens.marcoweb.fr;;2017-09-30;1
Ville de Courchevel;www.mairie-courchevel.com;;2019-06-19;1
Ville de Cournon d'Auvergne;www.marches-publics.info;;2020-03-15;1
Ville de Courpiere;ville-courpiere.e-marchespublics.com;;2018-02-05;1
Ville de Coursan;marchespublics.aude.fr;;2019-02-12;1
Ville de Coursan;www.boamp.fr;;2015-11-25;0
Ville de Courseulles sur Mer;demat.centraledesmarches.com;demat.centraledesmarches.com;2020-10-21;1
Ville de Courseulles sur Mer;www.centraledesmarches.com;;2016-07-21;0
Ville de Courseulles sur Mer;centraledesmarches.com;;2016-01-19;0
Ville de Coutances;marches-publics-manche.fr;;2019-12-15;1
Ville de Couëron;www.lasoderec.com;;2016-11-16;1
Ville de Coye la Forêt;www.boamp.fr;;2015-09-09;1
Ville de Cran Gevrier;www.mp74.fr;;2017-01-04;1
Ville de Cranves-Sales;www.mp74.fr;www.mp74.fr;2020-05-21;1
Ville de Creil;www.achatpublic.com;;2020-11-10;1
Ville de Creil;ww.achatpublic.com;;2018-03-19;0
Ville de Creil;www.achatpubliccom;;2017-06-22;0
Ville de Creon;demat-ampa.fr;;2020-10-13;1
Ville de Creon;www.demat-ampa.fr;;2018-04-10;0
Ville de Crepy en Valois;crepy-en-valois.e-marchespublics.com;;2020-04-04;1
Ville de Crepy en Valois;www.e-marchespublics.com;;2018-08-23;0
Ville de Crepy en Valois;www.crepyenvalois.fr;;2018-04-12;0
Ville de Crepy en Valois;www.crepy-en-valois.e-marchespublics.com;;2018-03-12;0
Ville de Crepy en Valois;http:;;2017-03-13;0
Ville de Crest;www.mairie-crest.fr;;2015-06-01;1
Ville de Creutzwald;www.klekoon.com;;2016-10-11;1
Ville de Croissy-sur-Seine;www.maximilien.fr;;2020-11-19;1
Ville de Crolles;www.marches-publics.info;;2019-03-06;1
Ville de Cruas;www.achatpublic.com;;2019-10-04;1
Ville de Crépy-en-Valois;www.agysoft.marches-publics.info;;2020-12-28;1
Ville de Cuers;www.marches-securises.fr;;2018-11-24;1
Ville de Cugnaux;www.achatpublic.com;;2017-02-01;1
Ville de Cuiseaux;www.cuiseaux.fr;;2015-07-09;1
Ville de Cusset;www.achatpublic.com;;2019-07-03;1
Ville de Cusset;vvachat.achatpublic.com;;2019-05-28;0
Ville de Cusset;ville-cusset.marcoweb.fr;;2015-03-27;0
Ville de Dammarie-Lès-Lys;marches.maximilien.fr;;2019-12-11;1
Ville de Dammarie-Lès-Lys;eu.eu-supply.com;;2017-05-02;0
Ville de Dammartin-en-Goële;eu.eu-supply.com;;2017-06-20;1
Ville de Dangers;marches.agglo-chartres.fr;;2019-04-05;1
Ville de Dardilly;dardilly.e-marchespublics.com;;2016-03-08;1
Ville de Darnétal;www.mpe76.fr;;2019-04-05;1
Ville de Darnétal;ville-darnetal.marcoweb.fr;;2016-01-22;0
Ville de Davezieux;www.achatpublic.com;;2019-03-27;1
Ville de Dax;marchespublics.landespublic.org;;2020-10-20;1
Ville de Dax;Marchespublics.landespublic.org;;2020-01-03;0
Ville de Dax;www.landespublic.org;;2019-09-21;0
Ville de Dax;www.marchespublics.landespublic.org;;2019-04-29;0
Ville de Deauville;www.deauville-marches.fr;;2020-10-06;1
Ville de Deauville;www.mairie-deauville.fr;;2019-06-14;0
Ville de Deauville;deauville-marches.fr;;2016-04-22;0
Ville de Deauville;www-deauville.marches.fr;;2016-03-31;0
Ville de Denain;www.achatpublic.com;;2020-11-14;1
Ville de Descartes;ville-descartes.fr;;2015-07-13;1
Ville de Dieppe;www.mpe76.fr;;2018-06-21;1
Ville de Dieppe;www.mairie-dieppe.fr;;2017-02-02;0
Ville de Dieppe;www.boamp.fr;;2015-12-23;0
Ville de Dieulouard;www.achatpublic.com;;2015-04-10;1
Ville de Digne-les-Bains;ville-dignelesbains.e-marchespublics.com;;2018-11-11;1
Ville de Dijon;www.achatpublic.com;www.achatpublic.com;2019-03-31;1
Ville de Dijon;www.achapublic.com;;2019-01-17;0
Ville de Dijon;achatpublic.com;;2018-03-23;0
Ville de Dijon;"www.achatpublic;com";;2016-02-18;0
Ville de Dinan;www.megalisbretagne.org;;2020-06-28;1
Ville de Dinard;marches.e-megalisbretagne.org;;2017-08-27;1
Ville de Dinard;marche.e-megalisbretagne.org;;2017-06-02;0
Ville de Dinard;www.e-megalisbretagne.org;;2015-09-10;0
Ville de Divonne les Bains;www.lavoixdelain.fr;;2020-01-31;1
Ville de Divonne les Bains;www.voixdelain.fr;;2019-12-20;0
Ville de Dole;dole.e-marchespublics.com;;2020-08-07;1
Ville de Dole;www.dole.e-marchespublics.com;;2017-08-23;0
Ville de Domancy;www.mp74.fr;;2015-12-10;1
Ville de Dombasle-sur-Meurthe;www.marches-securises.fr;;2019-10-29;1
Ville de Dompierre-sur-Mer;www.marches-securises.fr;;2016-07-26;1
Ville de Domène;www.marches-publics.info;;2018-12-21;1
Ville de Domérat;www.domerat.fr;;2019-06-16;1
Ville de Donzac;www.marchespublics82.com;;2017-09-26;1
Ville de Douarnenez;www.e-megalisbretagne.org;www.e-megalisbretagne.org;2015-12-18;1
Ville de Dourdan;www.marchespublics-idf-centre.fr;;2017-05-05;1
Ville de Draguignan (83);www.marches-securises.fr;;2019-12-18;1
Ville de Drancy;www.achatpublic.com;www.achatpublic.com;2020-12-03;1
Ville de Ducos;marches-securises.fr;;2019-07-04;1
Ville de Ducos;www.marches-securises.fr;;2018-12-18;0
Ville de Ducos;www.marche-securises.fr;;2017-11-25;0
Ville de Ducos;marchés-securises.fr;;2017-10-27;0
Ville de Dugny;www.achatpublic.com;;2019-10-25;1
Ville de Dunières;marchespublics.cdg43.fr;;2019-07-02;1
Ville de Dunières;somival.e-marchespublics.com;somival.e-marchespublics.com;2017-08-03;0
Ville de Dunkerque;www.marches-securises.fr;;2020-11-03;1
Ville de Dunkerque;flandredunkerque.marches-securises.fr;;2019-09-12;0
Ville de Dunkerque;marches-securises.fr;;2019-07-17;0
Ville de Dunkerque;www.flandredunkerque.marches-securises.fr;;2018-09-13;0
Ville de Dunkerque;www.ville-dunkerque.fr;;2018-06-08;0
Ville de Dunkerque;flandredunkerque.marchessecurises.fr;;2017-09-11;0
Ville de Dunkerque (59);www.marches-securises.fr;;2019-06-06;1
Ville de Déville lès Rouen;www.mpe76.fr;www.mpe76.fr;2018-01-11;1
Ville de FEYTIAT;www.boamp.fr;www.boamp.fr;2016-05-01;1
Ville de Faches Thumesnil;ville-fachesthumesnil.e-marchespublics.com;;2019-12-25;1
Ville de Faches Thumesnil;www.ville-fachesthumesnil.fr;;2018-05-14;0
Ville de Falaise;villedefalaise.e-marchespublics.com;;2019-10-31;1
Ville de Falaise;www.falaise-marches.fr;www.falaise.marches.fr;2018-07-28;0
Ville de Fameck;www.republicain-lorrain.fr;;2015-12-24;1
Ville de Farnay;www.loire.fr;;2015-05-04;1
Ville de Faulquemont;www.marches-securises.fr;;2018-10-29;1
Ville de Faverges;marchespublics.ledauphine-legales.com;marchespublics.ledauphine-legales.com;2019-03-27;1
Ville de Feignies;www.ville-feignies.fr;;2019-08-06;1
Ville de Feignies;mairie-feignies.e-marchespublics.com;;2018-02-16;0
Ville de Fenouillet;www.klekoon.com;;2020-03-18;1
Ville de Fenouillet;klekoon.com;;2017-06-07;0
Ville de Ferney-Voltaire;www.klekoon.com;www.klekoon.com;2019-05-30;1
Ville de Feyzin;www.marches-publics.fr;;2019-12-13;1
Ville de Feyzin;webmarche.adullact.org;;2016-08-30;0
Ville de Feyzin;webmarche.adullact.fr;webmarche.adullact.fr;2015-03-03;0
Ville de Fillinges;www.mp74.fr;;2020-10-27;1
Ville de Firminy;www.loire.fr;;2019-09-04;1
Ville de Flers;demat.centraledesmarches.com;;2018-07-04;1
Ville de Flers;www.centraledesmarches.com;;2016-08-30;0
Ville de Fleurieux sur l'Arbresle;www.fleurieuxsurlarbresle.fr;;2020-05-06;1
Ville de Fleury sur Orne;www.achatpublic.com;www.achatpublic.com;2019-10-24;1
Ville de Fleury-Mérogis;www.e-marchespublics.com;;2019-04-02;1
Ville de Fleury-Mérogis;e-marchespublics.com;;2018-05-04;0
Ville de Fleury-Mérogis;mairie-fleury-merogis.e-marchespublics.com;;2017-05-04;0
Ville de Fleury-les-Aubrais;www.achatpublic.com;;2020-01-15;1
Ville de Fleury-les-Aubrais;www.ville-fleurylesaubrais.fr;;2018-02-27;0
Ville de Foix;www.achatpublic.com;;2017-01-28;1
Ville de Fondettes;www.webmarche.solaere.recia.fr;;2019-12-22;1
Ville de Fondettes;webmarche.solaere.recia.fr;webmarche.solaere.recia.fr;2019-08-24;0
Ville de Fondettes;https;;2017-10-02;0
Ville de Fondettes;fondettes.achatpublic.com;fondettes.achatpublic.com;2016-07-26;0
Ville de Fondettes;www.achatpublic.com;;2016-03-14;0
Ville de Fontainebleau;www.fontainebleau.fr;www.fontainebleau.fr;2018-12-12;1
Ville de Fontaines-sur-Saone;www.fontaines-sur-saone.fr;;2017-12-27;1
Ville de Fontaines-sur-Saone;www.e-marchespublics.com;;2015-07-23;0
Ville de Fontanes;www.loire.fr;;2015-11-20;1
Ville de Fontenay sous Bois;www.achatpublic.com;;2020-01-08;1
Ville de Fontenay sous Bois;www.fontenay-sous-bois.fr;;2015-03-27;0
Ville de Fontenay-aux-Roses;fontenay-aux-roses.e-marchespublics.com;;2018-07-12;1
Ville de Fontenay-le-Fleury;www.marches-publics.info;;2020-11-26;1
Ville de Fontenay-le-Fleury;www.marchespublics-idf-centre.fr;;2019-02-11;0
Ville de Fontenay-sous-Bois;marches.maximilien.fr;marches.maximilien.fr;2020-11-25;1
Ville de Fontoy;www.marches-publics.info;;2018-04-09;1
Ville de Forcalquier;www.achatpublic.com;www.achatpublic.com;2020-11-14;1
Ville de Forges Les Bains;www.e-marchespublics.com;;2017-09-27;1
Ville de Formerie;avisdemarches.leparisien.fr;;2017-04-13;1
Ville de Fort de France;fortdefrance.achatpublic.com;;2020-12-15;1
Ville de Fort de France;www.achatpublic.com;;2020-12-07;0
Ville de Fos-sur-Mer;www.achatpublic.com;www.achatpublic.com;2020-12-06;1
Ville de Fouesnant;www.megalisbretagne.org;;2020-02-08;1
Ville de Fouesnant;marches.megalisbretagne.org;;2018-09-24;0
Ville de Fouesnant;marches.e-megalisbretagne.org;marches.e-megalisbretagne.org;2017-12-09;0
Ville de Fouesnant;marche.megalisbretagne.org;;2016-04-11;0
Ville de Fouesnant;marche.e-megalisbretagne.org;;2015-09-11;0
Ville de Fougères;marches.megalis.bretagne.bzh;;2020-11-14;1
Ville de Fougères;www.megalisbretagne.org;;2020-04-26;0
Ville de Fougères;www.e-megalisbretagne.org;;2018-09-19;0
Ville de Fourmies;www.marchés-sécurisés.fr;;2020-12-30;1
Ville de Fourmies;www.marches-securises.fr;;2020-10-30;0
Ville de Fourqueux;demat.centraledesmarches.com;;2015-12-24;1
Ville de Fourqueux;www.centraledesmarches.com;;2015-06-22;0
Ville de Fraisses;www.loire.fr;;2016-04-06;1
Ville de Franconville;franconvillemp.marcoweb.fr;;2018-09-07;1
Ville de Franconville;www.franconvillemp.marcoweb.fr;;2018-05-31;0
Ville de Franconville;franconville.marcoweb.fr;;2016-02-12;0
Ville de Franqueville Saint Pierre;mpe76.fr;;2017-10-04;1
Ville de Franqueville Saint Pierre;www.mpe76.fr;;2017-08-06;0
Ville de Frevent;marchespublics596280.fr;;2019-05-03;1
Ville de Freyming Merlebach;www.freyming-merlebach.fr;www.freyming-merlebach.fr;2020-10-02;1
Ville de Froncles;www.e-marchespublics.com;;2017-02-21;1
Ville de Frontignan;www.achatpublic.com;;2018-09-13;1
Ville de Frontignan;achatpublic.com;achatpublic.com;2017-07-23;0
Ville de Fréjus;www.marches-securises.fr;;2020-12-28;1
Ville de Fréjus;www.marchessecurises.fr;;2019-07-28;0
Ville de Fère-en-Tardenois;e-marchespublics.com;;2018-12-14;1
Ville de Fère-en-Tardenois;www.e-marchespublics.com;;2018-10-05;0
Ville de Gaillac;www.achatpublic.com;;2015-04-23;1
Ville de Gaillon;demat.centraledesmarches.com;;2019-08-28;1
Ville de Gannat;ville-gannat.e-marchespublics.com;;2020-05-06;1
Ville de Gap;www.marchespublics.info;;2020-11-24;1
Ville de Gap;www.ville-gap.fr;www.ville-gap.fr;2020-10-17;0
Ville de Gardanne;gardanne.marcoweb.fr;;2018-02-07;1
Ville de Gardanne;www.gardanne.marco-web.fr;;2015-04-17;0
Ville de Garennes sur Eure;e-marchespublics.com;;2017-09-05;1
Ville de Gargenville;www.achatpublic.com;;2019-10-11;1
Ville de Gargenville;www.marches-publics.info;;2018-09-21;0
