buyer_name_normalized,n_notices,n_sirets,n_sirens,n_departments,n_buyer_keys,n_active_years,first_year,last_year,activity_level,example_sirets,example_sirens,example_departments,example_buyer_keys,is_generic_name,same_siren_different_sirets,different_sirens,department_consistent_mapping,department_conflicting_mapping,ambiguity_class
syndicat interhospitalier silgom,2,0,0,1,1,2,2015,2016,2-5,,,56,NAME:syndicat interhospitalier silgom,False,False,False,True,False,single_observed_identity
syndicat loire aval,2,0,0,1,1,1,2025,2025,2-5,,,44,NAME:syndicat loire aval,False,False,False,True,False,single_observed_identity
syndicat mixte de l huisne,2,0,0,1,1,1,2016,2016,2-5,,,72,NAME:syndicat mixte de l huisne,False,False,False,True,False,single_observed_identity
syndicat mixte de la vallee du thouet,2,0,0,1,1,2,2022,2023,2-5,,,79,NAME:syndicat mixte de la vallee du thouet,False,False,False,True,False,single_observed_identity
syndicat mixte des eaux de beaufort,2,0,0,1,1,2,2024,2025,2-5,,,35,NAME:syndicat mixte des eaux de beaufort,False,False,False,True,False,single_observed_identity
syndicat mixte du perche sarthois,2,0,0,1,1,2,2024,2026,2-5,,,72,NAME:syndicat mixte du perche sarthois,False,False,False,True,False,single_observed_identity
syndicat mixte les ports de loire atlantique,2,0,0,1,1,1,2024,2024,2-5,,,44,NAME:syndicat mixte les ports de loire atlantique,False,False,False,True,False,single_observed_identity
syndicat mixte pays du bocage vendeen,2,0,0,1,1,1,2015,2015,2-5,,,85,NAME:syndicat mixte pays du bocage vendeen,False,False,False,True,False,single_observed_identity
syndicat mixte pour le dvlpt numerique,2,0,0,1,1,2,2017,2021,2-5,,,72,NAME:syndicat mixte pour le dvlpt numerique,False,False,False,True,False,single_observed_identity
syndicat sevre aval maine et affluents,2,0,0,1,1,2,2016,2017,2-5,,,44,NAME:syndicat sevre aval maine et affluents,False,False,False,True,False,single_observed_identity
traitement des dechets,2,0,0,1,1,1,2024,2024,2-5,,,56,NAME:traitement des dechets,False,False,False,True,False,single_observed_identity
travaux de couverture et de charpente du theatre le tivoli a clisson,2,0,0,1,1,1,2026,2026,2-5,,,44,NAME:travaux de couverture et de charpente du theatre le tivoli a clisson,False,False,False,True,False,single_observed_identity
travaux de transformation du laboratoire l2 mycobacterie en laboratoire l3 du batiment ibs pour le chu d angers,2,0,0,1,1,1,2024,2024,2-5,,,49,NAME:travaux de transformation du laboratoire l2 mycobacterie en laboratoire l3 du batiment ibs pour le chu d angers,False,False,False,True,False,single_observed_identity
universite,2,0,0,1,1,1,2024,2024,2-5,,,44,NAME:universite,True,False,False,True,False,single_observed_identity
universite clermont auvergne,2,0,0,1,1,1,2025,2025,2-5,,,3,NAME:universite clermont auvergne,True,False,False,True,False,single_observed_identity
universite de lille,2,0,0,1,1,1,2019,2019,2-5,,,59,NAME:universite de lille,True,False,False,True,False,single_observed_identity
universite du mans,2,0,0,1,1,2,2024,2025,2-5,,,72,NAME:universite du mans,True,False,False,True,False,single_observed_identity
universite europeenne de bretagne,2,0,0,1,1,1,2016,2016,2-5,,,35,NAME:universite europeenne de bretagne,True,False,False,True,False,single_observed_identity
usid cherbourg,2,0,0,1,1,1,2017,2017,2-5,,,50,NAME:usid cherbourg,False,False,False,True,False,single_observed_identity
vallon oust syndicat assainissement,2,0,0,1,1,1,2022,2022,2-5,,,56,NAME:vallon oust syndicat assainissement,False,False,False,True,False,single_observed_identity
vendee expansion - spl,2,0,0,1,1,1,2024,2024,2-5,,,85,NAME:vendee expansion - spl,False,False,False,True,False,single_observed_identity
ville,2,0,0,1,1,1,2024,2024,2-5,,,44,NAME:ville,True,False,False,True,False,single_observed_identity
ville d amiens,2,0,0,1,1,1,2018,2018,2-5,,,72,NAME:ville d amiens,True,False,False,True,False,single_observed_identity
ville de l huisserie,2,0,0,1,1,1,2024,2024,2-5,,,53,NAME:ville de l huisserie,True,False,False,True,False,single_observed_identity
ville de la bazoge,2,0,0,1,1,1,2015,2015,2-5,,,72,NAME:ville de la bazoge,True,False,False,True,False,single_observed_identity
ville de la chapelle heulin,2,0,0,1,1,1,2015,2015,2-5,,,44,NAME:ville de la chapelle heulin,True,False,False,True,False,single_observed_identity
ville de la montagne,2,0,0,1,1,1,2016,2016,2-5,,,44,NAME:ville de la montagne,True,False,False,True,False,single_observed_identity
ville de lille,2,0,0,1,1,1,2016,2016,2-5,,,59,NAME:ville de lille,True,False,False,True,False,single_observed_identity
ville de meyzieu,2,0,0,1,1,2,2016,2018,2-5,,,69,NAME:ville de meyzieu,True,False,False,True,False,single_observed_identity
ville de montoire-sur-le-loir,2,0,0,1,1,1,2025,2025,2-5,,,41,NAME:ville de montoire-sur-le-loir,True,False,False,True,False,single_observed_identity
ville de nantes et nantes metropole,2,0,0,1,1,1,2024,2024,2-5,,,44,NAME:ville de nantes et nantes metropole,True,False,False,True,False,single_observed_identity
ville de paulx,2,0,0,1,1,1,2017,2017,2-5,,,44,NAME:ville de paulx,True,False,False,True,False,single_observed_identity
ville de pleneuf val andre,2,0,0,1,1,2,2021,2023,2-5,,,22,NAME:ville de pleneuf val andre,True,False,False,True,False,single_observed_identity
ville de saint denis d oleron,2,0,0,1,1,2,2022,2023,2-5,,,17,NAME:ville de saint denis d oleron,True,False,False,True,False,single_observed_identity
ville de saint herbalin,2,0,0,1,1,1,2024,2024,2-5,,,44,NAME:ville de saint herbalin,True,False,False,True,False,single_observed_identity
ville de scaer,2,0,0,1,1,1,2020,2020,2-5,,,29,NAME:ville de scaer,True,False,False,True,False,single_observed_identity
ville de vallet,2,0,0,1,1,2,2015,2017,2-5,,,44,NAME:ville de vallet,True,False,False,True,False,single_observed_identity
ville du croisic,2,0,0,1,1,1,2015,2015,2-5,,,44,NAME:ville du croisic,True,False,False,True,False,single_observed_identity
ville et ccas de bouguenais,2,0,0,1,1,2,2024,2025,2-5,,,44,NAME:ville et ccas de bouguenais,True,False,False,True,False,single_observed_identity
054 cpe,1,0,0,1,1,1,2024,2024,1 (single),,,37,NAME:054 cpe,False,False,False,True,False,single_observed_identity
10-003,1,0,0,1,1,1,2024,2024,1 (single),,,37,NAME:10-003,False,False,False,True,False,single_observed_identity
12eme bsmat - site de neuvy-pailloux,1,0,0,1,1,1,2015,2015,1 (single),,,36,NAME:12eme bsmat - site de neuvy-pailloux,False,False,False,True,False,single_observed_identity
13 001,1,0,0,1,1,1,2025,2025,1 (single),,,37,NAME:13 001,False,False,False,True,False,single_observed_identity
13000810500178,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:13000810500178,False,False,False,True,False,single_observed_identity
13001831000016,1,0,0,1,1,1,2024,2024,1 (single),,,49,NAME:13001831000016,False,False,False,True,False,single_observed_identity
21370208700015,1,0,0,1,1,1,2025,2025,1 (single),,,37,NAME:21370208700015,False,False,False,True,False,single_observed_identity
214 401 317 00018,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:214 401 317 00018,False,False,False,True,False,single_observed_identity
21720210000012,1,0,0,1,1,1,2024,2024,1 (single),,,72,NAME:21720210000012,False,False,False,True,False,single_observed_identity
21770294300010,1,0,0,1,1,1,2024,2024,1 (single),,,85,NAME:21770294300010,False,False,False,True,False,single_observed_identity
22 002,1,0,0,1,1,1,2025,2025,1 (single),,,37,NAME:22 002,False,False,False,True,False,single_observed_identity
22-001,1,0,0,1,1,1,2024,2024,1 (single),,,37,NAME:22-001,False,False,False,True,False,single_observed_identity
28300,1,0,0,1,1,1,2024,2024,1 (single),,,28,NAME:28300,False,False,False,True,False,single_observed_identity
3rd anjou 103 rue charles darwin 49125 tierce,1,0,0,1,1,1,2024,2024,1 (single),,,49,NAME:3rd anjou 103 rue charles darwin 49125 tierce,False,False,False,True,False,single_observed_identity
52167615500026,1,0,0,1,1,1,2025,2025,1 (single),,,85,NAME:52167615500026,False,False,False,True,False,single_observed_identity
686spl,1,0,0,1,1,1,2024,2024,1 (single),,,85,NAME:686spl,False,False,False,True,False,single_observed_identity
775 675 796,1,0,0,1,1,1,2025,2025,1 (single),,,75,NAME:775 675 796,False,False,False,True,False,single_observed_identity
777 749 326 00149,1,0,0,1,1,1,2024,2024,1 (single),,,35,NAME:777 749 326 00149,False,False,False,True,False,single_observed_identity
acquisition maintenance et hebergement d un outil de visualisation de la strategie environnementale et energetique pour le patrimoine bati de la ville et metropole de nantes et mission d accompagnement pour la mise en oeuvre,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:acquisition maintenance et hebergement d un outil de visualisation de la strategie environnementale et energetique pour le patrimoine bati de la ville et metropole de nantes et mission d accompagnement pour la mise en oeuvre,True,False,False,True,False,single_observed_identity
action logement services,1,0,0,1,1,1,2019,2019,1 (single),,,44,NAME:action logement services,False,False,False,True,False,single_observed_identity
activites portuaires,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:activites portuaires,False,False,False,True,False,single_observed_identity
ad pep 28,1,0,0,1,1,1,2021,2021,1 (single),,,28,NAME:ad pep 28,False,False,False,True,False,single_observed_identity
administration,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:administration,False,False,False,True,False,single_observed_identity
administration locale,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:administration locale,False,False,False,True,False,single_observed_identity
aefe agence pour l enseignement francais a l etranger,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:aefe agence pour l enseignement francais a l etranger,False,False,False,True,False,single_observed_identity
agce pub pour l immob de la justice,1,0,0,1,1,1,2023,2023,1 (single),,,75,NAME:agce pub pour l immob de la justice,False,False,False,True,False,single_observed_identity
agence de developpement pour la normandie,1,0,0,1,1,1,2025,2025,1 (single),,,14,NAME:agence de developpement pour la normandie,False,False,False,True,False,single_observed_identity
agence de developpement touristique et d attractivite de la sarthe,1,0,0,1,1,1,2026,2026,1 (single),,,72,NAME:agence de developpement touristique et d attractivite de la sarthe,False,False,False,True,False,single_observed_identity
agence du service civique,1,0,0,1,1,1,2019,2019,1 (single),,,75,NAME:agence du service civique,False,False,False,True,False,single_observed_identity
agence etudes urbaines region nantaise,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:agence etudes urbaines region nantaise,False,False,False,True,False,single_observed_identity
agence regionale de sante des pays de la loire,1,0,0,1,1,1,2026,2026,1 (single),,,44,NAME:agence regionale de sante des pays de la loire,False,False,False,True,False,single_observed_identity
agence regionale sante de guyane,1,0,0,1,1,1,2023,2023,1 (single),,,973,NAME:agence regionale sante de guyane,False,False,False,True,False,single_observed_identity
agricampus laval,1,0,0,1,1,1,2024,2024,1 (single),,,53,NAME:agricampus laval,False,False,False,True,False,single_observed_identity
aip irve saint-nazaire,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:aip irve saint-nazaire,False,False,False,True,False,single_observed_identity
alefpa,1,0,0,1,1,1,2015,2015,1 (single),,,59,NAME:alefpa,False,False,False,True,False,single_observed_identity
alter services,1,0,0,1,1,1,2016,2016,1 (single),,,49,NAME:alter services,False,False,False,True,False,single_observed_identity
amenagement,1,0,0,1,1,1,2024,2024,1 (single),,,56,NAME:amenagement,False,False,False,True,False,single_observed_identity
amenagement d aires de jeux de plein air,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:amenagement d aires de jeux de plein air,False,False,False,True,False,single_observed_identity
amenagement d aires de jeux de plein air - groupement de commandes villes de nantes nantes metropole nantes metropole habitat,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:amenagement d aires de jeux de plein air - groupement de commandes villes de nantes nantes metropole nantes metropole habitat,True,False,False,True,False,single_observed_identity
amenagement de l avenue peccot des rues de solay et bastie en accompagnement du projet immobilier ilot neo,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:amenagement de l avenue peccot des rues de solay et bastie en accompagnement du projet immobilier ilot neo,False,False,False,True,False,single_observed_identity
amenagement du boulevard charles de gaulle - secteur tisserand a saint-herblain,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:amenagement du boulevard charles de gaulle - secteur tisserand a saint-herblain,False,False,False,True,False,single_observed_identity
amenagements scenographiques,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:amenagements scenographiques,False,False,False,True,False,single_observed_identity
angers loire metropole pour le compte du pole metropolitain loire angers 49,1,0,0,1,1,1,2025,2025,1 (single),,,49,NAME:angers loire metropole pour le compte du pole metropolitain loire angers 49,False,False,False,True,False,single_observed_identity
apij - agence immobiliere pour l immobilier de la justice,1,0,0,1,1,1,2025,2025,1 (single),,,49,NAME:apij - agence immobiliere pour l immobilier de la justice,False,False,False,True,False,single_observed_identity
apis-gene,1,0,0,1,1,1,2026,2026,1 (single),,,31,NAME:apis-gene,False,False,False,True,False,single_observed_identity
aqta energies,1,0,0,1,1,1,2025,2025,1 (single),,,22,NAME:aqta energies,False,False,False,True,False,single_observed_identity
are-bordeaux,1,0,0,1,1,1,2025,2025,1 (single),,,85,NAME:are-bordeaux,False,False,False,True,False,single_observed_identity
armement des phares et balises 2 rue de kerivoal - cs 93039 - 29334 quimper cedex tel 0290085524 - fax 0298987225 mel apb dam dgitm developpement-durable gouv fr siret 130 003 213 00027,1,0,0,1,1,1,2024,2024,1 (single),,,17,NAME:armement des phares et balises 2 rue de kerivoal - cs 93039 - 29334 quimper cedex tel 0290085524 - fax 0298987225 mel apb dam dgitm developpement-durable gouv fr siret 130 003 213 00027,False,False,False,True,False,single_observed_identity
armement des phares et balises 2 rue de kerivoal cs 93039 29334 quimper cedex quimper tel 33 2 99 33 43 65 www ecologie gouv fr,1,0,0,1,1,1,2025,2025,1 (single),,,17,NAME:armement des phares et balises 2 rue de kerivoal cs 93039 29334 quimper cedex quimper tel 33 2 99 33 43 65 www ecologie gouv fr,False,False,False,True,False,single_observed_identity
arml association regionale des missions locales des pays de la loire,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:arml association regionale des missions locales des pays de la loire,False,False,False,True,False,single_observed_identity
arosha,1,0,0,1,1,1,2016,2016,1 (single),,,33,NAME:arosha,False,False,False,True,False,single_observed_identity
arradon,1,0,0,1,1,1,2021,2021,1 (single),,,56,NAME:arradon,False,False,False,True,False,single_observed_identity
asa brehal,1,0,0,1,1,1,2024,2024,1 (single),,,50,NAME:asa brehal,False,False,False,True,False,single_observed_identity
asad du val de saire,1,0,0,1,1,1,2016,2016,1 (single),,,50,NAME:asad du val de saire,False,False,False,True,False,single_observed_identity
ascrif,1,0,0,1,1,1,2025,2025,1 (single),,,6,NAME:ascrif,False,False,False,True,False,single_observed_identity
ass synd d irrigation des chambons,1,0,0,1,1,1,2016,2016,1 (single),,,72,NAME:ass synd d irrigation des chambons,False,False,False,True,False,single_observed_identity
ass usagers restaurant cfp chateau olo,1,0,0,1,1,1,2017,2017,1 (single),,,85,NAME:ass usagers restaurant cfp chateau olo,False,False,False,True,False,single_observed_identity
assemblee nationale,1,0,0,1,1,1,2021,2021,1 (single),,,75,NAME:assemblee nationale,False,False,False,True,False,single_observed_identity
assistance publique - hopitaux de paris,1,0,0,1,1,1,2026,2026,1 (single),,,13,NAME:assistance publique - hopitaux de paris,False,False,False,True,False,single_observed_identity
assistance publique hopitaux de paris,1,0,0,1,1,1,2021,2021,1 (single),,,95,NAME:assistance publique hopitaux de paris,False,False,False,True,False,single_observed_identity
assoc fonciere amenagement foncier agr,1,0,0,1,1,1,2018,2018,1 (single),,,28,NAME:assoc fonciere amenagement foncier agr,False,False,False,True,False,single_observed_identity
assoc office tourisme intercommunal pa,1,0,0,1,1,1,2017,2017,1 (single),,,5,NAME:assoc office tourisme intercommunal pa,False,False,False,True,False,single_observed_identity
association de gestion de la cantine et des loisirs du parc departemental,1,0,0,1,1,1,2024,2024,1 (single),,,72,NAME:association de gestion de la cantine et des loisirs du parc departemental,True,False,False,True,False,single_observed_identity
association ferrocampus,1,0,0,1,1,1,2025,2025,1 (single),,,17,NAME:association ferrocampus,False,False,False,True,False,single_observed_identity
association fonciere logement,1,0,0,1,1,1,2022,2022,1 (single),,,75,NAME:association fonciere logement,False,False,False,True,False,single_observed_identity
association regionale des missions locales des pays de la loire,1,0,0,1,1,1,2026,2026,1 (single),,,44,NAME:association regionale des missions locales des pays de la loire,False,False,False,True,False,single_observed_identity
autorite locale,1,0,0,1,1,1,2024,2024,1 (single),,,56,NAME:autorite locale,False,False,False,True,False,single_observed_identity
autorite locale - metropole,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:autorite locale - metropole,False,False,False,True,False,single_observed_identity
autoroutes du sud de la france,1,0,0,1,1,1,2024,2024,1 (single),,,65,NAME:autoroutes du sud de la france,False,False,False,True,False,single_observed_identity
autoroutes du sud de la france asf,1,0,0,1,1,1,2026,2026,1 (single),,,11,NAME:autoroutes du sud de la france asf,False,False,False,True,False,single_observed_identity
bains sur oust,1,0,0,1,1,1,2025,2025,1 (single),,,35,NAME:bains sur oust,False,False,False,True,False,single_observed_identity
barbe - devaux sas,1,0,0,1,1,1,2024,2024,1 (single),,,72,NAME:barbe - devaux sas,False,False,False,True,False,single_observed_identity
basse goulaine,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:basse goulaine,False,False,False,True,False,single_observed_identity
batii ville de nantes,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:batii ville de nantes,True,False,False,True,False,single_observed_identity
batiments administratifs,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:batiments administratifs,False,False,False,True,False,single_observed_identity
baugeois vallee energies renouvelables,1,0,0,1,1,1,2020,2020,1 (single),,,49,NAME:baugeois vallee energies renouvelables,False,False,False,True,False,single_observed_identity
biogaz 44,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:biogaz 44,False,False,False,True,False,single_observed_identity
bma spl agissant au nom et pour le compte du groupement de commandes morlaix communaute ville de morlaix,1,0,0,1,1,1,2024,2024,1 (single),,,29,NAME:bma spl agissant au nom et pour le compte du groupement de commandes morlaix communaute ville de morlaix,True,False,False,True,False,single_observed_identity
boussay energies,1,0,0,1,1,1,2018,2018,1 (single),,,85,NAME:boussay energies,False,False,False,True,False,single_observed_identity
brest evenements nautiques,1,0,0,1,1,1,2016,2016,1 (single),,,29,NAME:brest evenements nautiques,False,False,False,True,False,single_observed_identity
bretagne developpement innovation,1,0,0,1,1,1,2018,2018,1 (single),,,35,NAME:bretagne developpement innovation,False,False,False,True,False,single_observed_identity
brigade verte d alsace,1,0,0,1,1,1,2024,2024,1 (single),,,68,NAME:brigade verte d alsace,False,False,False,True,False,single_observed_identity
c n m s s,1,0,0,1,1,1,2017,2017,1 (single),,,56,NAME:c n m s s,False,False,False,True,False,single_observed_identity
c p a m de l orne,1,0,0,1,1,1,2019,2019,1 (single),,,61,NAME:c p a m de l orne,False,False,False,True,False,single_observed_identity
caf d indre et loire,1,0,0,1,1,1,2025,2025,1 (single),,,37,NAME:caf d indre et loire,False,False,False,True,False,single_observed_identity
caf de l herault,1,0,0,1,1,1,2015,2015,1 (single),,,79,NAME:caf de l herault,False,False,False,True,False,single_observed_identity
caf de la manche,1,0,0,1,1,1,2025,2025,1 (single),,,14,NAME:caf de la manche,False,False,False,True,False,single_observed_identity
caf de la vendee,1,0,0,1,1,1,2026,2026,1 (single),,,17,NAME:caf de la vendee,False,False,False,True,False,single_observed_identity
caf des deux sevres,1,0,0,1,1,1,2025,2025,1 (single),,,16,NAME:caf des deux sevres,False,False,False,True,False,single_observed_identity
caf du val d oise,1,0,0,1,1,1,2026,2026,1 (single),,,72,NAME:caf du val d oise,False,False,False,True,False,single_observed_identity
caf seine-maritime,1,0,0,1,1,1,2021,2021,1 (single),,,76,NAME:caf seine-maritime,False,False,False,True,False,single_observed_identity
caf touraine service achats,1,0,0,1,1,1,2025,2025,1 (single),,,37,NAME:caf touraine service achats,False,False,False,True,False,single_observed_identity
cafat - direction des systemes d information,1,0,0,1,1,1,2025,2025,1 (single),,,75,NAME:cafat - direction des systemes d information,False,False,False,True,False,single_observed_identity
caisse d allocations familiales de la sarthe,1,0,0,1,1,1,2025,2025,1 (single),,,72,NAME:caisse d allocations familiales de la sarthe,False,False,False,True,False,single_observed_identity
caisse d assurance maladie du val d oise,1,0,0,1,1,1,2024,2024,1 (single),,,95,NAME:caisse d assurance maladie du val d oise,False,False,False,True,False,single_observed_identity
caisse de credit muncipal de toulon,1,0,0,1,1,1,2017,2017,1 (single),,,83,NAME:caisse de credit muncipal de toulon,False,False,False,True,False,single_observed_identity
camping municipal de banyuls sur mer,1,0,0,1,1,1,2024,2024,1 (single),,,66,NAME:camping municipal de banyuls sur mer,False,False,False,True,False,single_observed_identity
campus sport bretagne,1,0,0,1,1,1,2023,2023,1 (single),,,35,NAME:campus sport bretagne,False,False,False,True,False,single_observed_identity
canssm filieris,1,0,0,1,1,1,2026,2026,1 (single),,,68,NAME:canssm filieris,False,False,False,True,False,single_observed_identity
cantine ctre des fin publiques cholet,1,0,0,1,1,1,2017,2017,1 (single),,,49,NAME:cantine ctre des fin publiques cholet,False,False,False,True,False,single_observed_identity
cap anjou bleu,1,0,0,1,1,1,2025,2025,1 (single),,,49,NAME:cap anjou bleu,False,False,False,True,False,single_observed_identity
caplan,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:caplan,False,False,False,True,False,single_observed_identity
carsat centre ouest,1,0,0,1,1,1,2016,2016,1 (single),,,17,NAME:carsat centre ouest,False,False,False,True,False,single_observed_identity
carsat nord est,1,0,0,1,1,1,2017,2017,1 (single),,,53,NAME:carsat nord est,False,False,False,True,False,single_observed_identity
cc bretagne romantique,1,0,0,1,1,1,2025,2025,1 (single),,,22,NAME:cc bretagne romantique,False,False,False,True,False,single_observed_identity
cc des olonnes,1,0,0,1,1,1,2015,2015,1 (single),,,85,NAME:cc des olonnes,False,False,False,True,False,single_observed_identity
cc du bocage mayennais,1,0,0,1,1,1,2015,2015,1 (single),,,53,NAME:cc du bocage mayennais,False,False,False,True,False,single_observed_identity
cc du confluent et coteaux prayssas,1,0,0,1,1,1,2022,2022,1 (single),,,47,NAME:cc du confluent et coteaux prayssas,False,False,False,True,False,single_observed_identity
cc du pays de chateaugiron,1,0,0,1,1,1,2025,2025,1 (single),,,22,NAME:cc du pays de chateaugiron,False,False,False,True,False,single_observed_identity
cc du pays de st gilles croix de vie,1,0,0,1,1,1,2016,2016,1 (single),,,85,NAME:cc du pays de st gilles croix de vie,False,False,False,True,False,single_observed_identity
cc pays de la chataigneraie,1,0,0,1,1,1,2020,2020,1 (single),,,85,NAME:cc pays de la chataigneraie,False,False,False,True,False,single_observed_identity
cc val d ille aubigne,1,0,0,1,1,1,2018,2018,1 (single),,,35,NAME:cc val d ille aubigne,False,False,False,True,False,single_observed_identity
cc-pleyben-chateaulin-porzay,1,0,0,1,1,1,2025,2025,1 (single),,,29,NAME:cc-pleyben-chateaulin-porzay,False,False,False,True,False,single_observed_identity
ccas aigrefeuille,1,0,0,1,1,1,2023,2023,1 (single),,,17,NAME:ccas aigrefeuille,False,False,False,True,False,single_observed_identity
ccas allonnes,1,0,0,1,1,1,2026,2026,1 (single),,,72,NAME:ccas allonnes,False,False,False,True,False,single_observed_identity
ccas brem sur mer,1,0,0,1,1,1,2015,2015,1 (single),,,85,NAME:ccas brem sur mer,False,False,False,True,False,single_observed_identity
ccas de bouguenais,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:ccas de bouguenais,False,False,False,True,False,single_observed_identity
ccas de chemille-en-anjou,1,0,0,1,1,1,2017,2017,1 (single),,,49,NAME:ccas de chemille-en-anjou,False,False,False,True,False,single_observed_identity
ccas de clisson 3 grande rue de la trinite 44190 clisson,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:ccas de clisson 3 grande rue de la trinite 44190 clisson,False,False,False,True,False,single_observed_identity
ccas de dompierre-sur-yon,1,0,0,1,1,1,2019,2019,1 (single),,,85,NAME:ccas de dompierre-sur-yon,False,False,False,True,False,single_observed_identity
ccas de la roche-sur-yon 85,1,0,0,1,1,1,2024,2024,1 (single),,,85,NAME:ccas de la roche-sur-yon 85,False,False,False,True,False,single_observed_identity
ccas de laigne en belin,1,0,0,1,1,1,2024,2024,1 (single),,,72,NAME:ccas de laigne en belin,False,False,False,True,False,single_observed_identity
ccas de laigne-saint-gervais,1,0,0,1,1,1,2026,2026,1 (single),,,72,NAME:ccas de laigne-saint-gervais,False,False,False,True,False,single_observed_identity
ccas de montrevault-sur-evre,1,0,0,1,1,1,2019,2019,1 (single),,,49,NAME:ccas de montrevault-sur-evre,False,False,False,True,False,single_observed_identity
ccas de quimper,1,0,0,1,1,1,2024,2024,1 (single),,,29,NAME:ccas de quimper,False,False,False,True,False,single_observed_identity
ccas de quimperle 29,1,0,0,1,1,1,2024,2024,1 (single),,,29,NAME:ccas de quimperle 29,False,False,False,True,False,single_observed_identity
ccas de saint barthelemy-d anjou,1,0,0,1,1,1,2016,2016,1 (single),,,49,NAME:ccas de saint barthelemy-d anjou,False,False,False,True,False,single_observed_identity
ccas de sevremoine,1,0,0,1,1,1,2026,2026,1 (single),,,49,NAME:ccas de sevremoine,False,False,False,True,False,single_observed_identity
ccas ehpad les bruyeres,1,0,0,1,1,1,2015,2015,1 (single),,,85,NAME:ccas ehpad les bruyeres,False,False,False,True,False,single_observed_identity
ccas la ferte bernard,1,0,0,1,1,1,2018,2018,1 (single),,,72,NAME:ccas la ferte bernard,False,False,False,True,False,single_observed_identity
ccas nivillac cuisine centrale,1,0,0,1,1,1,2020,2020,1 (single),,,56,NAME:ccas nivillac cuisine centrale,False,False,False,True,False,single_observed_identity
ccas-flpa de saint sylvain d anjou,1,0,0,1,1,1,2015,2015,1 (single),,,49,NAME:ccas-flpa de saint sylvain d anjou,False,False,False,True,False,single_observed_identity
ccc0pmg075-min culture bureau de la qualite comptable,1,0,0,1,1,1,2025,2025,1 (single),,,53,NAME:ccc0pmg075-min culture bureau de la qualite comptable,False,False,False,True,False,single_observed_identity
cci 44,1,0,0,1,1,1,2025,2025,1 (single),,,44,NAME:cci 44,False,False,False,True,False,single_observed_identity
cci de la mayenne,1,0,0,1,1,1,2026,2026,1 (single),,,53,NAME:cci de la mayenne,False,False,False,True,False,single_observed_identity
cci de maine-et-loire,1,0,0,1,1,1,2026,2026,1 (single),,,49,NAME:cci de maine-et-loire,False,False,False,True,False,single_observed_identity
cci de rouen,1,0,0,1,1,1,2020,2020,1 (single),,,76,NAME:cci de rouen,False,False,False,True,False,single_observed_identity
cci normandie,1,0,0,1,1,1,2015,2015,1 (single),,,76,NAME:cci normandie,False,False,False,True,False,single_observed_identity
cclla1,1,0,0,1,1,1,2019,2019,1 (single),,,49,NAME:cclla1,False,False,False,True,False,single_observed_identity
ccse - petite enfance,1,0,0,1,1,1,2024,2024,1 (single),,,44,NAME:ccse - petite enfance,False,False,False,True,False,single_observed_identity
ccsmg,1,0,0,1,1,1,2015,2015,1 (single),,,44,NAME:ccsmg,False,False,False,True,False,single_observed_identity
cd22-2024-spnb2-lo,1,0,0,1,1,1,2024,2024,1 (single),,,22,NAME:cd22-2024-spnb2-lo,False,False,False,True,False,single_observed_identity
cdc du bocage cenomans,1,0,0,1,1,1,2015,2015,1 (single),,,72,NAME:cdc du bocage cenomans,False,False,False,True,False,single_observed_identity
cdc du pays loudunais,1,0,0,1,1,1,2023,2023,1 (single),,,86,NAME:cdc du pays loudunais,False,False,False,True,False,single_observed_identity
cdg 56,1,0,0,1,1,1,2025,2025,1 (single),,,22,NAME:cdg 56,False,False,False,True,False,single_observed_identity
celadon,1,0,0,1,1,1,2015,2015,1 (single),,,29,NAME:celadon,False,False,False,True,False,single_observed_identity
cenovia energies,1,0,0,1,1,1,2026,2026,1 (single),,,72,NAME:cenovia energies,False,False,False,True,False,single_observed_identity
centr hospitalier du mans - ets support du ght 72,1,0,0,1,1,1,2024,2024,1 (single),,,72,NAME:centr hospitalier du mans - ets support du ght 72,False,False,False,True,False,single_observed_identity
