source_notice_id,target_notice_id,edge_type,evidence,source_role,target_role,source_date,target_date,delay_days,same_buyer_key,same_cpv_clean,same_cpv_division,text_similarity
23-171481,23-180783,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2023-12-10,2023-12-30,20,True,True,True,1.0
23-180783,24-21614,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,AWARD,2023-12-30,2024-02-22,54,True,True,True,1.0
23-181233,24-3066,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2023-12-31,2024-01-11,11,True,True,True,1.0
23-172825,23-173742,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2023-12-12,2023-12-14,2,True,True,True,1.0
23-168941,23-173234,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2023-12-06,2023-12-15,9,True,True,True,1.0
23-175594,24-55469,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2023-12-20,2024-05-15,147,True,True,True,1.0
23-176700,24-1170,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2023-12-21,2024-01-06,16,True,True,True,1.0
23-179150,24-4007,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2023-12-22,2024-01-10,19,True,False,False,1.0
23-179311,24-7502,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2023-12-24,2024-01-24,31,True,True,True,1.0
24-7502,24-66322,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,AWARD,2024-01-24,2024-06-09,137,True,True,True,1.0
23-176432,23-179868,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2023-12-21,2023-12-28,7,True,True,True,1.0
23-168804,24-63154,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2023-12-06,2024-06-02,179,True,True,True,1.0
23-167667,24-19806,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2023-12-02,2024-02-18,78,True,True,True,1.0
23-170296,24-1829,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2023-12-09,2024-01-07,29,True,True,True,1.0
23-170424,23-174870,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2023-12-07,2023-12-15,8,True,False,False,1.0
23-173916,24-2730,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2023-12-16,2024-01-10,25,True,True,True,1.0
24-2730,24-71551,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,AWARD,2024-01-10,2024-06-21,163,True,True,True,1.0
23-173931,24-36070,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2023-12-16,2024-03-28,103,True,True,True,1.0
23-174185,24-1169,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2023-12-16,2024-01-06,21,True,True,True,1.0
23-176635,24-65202,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2023-12-21,2024-06-06,168,True,True,True,1.0
23-166765,24-56403,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2023-12-01,2024-05-16,167,True,True,True,1.0
23-170930,24-60653,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2023-12-10,2024-05-26,168,True,True,True,1.0
23-173613,24-34669,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2023-12-15,2024-03-24,100,True,True,True,1.0
23-175317,24-57079,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2023-12-20,2024-05-17,149,True,True,True,1.0
23-171989,24-1271,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2023-12-13,2024-01-06,24,True,True,True,1.0
24-1271,24-58541,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,AWARD,2024-01-06,2024-05-22,137,True,True,True,1.0
23-173089,24-59896,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2023-12-15,2024-05-25,162,True,True,True,1.0
23-173599,23-178152,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,CORRECTION,2023-12-15,2023-12-23,8,True,True,True,1.0
23-177424,24-33232,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2023-12-22,2024-03-21,90,True,True,True,1.0
24-5552,24-49542,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-18,2024-04-26,99,True,True,True,1.0
24-6220,24-17530,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-18,2024-02-12,25,True,True,True,1.0
24-6644,24-8502,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-19,2024-01-25,6,True,True,True,1.0
24-6777,24-9073,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CALL,2024-01-23,2024-01-28,5,True,True,True,1.0
24-9073,24-56437,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-28,2024-05-16,109,True,True,True,1.0
24-6894,24-8405,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-23,2024-01-26,3,True,True,True,1.0
24-8405,24-60744,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,AWARD,2024-01-26,2024-05-28,123,True,True,True,1.0
24-7360,24-41665,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CALL,2024-01-24,2024-04-10,77,True,True,True,1.0
24-8206,24-65951,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-26,2024-06-08,134,True,True,True,1.0
24-1026,24-3775,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-04,2024-01-10,6,True,True,True,1.0
24-2333,24-3279,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CANCELLATION,2024-01-08,2024-01-09,1,True,False,False,1.0
24-10645,24-41221,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-30,2024-04-08,69,True,True,True,1.0
24-8071,24-17636,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-25,2024-02-14,20,True,True,True,1.0
24-1634,24-48119,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-07,2024-04-24,108,True,True,True,1.0
24-5456,24-74304,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-18,2024-06-27,161,True,True,True,1.0
24-6661,24-14549,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CALL,2024-01-19,2024-02-06,18,True,False,True,1.0
24-6860,24-70880,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-23,2024-06-20,149,True,True,True,1.0
24-7668,24-21735,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-25,2024-02-22,28,True,True,True,1.0
24-21735,24-58036,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,AWARD,2024-02-22,2024-05-19,87,True,True,True,1.0
25-241,25-46998,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,AWARD,AWARD,2025-01-04,2025-04-26,112,True,True,True,1.0
24-8184,24-69650,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-26,2024-06-16,142,True,True,True,1.0
24-8202,24-9330,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CANCELLATION,2024-01-24,2024-01-26,2,True,True,True,1.0
24-9330,24-66780,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CANCELLATION,CALL,2024-01-26,2024-06-07,133,True,False,True,1.0
24-66780,24-117781,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-06-07,2024-10-16,131,True,True,True,1.0
24-9077,24-16387,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-26,2024-02-09,14,True,False,False,1.0
24-10913,24-13909,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-31,2024-02-06,6,True,True,True,1.0
24-5869,24-51199,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-19,2024-05-01,103,True,True,True,1.0
24-6270,24-49474,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-18,2024-04-25,98,True,True,True,1.0
24-7178,24-45485,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-24,2024-04-18,85,True,True,True,1.0
24-7263,24-7706,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,CORRECTION,2024-01-22,2024-01-23,1,True,True,True,1.0
24-9113,24-73967,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-28,2024-06-26,150,True,True,True,1.0
24-5390,24-10570,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,CORRECTION,2024-01-16,2024-01-30,14,True,True,True,1.0
24-10598,24-23990,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-30,2024-02-27,28,True,False,False,1.0
24-11008,24-14355,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-30,2024-02-05,6,True,True,True,1.0
24-11089,24-18002,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-30,2024-02-13,14,True,False,False,1.0
24-18002,24-21057,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,CORRECTION,2024-02-13,2024-02-20,7,True,False,False,1.0
24-9425,24-16868,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-26,2024-02-09,14,True,False,False,1.0
24-10697,24-15392,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-30,2024-02-07,8,True,True,True,1.0
24-6097,24-77345,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,AWARD,2024-01-18,2024-07-02,166,True,True,True,1.0
24-6623,24-66683,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-21,2024-06-09,140,True,True,True,1.0
24-7732,24-14705,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-25,2024-02-07,13,True,True,True,1.0
24-9641,24-49266,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-28,2024-04-26,89,True,True,True,1.0
24-9856,24-17958,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-29,2024-02-13,15,True,False,False,1.0
24-1344,24-63202,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-06,2024-06-02,148,True,True,True,1.0
24-10451,24-21630,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-29,2024-02-21,23,True,False,False,1.0
24-5251,24-58321,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-18,2024-05-22,125,True,True,True,1.0
24-6629,24-67505,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-21,2024-06-12,143,True,True,True,1.0
24-7243,24-16962,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-22,2024-02-09,18,True,True,True,1.0
24-16962,24-55598,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,AWARD,2024-02-09,2024-05-14,95,True,True,True,1.0
24-6947,24-80847,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-23,2024-07-11,170,True,True,True,1.0
24-8727,24-38350,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-25,2024-04-02,68,True,False,False,1.0
24-9415,24-72039,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-28,2024-06-21,145,True,True,True,1.0
24-5434,24-42705,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CALL,2024-01-16,2024-04-11,86,True,False,False,1.0
24-5530,24-77186,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-17,2024-07-02,167,True,False,False,1.0
24-6240,24-63253,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-20,2024-06-02,134,True,True,True,1.0
24-7188,24-54398,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-22,2024-05-07,106,True,True,True,1.0
24-6823,24-25845,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-01-23,2024-03-03,40,True,True,True,1.0
24-25845,24-98134,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,AWARD,2024-03-03,2024-08-29,179,True,True,True,1.0
24-8864,24-45406,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,AWARD,2024-01-27,2024-04-18,82,True,True,True,1.0
24-38022,24-84387,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-03-31,2024-07-18,109,True,True,True,1.0
24-10839,24-74663,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-01-31,2024-06-28,149,True,True,True,1.0
24-12590,24-16546,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-01,2024-02-09,8,True,True,True,1.0
24-16910,24-60266,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-09,2024-05-24,105,True,True,True,1.0
24-17746,24-84536,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-14,2024-07-19,156,True,True,True,1.0
24-17766,24-84324,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-14,2024-07-18,155,True,True,True,1.0
24-19394,24-52846,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-15,2024-05-03,78,True,True,True,1.0
24-19871,24-23125,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-18,2024-02-25,7,True,True,True,1.0
24-17616,24-20972,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-12,2024-02-20,8,True,True,True,1.0
24-17094,24-22196,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CALL,2024-02-13,2024-02-23,10,True,True,True,1.0
24-22196,24-29778,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-23,2024-03-13,19,True,True,True,1.0
24-29778,24-32859,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,AWARD,CALL,2024-03-13,2024-03-20,7,True,True,True,1.0
24-32859,24-69995,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-03-20,2024-06-18,90,True,True,True,1.0
24-22411,24-33897,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-23,2024-03-22,28,True,True,True,1.0
24-22590,24-86399,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-24,2024-07-23,150,True,True,True,1.0
24-11134,24-84446,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-01,2024-07-18,168,True,True,True,1.0
24-11824,24-76735,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-02,2024-07-03,152,True,True,True,1.0
24-11072,24-12989,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-01,2024-02-04,3,True,True,True,1.0
24-12989,24-87441,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,CORRECTION,2024-02-04,2024-07-25,172,True,True,True,1.0
24-13705,24-55614,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-05,2024-05-14,99,True,True,True,1.0
24-14482,24-72699,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-06,2024-06-21,136,True,True,True,1.0
24-24819,24-72020,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-29,2024-06-21,113,True,True,True,1.0
24-25427,24-66941,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CALL,2024-02-29,2024-06-10,102,True,True,True,1.0
24-66941,24-96423,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-06-10,2024-08-21,72,True,True,True,1.0
24-23393,24-34464,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-24,2024-03-22,27,True,True,True,1.0
24-23789,24-41094,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CALL,2024-02-26,2024-04-08,42,True,True,True,1.0
24-24835,24-72050,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-29,2024-06-21,113,True,True,True,1.0
24-22154,24-23438,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-22,2024-02-26,4,True,False,False,1.0
24-15368,24-68427,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-09,2024-06-14,126,True,True,True,1.0
24-16045,24-16123,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-08,2024-02-08,0,True,False,False,1.0
24-16660,24-27022,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CALL,2024-02-11,2024-03-06,24,True,True,True,1.0
24-17229,24-64173,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-13,2024-06-05,113,True,True,True,1.0
24-17260,24-53142,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-12,2024-05-03,81,True,True,True,1.0
24-17586,24-18333,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-14,2024-02-15,1,True,True,True,1.0
24-18333,24-36477,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,CORRECTION,2024-02-15,2024-03-28,42,True,True,True,1.0
24-18345,24-67640,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-15,2024-06-13,119,True,True,True,1.0
24-19085,24-82558,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-16,2024-07-14,149,True,True,True,1.0
24-19089,24-75138,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-16,2024-06-28,133,True,True,True,1.0
24-19510,24-85869,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-17,2024-07-21,155,True,True,True,1.0
24-20259,24-51576,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-20,2024-05-02,72,True,True,True,1.0
24-20617,24-68751,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-19,2024-06-13,115,True,False,False,1.0
24-21483,24-37427,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-21,2024-03-28,36,True,False,False,1.0
24-22667,24-30174,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-24,2024-03-14,19,True,True,True,1.0
24-30174,24-85503,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,AWARD,2024-03-14,2024-07-21,129,True,True,True,1.0
24-22670,24-26868,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-24,2024-03-06,11,True,True,True,1.0
24-11800,24-22970,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-02,2024-02-25,23,True,True,True,1.0
24-11899,24-68791,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-02,2024-06-14,133,True,True,True,1.0
24-11947,24-86525,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-02,2024-07-24,173,True,True,True,1.0
24-15226,24-49888,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-08,2024-04-28,80,True,True,True,1.0
24-23105,24-48350,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-25,2024-04-25,60,True,True,True,1.0
24-24145,24-49447,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-27,2024-04-25,58,True,True,True,1.0
24-24813,24-33663,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-29,2024-03-22,22,True,True,True,1.0
24-12035,24-25413,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-01,2024-02-29,28,True,True,True,1.0
25-8768,25-49796,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2025-01-24,2025-04-30,96,True,True,True,1.0
24-11329,24-15926,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-01,2024-02-09,8,True,True,True,1.0
24-17491,24-79201,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-14,2024-07-07,144,True,True,True,1.0
24-17621,24-61685,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-14,2024-05-29,105,True,True,True,1.0
24-17846,24-26153,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-13,2024-03-01,17,True,True,True,1.0
24-13100,24-18124,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-04,2024-02-15,11,True,True,True,1.0
24-18124,24-75074,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,AWARD,2024-02-15,2024-06-28,134,True,True,True,1.0
24-19624,24-38575,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CALL,2024-02-18,2024-04-04,46,True,True,True,1.0
24-38575,24-87946,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-04-04,2024-07-26,113,True,True,True,1.0
24-13163,24-14769,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-04,2024-02-07,3,True,True,True,1.0
24-20158,24-48728,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-18,2024-04-25,67,True,True,True,1.0
24-20660,24-32226,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CORRECTION,2024-02-21,2024-03-19,27,True,True,True,1.0
24-32226,24-88330,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CORRECTION,AWARD,2024-03-19,2024-07-26,129,True,True,True,1.0
24-20919,24-62832,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-21,2024-06-01,101,True,True,True,1.0
24-21104,24-25791,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,CALL,2024-02-21,2024-03-03,11,True,True,True,1.0
24-20387,24-21207,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-20,2024-02-22,2,True,True,True,1.0
24-21207,24-34134,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,AWARD,CALL,2024-02-22,2024-03-23,30,True,True,True,1.0
24-21349,24-93531,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-22,2024-08-10,170,True,True,True,1.0
24-22559,24-66046,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-22,2024-06-06,105,True,False,False,1.0
24-22788,24-83925,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-25,2024-07-18,144,True,True,True,1.0
24-20340,24-68180,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-20,2024-06-13,114,True,True,True,1.0
24-20550,24-90488,exact_text_duplicate,same buyer_key + exact objet_normalized within 180 days + CPV-compatible,CALL,AWARD,2024-02-20,2024-08-02,164,True,True,True,1.0
