notice_family_id,notice_id,publication_date,schema_family,buyer_key,cpv_clean,first_call_date,call_to_award_days,call_to_award_months,delay_flag
NF041257,23-157657,2023-11-12,LEGACY,SIRET:20007272600017,90511000,2023-06-29,136,4.467805519053877,OK
NF041530,23-158347,2023-11-15,LEGACY,NAME:cci nantes saint-nazaire,90919200,2023-07-30,108,3.54796320630749,OK
NF041301,23-158696,2023-11-15,LEGACY,SIRET:22850001300658,45214220,2023-06-01,167,5.486202365308804,OK
NF038804,23-158666,2023-11-16,LEGACY,SIRET:22440002800011,71200000,2023-01-08,312,10.249671484888305,OK
NF042500,23-159814,2023-11-17,LEGACY,SIRET:13001540700013,09000000,2023-09-08,70,2.299605781865966,OK
NF040635,23-160870,2023-11-18,LEGACY,NAME:office francais de la biodiversite,71313000,2023-05-05,197,6.471747700394218,OK
NF040838,23-161164,2023-11-19,LEGACY,SIRET:22440002800011,16810000,2023-05-06,197,6.471747700394218,OK
NF041198,23-161392,2023-11-19,LEGACY,NAME:syvalorm loir-et-sarthe,66510000,2023-06-14,158,5.19053876478318,OK
NF042578,23-161367,2023-11-19,LEGACY,SIRET:53516441200020,71400000,2023-09-16,64,2.102496714848883,OK
NF040948,23-163101,2023-11-21,LEGACY,NAME:ville de bouguenais,,2023-05-15,190,6.241787122207621,OK
NF040602,23-163079,2023-11-23,LEGACY,NAME:ville de talmont - saint hilaire,66510000,2023-05-25,182,5.978975032851511,OK
NF041193,23-163289,2023-11-23,LEGACY,SIRET:24720013200014,31224500,2023-06-10,166,5.45335085413929,OK
NF042170,23-163306,2023-11-23,LEGACY,NAME:centre hospitalier de laval 53,45112500,2023-08-12,103,3.383705650459921,OK
NF042342,23-163124,2023-11-23,LEGACY,SIRET:21440103600121,66510000,2023-09-10,74,2.431011826544021,OK
NF043076,23-164578,2023-11-25,LEGACY,SIRET:24720068600100,66510000,2023-10-01,55,1.8068331143232588,OK
NF039781,23-165460,2023-11-27,LEGACY,SIRET:24720013200014,30192000,2023-03-10,262,8.607095926412615,OK
NF040812,23-166237,2023-11-30,LEGACY,NAME:commune de saint-herblain,90910000,2023-05-26,188,6.176084099868594,OK
NF039452,23-154688,2023-11-05,LEGACY,NAME:semitan mandataire de nantes metropole,45234127,2023-02-26,252,8.278580814717477,OK
NF036860,23-152918,2023-11-08,LEGACY,NAME:metropole nantes metropole,71600000,2022-07-20,476,15.637319316688567,OK
NF040579,23-145128,2023-11-09,LEGACY,NAME:angers loire metropole,34200000,2023-05-14,179,5.88042049934297,OK
NF039659,23-157009,2023-11-09,LEGACY,SIRET:19490970100303,30163000,2022-11-21,353,11.59658344283837,OK
NF041771,23-156853,2023-11-09,LEGACY,NAME:universite d angers,,2023-07-18,114,3.7450722733245727,OK
NF038005,23-156254,2023-11-10,LEGACY,NAME:metropole nantes metropole,90511200,2022-10-30,376,12.352168199737187,OK
NF040485,23-154796,2023-11-05,LEGACY,SIRET:22440002800011,35120000,2023-04-16,203,6.668856767411301,OK
NF039999,23-154660,2023-11-05,LEGACY,SIRET:22850001300658,71315400,2023-03-03,247,8.114323258869907,OK
NF041555,23-155764,2023-11-07,LEGACY,SIRET:13002974700016,79821100,2023-07-20,110,3.6136662286465175,OK
NF041821,23-152480,2023-11-08,LEGACY,NAME:ville de sainte-luce-sur-loire,66515200,2023-07-13,118,3.876478318002628,OK
NF042168,23-156151,2023-11-09,LEGACY,SIRET:24440064400013,48161000,2023-08-11,90,2.9566360052562417,OK
NF041336,23-157032,2023-11-11,LEGACY,NAME:metropole nantes metropole,90513000,2023-06-17,147,4.829172141918528,OK
NF041497,23-126478,2023-11-15,LEGACY,SIRET:20007167800045,71241000,2023-06-08,160,5.256241787122208,OK
NF041210,23-159194,2023-11-16,LEGACY,SIRET:24720013200014,24962000,2023-06-21,148,4.862023653088042,OK
NF041676,23-159983,2023-11-17,LEGACY,NAME:ch le mans,72413000,2023-07-27,113,3.712220762155059,OK
NF040516,23-160067,2023-11-17,LEGACY,SIRET:21440049100129,34993000,2023-04-08,223,7.3258869908015765,OK
NF042747,23-162867,2023-11-21,LEGACY,NAME:centre hospitalier de laval 53,45262522,2023-10-13,39,1.281208935611038,OK
NF039494,23-162021,2023-11-22,LEGACY,NAME:laval agglomeration,45232150,2023-02-12,283,9.296977660972404,OK
NF040937,23-162151,2023-11-22,LEGACY,NAME:nantes metropole,71335000,2023-05-12,194,6.3731931668856765,OK
NF036102,23-162195,2023-11-22,LEGACY,NAME:inst fr de recherche pour l expl mer,38290000,2022-06-19,521,17.115637319316686,OK
NF040609,23-162752,2023-11-23,LEGACY,NAME:alter public,71000000,2023-05-27,180,5.913272010512483,OK
NF040989,23-163633,2023-11-24,LEGACY,SIRET:19490970100303,90910000,2023-06-21,156,5.124835742444152,OK
NF042228,23-160807,2023-11-26,LEGACY,NAME:syndicat trivalis,90513500,2023-08-09,109,3.5808147174770038,OK
NF040265,23-165332,2023-11-29,LEGACY,NAME:cci nantes saint-nazaire,79212300,2023-04-15,228,7.490144546649145,OK
NF041106,23-165509,2023-11-29,LEGACY,NAME:chu de nantes,50700000,2023-06-17,165,5.4204993429697765,OK
NF041551,23-166876,2023-12-01,LEGACY,NAME:ville de saint sebastien sur loire,50324200,2023-07-19,135,4.434954007884363,OK
NF043497,23-167777,2023-12-03,LEGACY,NAME:ardenne metropole,71200000,2023-11-30,3,0.09855453350854139,OK
NF042275,23-169342,2023-12-05,LEGACY,SIRET:21170274100011,45233140,2023-09-13,83,2.726675427069645,OK
NF042020,23-168459,2023-12-06,LEGACY,NAME:nantes metropole,34996000,2023-08-03,125,4.106438896189225,OK
NF040810,23-169798,2023-12-06,LEGACY,NAME:universite d angers,79811000,2023-05-25,195,6.40604467805519,OK
NF029930,23-169360,2023-12-07,LEGACY,NAME:metropole nantes metropole,71300000,2021-03-28,984,32.32588699080158,OVER_24_MONTHS
NF041107,23-169075,2023-12-07,LEGACY,NAME:la roche-sur-yon agglomeration,70332100,2023-06-18,172,5.650459921156373,OK
NF042477,23-169773,2023-12-08,LEGACY,NAME:ars pays de la loire,71620000,2023-09-29,70,2.299605781865966,OK
NF042548,23-169924,2023-12-08,LEGACY,SIRET:24850034000141,90480000,2023-09-03,96,3.1537450722733245,OK
NF042201,23-171510,2023-12-08,LEGACY,SIRET:21440166300015,66510000,2023-08-17,113,3.712220762155059,OK
NF041678,23-171170,2023-12-10,LEGACY,NAME:les sables d olonne agglomeration,66133000,2023-07-27,136,4.467805519053877,OK
NF041248,23-171503,2023-12-10,LEGACY,SIRET:21440106900015,66510000,2023-06-24,169,5.551905387647832,OK
NF042887,23-172065,2023-12-11,LEGACY,NAME:commune de saint jean de monts,,2023-10-03,69,2.266754270696452,OK
NF041733,23-172837,2023-12-14,LEGACY,NAME:universite de nantes,79713000,2023-07-27,140,4.599211563731932,OK
NF042659,23-173514,2023-12-15,LEGACY,NAME:morlaix communaute,66516000,2023-09-22,84,2.759526938239159,OK
NF042301,23-173294,2023-12-15,LEGACY,SIRET:22720002900014,45112500,2023-09-27,79,2.59526938239159,OK
NF041853,23-173388,2023-12-15,LEGACY,NAME:commune de saintes,77310000,2023-07-29,139,4.566360052562418,OK
NF041007,23-173489,2023-12-15,LEGACY,SIRET:22440002800011,64212000,2023-06-21,177,5.814717477003942,OK
NF040995,23-174289,2023-12-16,LEGACY,SIRET:80457957100022,66512000,2023-06-25,174,5.716162943495401,OK
NF041434,23-174899,2023-12-17,LEGACY,SIRET:21560118800018,66510000,2023-06-28,172,5.650459921156373,OK
NF043440,23-176248,2023-12-19,LEGACY,NAME:commune de perigny,,2023-11-07,42,1.3797634691195795,OK
NF042837,23-176404,2023-12-19,LEGACY,SIRET:21440190300155,31524100,2023-10-25,55,1.8068331143232588,OK
NF042547,23-175889,2023-12-20,LEGACY,SIRET:52926090300016,92312000,2023-09-02,109,3.5808147174770038,OK
NF042438,23-175625,2023-12-20,LEGACY,NAME:ville de saint-malo,71310000,2023-09-10,101,3.3180026281208934,OK
NF041445,23-175679,2023-12-20,LEGACY,SIRET:22530001100015,33696500,2023-06-18,185,6.077529566360052,OK
NF040839,23-176091,2023-12-21,LEGACY,SIRET:83469240200029,45223300,2023-05-06,229,7.522996057818659,OK
NF042075,23-177492,2023-12-20,LEGACY,SIRET:21720329800013,45232420,2023-05-26,208,6.83311432325887,OK
NF042638,23-176246,2023-12-21,LEGACY,SIRET:26440013600471,71356100,2023-09-10,102,3.350854139290407,OK
NF042658,23-176217,2023-12-21,LEGACY,NAME:service public de l eau - an dour,66516000,2023-09-22,90,2.9566360052562417,OK
NF040479,23-178715,2023-12-24,LEGACY,SIRET:22440002800011,71351810,2023-04-23,245,8.04862023653088,OK
NF041727,23-179612,2023-12-28,LEGACY,SIRET:27490003400019,50750000,2023-07-23,158,5.19053876478318,OK
NF042792,23-180451,2023-12-28,LEGACY,SIRET:21440020200013,44520000,2023-10-05,84,2.759526938239159,OK
NF042649,23-179662,2023-12-28,LEGACY,SIRET:20006522500019,66515200,2023-09-15,104,3.416557161629435,OK
NF041825,23-180436,2023-12-30,LEGACY,NAME:vendee eau,79823000,2023-07-14,169,5.551905387647832,OK
NF041427,23-181248,2023-12-31,LEGACY,SIRET:22850001300658,39294100,2023-06-23,191,6.274638633377135,OK
NF042452,23-170161,2023-12-08,LEGACY,NAME:territoire energie loire atlantique,72512000,2023-09-17,82,2.6938239159001314,OK
NF041662,23-166995,2023-12-08,LEGACY,NAME:ca pornic agglo pays de retz,79311000,2023-07-22,139,4.566360052562418,OK
NF039267,23-169770,2023-12-08,LEGACY,SIRET:13001535700010,18810000,2023-02-25,286,9.395532194480946,OK
NF042109,23-172340,2023-12-14,LEGACY,NAME:ctre hosp universitaire angers,39341000,2023-08-31,105,3.4494086727989486,OK
NF040984,23-174975,2023-12-17,LEGACY,SIRET:21440036800012,71351914,2023-06-18,182,5.978975032851511,OK
NF038239,23-177065,2023-12-20,LEGACY,SIRET:19720916600010,45262800,2022-11-25,390,12.81208935611038,OK
NF037821,23-178711,2023-12-24,LEGACY,SIRET:22440002800011,71313000,2022-10-08,442,14.520367936925098,OK
NF043199,23-178765,2023-12-24,LEGACY,NAME:epmp,72212670,2023-10-26,59,1.938239159001314,OK
NF040607,23-178843,2023-12-24,LEGACY,SIRET:21720181300011,15800000,2023-05-27,211,6.931668856767411,OK
NF042346,23-179909,2023-12-28,LEGACY,NAME:pays de blain communaute,66510000,2023-09-14,105,3.4494086727989486,OK
NF043223,23-179801,2023-12-28,LEGACY,NAME:communaute d agglomeration du niortais,48822000,2023-10-06,83,2.726675427069645,OK
NF040289,23-180948,2023-12-29,LEGACY,NAME:vendee eau,75200000,2023-04-26,247,8.114323258869907,OK
NF042185,23-181005,2023-12-29,LEGACY,SIRET:13002036500016,45111291,2023-08-25,126,4.139290407358739,OK
NF042892,23-180569,2023-12-31,LEGACY,NAME:cc du pays de craon,45231110,2023-10-05,87,2.8580814717477003,OK
NF042594,23-167975,2023-12-01,LEGACY,NAME:commune de saint jean de monts,,2023-09-28,64,2.102496714848883,OK
NF041061,23-167359,2023-12-02,LEGACY,NAME:groupement transamo la set,71510000,2023-06-29,156,5.124835742444152,OK
NF039870,23-168070,2023-12-03,LEGACY,NAME:esid de rennes,50700000,2023-03-18,260,8.541392904073588,OK
NF042724,23-169092,2023-12-05,LEGACY,NAME:universite d angers,,2023-10-02,64,2.102496714848883,OK
NF040608,23-168464,2023-12-06,LEGACY,SIRET:24490001500011,79800000,2023-05-27,193,6.340341655716163,OK
NF040659,23-167252,2023-12-02,LEGACY,NAME:cc ocean marais de monts,71241000,2023-05-14,202,6.636005256241787,OK
NF042565,23-167811,2023-12-03,LEGACY,SIRET:22530001100015,90500000,2023-09-10,84,2.759526938239159,OK
NF042179,23-167894,2023-12-03,LEGACY,NAME:commune de saint-herblain,60130000,2023-08-19,106,3.4822601839684624,OK
NF041712,23-166293,2023-12-07,LEGACY,SIRET:21490099500017,34139100,2023-07-14,146,4.7963206307490145,OK
NF041876,23-169848,2023-12-08,LEGACY,NAME:territoire energie loire atlantique,72000000,2023-07-08,153,5.026281208935611,OK
NF042024,23-170715,2023-12-09,LEGACY,NAME:etablissement francais du sang,71600000,2023-08-05,126,4.139290407358739,OK
NF041261,23-171694,2023-12-13,LEGACY,SIRET:19490970100303,79980000,2023-06-01,195,6.40604467805519,OK
NF038358,23-171874,2023-12-13,LEGACY,SIRET:19490970100303,32321300,2022-11-12,396,13.009198423127463,OK
NF041232,23-172904,2023-12-14,LEGACY,NAME:mairie de saint-brevin-les-pins,15000000,2023-06-30,167,5.486202365308804,OK
NF041271,23-172876,2023-12-14,LEGACY,SIRET:13001535700010,18812100,2023-06-04,193,6.340341655716163,OK
NF041098,23-174178,2023-12-16,LEGACY,SIRET:13000853500010,50720000,2023-06-16,183,6.011826544021025,OK
NF039519,23-174509,2023-12-17,LEGACY,SIRET:27490003400019,71200000,2023-02-04,316,10.38107752956636,OK
NF039054,23-174833,2023-12-17,LEGACY,NAME:chd vendee,71000000,2023-01-12,339,11.136662286465176,OK
NF041129,23-175903,2023-12-18,LEGACY,SIRET:13002036500016,45454100,2023-06-28,173,5.683311432325887,OK
NF040033,23-175384,2023-12-20,LEGACY,NAME:synd mixt transport hydrocarbures iles,60600000,2023-03-18,277,9.099868593955321,OK
NF043155,23-176569,2023-12-21,LEGACY,NAME:trelaze,66512000,2023-10-18,64,2.102496714848883,OK
NF041818,23-177398,2023-12-22,LEGACY,NAME:ville de saint sebastien sur loire,66515000,2023-07-12,163,5.354796320630749,OK
NF043589,23-178487,2023-12-24,LEGACY,NAME:mairie de cordemais,09310000,2023-11-11,43,1.4126149802890933,OK
NF042127,23-179828,2023-12-28,LEGACY,SIRET:22850001300658,50700000,2023-08-19,131,4.303547963206308,OK
NF042037,23-179938,2023-12-29,LEGACY,NAME:i f c e,63120000,2023-08-27,124,4.073587385019711,OK
NF043104,23-180506,2023-12-30,LEGACY,SIRET:22490001900015,79620000,2023-10-12,79,2.59526938239159,OK
NF041734,23-180957,2023-12-31,LEGACY,NAME:vendee eau,66510000,2023-07-27,157,5.157687253613666,OK
NF042600,23-181225,2023-12-31,LEGACY,SIRET:21440069900143,09122100,2023-09-30,92,3.0223390275952693,OK
NF042942,23-181008,2023-12-31,LEGACY,NAME:chu de nantes,77310000,2023-10-06,86,2.8252299605781865,OK
NF041191,23-167832,2023-12-03,LEGACY,SIRET:77560485100041,90911000,2023-06-09,177,5.814717477003942,OK
NF040439,23-167991,2023-12-03,LEGACY,SIRET:26440013600471,45214000,2023-04-06,241,7.917214191852825,OK
NF042242,23-168489,2023-12-04,LEGACY,SIRET:18440132100015,71315210,2023-08-24,102,3.350854139290407,OK
NF041364,23-168887,2023-12-06,LEGACY,NAME:ars pays de la loire,71620000,2023-06-29,160,5.256241787122208,OK
NF038518,23-169683,2023-12-07,LEGACY,SIRET:22850001300658,71221000,2022-12-25,347,11.399474375821287,OK
NF042685,23-169801,2023-12-08,LEGACY,SIRET:22720002900014,55521200,2023-09-08,91,2.9894875164257555,OK
NF041128,23-171935,2023-12-13,LEGACY,NAME:semitan,79710000,2023-06-28,168,5.519053876478318,OK
NF042383,23-173413,2023-12-15,LEGACY,SIRET:24720013200014,45233140,2023-09-07,99,3.252299605781866,OK
NF043843,23-173234,2023-12-15,LEGACY,NAME:ch le mans,72000000,2023-12-06,9,0.2956636005256242,OK
NF041787,23-174350,2023-12-16,LEGACY,SIRET:89982886700015,66133000,2023-07-23,146,4.7963206307490145,OK
NF036215,23-169358,2023-12-16,LEGACY,NAME:conseil departemental de loire-atlanti,71200000,2022-06-16,548,18.00262812089356,OK
NF041970,23-174193,2023-12-16,LEGACY,SIRET:22440002800011,34928471,2023-07-07,162,5.321944809461235,OK
NF042798,23-174222,2023-12-16,LEGACY,NAME:cerema,38432000,2023-10-06,71,2.3324572930354797,OK
NF040461,23-174471,2023-12-17,LEGACY,NAME:semitan,72212900,2023-04-14,247,8.114323258869907,OK
NF040128,23-174903,2023-12-17,LEGACY,NAME:angers loire metropole,72210000,2023-04-06,255,8.377135348226018,OK
NF042790,23-176244,2023-12-19,LEGACY,SIRET:21440190300155,37524000,2023-10-04,76,2.4967148488830486,OK
NF041484,23-175315,2023-12-20,LEGACY,NAME:dir ouest,72000000,2023-06-02,201,6.603153745072273,OK
NF040839,23-176087,2023-12-21,LEGACY,SIRET:83469240200029,45223300,2023-05-06,229,7.522996057818659,OK
NF039707,23-178341,2023-12-23,LEGACY,NAME:epa la masse des douanes,71000000,2023-03-19,279,9.165571616294349,OK
NF039257,23-178904,2023-12-24,LEGACY,SIRET:21440143200015,71221000,2023-02-18,309,10.151116951379763,OK
NF041566,23-180947,2023-12-29,LEGACY,NAME:vendee eau,30200000,2023-07-25,157,5.157687253613666,OK
NF040153,23-181193,2023-12-29,LEGACY,SIRET:79488591300010,45200000,2023-04-14,259,8.508541392904073,OK
NF042337,23-180426,2023-12-30,LEGACY,SIRET:26440021900012,66512000,2023-09-08,113,3.712220762155059,OK
NF041894,23-180438,2023-12-30,LEGACY,NAME:vendee eau,44316000,2023-07-14,169,5.551905387647832,OK
NF040211,23-180913,2023-12-31,LEGACY,NAME:mairie de la montagne,71300000,2023-04-19,256,8.409986859395532,OK
NF041846,23-180932,2023-12-31,LEGACY,SIRET:21720181300011,90911200,2023-07-23,161,5.289093298291721,OK
NF043327,23-171889,2023-12-11,LEGACY,SIRET:13000810500012,,2023-11-15,26,0.8541392904073587,OK
NF042664,23-172110,2023-12-13,LEGACY,SIRET:24440061000055,60140000,2023-09-24,80,2.628120893561104,OK
NF042371,23-172041,2023-12-13,LEGACY,NAME:mindef ema dc sca pfaf co rennes,98310000,2023-09-24,80,2.628120893561104,OK
NF042513,23-172977,2023-12-14,LEGACY,NAME:cc du pays des achards,50720000,2023-09-14,91,2.9894875164257555,OK
NF041558,23-172847,2023-12-14,LEGACY,NAME:inst nal recherches archeologiques pre,90919200,2023-07-21,146,4.7963206307490145,OK
NF042465,23-172307,2023-12-15,LEGACY,SIRET:20007167800045,90714000,2023-09-23,83,2.726675427069645,OK
NF041722,23-173767,2023-12-16,LEGACY,NAME:ville de nantes,71313000,2023-07-20,149,4.894875164257556,OK
NF041578,23-174210,2023-12-16,LEGACY,SIRET:13000853500010,33141000,2023-07-01,168,5.519053876478318,OK
NF040992,23-175895,2023-12-20,LEGACY,NAME:lycee chevrollier,15119000,2023-06-23,180,5.913272010512483,OK
NF041698,23-176254,2023-12-21,LEGACY,NAME:terres de montaigu cte d agglomeration,90480000,2023-07-30,144,4.730617608409987,OK
NF041220,23-176558,2023-12-21,LEGACY,SIRET:79386644300047,71200000,2023-06-24,180,5.913272010512483,OK
NF042390,23-177567,2023-12-23,LEGACY,SIRET:23440003400026,79970000,2023-09-13,101,3.3180026281208934,OK
NF042626,23-178382,2023-12-23,LEGACY,NAME:synd dep d energie et d eqpt de vendee,31682000,2023-09-06,108,3.54796320630749,OK
NF038987,23-179380,2023-12-24,LEGACY,SIRET:24720013200014,71241000,2023-01-04,354,11.629434954007884,OK
NF041570,23-180234,2023-12-29,LEGACY,NAME:vendee eau,45231300,2023-07-27,155,5.091984231274639,OK
NF041115,23-180946,2023-12-29,LEGACY,NAME:vendee eau,44611600,2023-06-22,190,6.241787122207621,OK
NF042634,23-180817,2023-12-30,LEGACY,SIRET:22720002900014,71210000,2023-09-09,112,3.679369250985545,OK
NF039575,23-181205,2023-12-31,LEGACY,NAME:vendee eau,45231112,2023-03-15,291,9.559789750328514,OK
NF042811,23-181022,2023-12-31,LEGACY,NAME:ecole national sup d arts et metiers,66510000,2023-10-12,80,2.628120893561104,OK
NF040797,23-166779,2023-12-01,LEGACY,SIRET:21720181300011,39221000,2023-05-19,196,6.438896189224704,OK
NF042507,23-167603,2023-12-02,LEGACY,SIRET:24720013200014,98310000,2023-09-10,83,2.726675427069645,OK
NF042190,23-169439,2023-12-05,LEGACY,SIRET:17350120600010,,2023-08-03,124,4.073587385019711,OK
NF039621,23-168555,2023-12-06,LEGACY,SIRET:21440043400012,66133000,2023-03-22,259,8.508541392904073,OK
NF042422,23-168624,2023-12-06,LEGACY,NAME:cc ocean marais de monts,71241000,2023-09-03,94,3.088042049934297,OK
NF041937,23-169106,2023-12-07,LEGACY,SIRET:24490001500011,43325100,2023-07-30,130,4.270696452036794,OK
NF041562,23-168037,2023-12-03,LEGACY,NAME:commune de saint-herblain,85312110,2023-07-22,134,4.402102496714849,OK
NF042949,23-168680,2023-12-06,LEGACY,SIRET:13001855900018,71316000,2023-10-11,56,1.8396846254927726,OK
NF042426,23-168946,2023-12-06,LEGACY,NAME:cte de cnes chateaubriant-derval,45111100,2023-09-06,91,2.9894875164257555,OK
NF039570,23-168816,2023-12-06,LEGACY,NAME:chu de nantes,39830000,2023-03-10,271,8.902759526938238,OK
NF043213,23-169268,2023-12-07,LEGACY,NAME:la roche-sur-yon agglomeration,19640000,2023-10-01,67,2.2010512483574245,OK
NF040309,23-170843,2023-12-09,LEGACY,NAME:inst nal recherches archeologiques pre,60653000,2023-04-06,247,8.114323258869907,OK
NF043074,23-172548,2023-12-12,LEGACY,NAME:centre hospitalier de laval 53,,2023-10-30,43,1.4126149802890933,OK
NF042059,23-171675,2023-12-13,LEGACY,NAME:semitan,60100000,2023-08-24,111,3.6465177398160313,OK
NF042291,23-172735,2023-12-14,LEGACY,SIRET:28490002400019,66510000,2023-09-21,84,2.759526938239159,OK
NF042247,23-173149,2023-12-15,LEGACY,SIRET:20006001000010,70332100,2023-08-30,107,3.515111695137976,OK
NF041782,23-173491,2023-12-15,LEGACY,SIRET:24350074100232,66133000,2023-07-21,147,4.829172141918528,OK
NF039592,23-174911,2023-12-15,LEGACY,SIRET:19720916600010,,2023-03-22,268,8.804204993429698,OK
NF042938,23-174760,2023-12-15,LEGACY,NAME:ville de bouguenais,,2023-10-05,71,2.3324572930354797,OK
NF042256,23-174171,2023-12-16,LEGACY,SIRET:13000853500010,90524400,2023-09-02,105,3.4494086727989486,OK
NF043127,23-174733,2023-12-17,LEGACY,SIRET:24720013200014,71351914,2023-10-04,74,2.431011826544021,OK
NF038616,23-174935,2023-12-17,LEGACY,SIRET:21440210900018,71200000,2022-12-03,379,12.450722733245728,OK
NF043210,23-175809,2023-12-18,LEGACY,SIRET:21440190300155,45112710,2023-10-30,49,1.609724047306176,OK
NF040683,23-175754,2023-12-20,LEGACY,SIRET:05720113900045,71000000,2023-05-04,230,7.555847568988173,OK
NF042026,23-175689,2023-12-20,LEGACY,SIRET:22850001300658,60130000,2023-08-11,131,4.303547963206308,OK
NF042068,23-177073,2023-12-20,LEGACY,SIRET:24440045300035,48000000,2023-08-29,113,3.712220762155059,OK
NF043135,23-176445,2023-12-21,LEGACY,SIRET:22530001100015,45233220,2023-10-08,74,2.431011826544021,OK
NF042128,23-174634,2023-12-22,LEGACY,NAME:ca pornic agglo pays de retz,34928480,2023-08-20,124,4.073587385019711,OK
NF040901,23-178433,2023-12-23,LEGACY,SIRET:21440055800018,71240000,2023-05-17,220,7.227332457293035,OK
NF041941,23-178343,2023-12-23,LEGACY,SIRET:24530038900039,71310000,2023-07-30,146,4.7963206307490145,OK
NF036981,23-178710,2023-12-24,LEGACY,SIRET:22440002800011,71335000,2022-08-07,504,16.557161629434955,OK
NF041985,23-178718,2023-12-24,LEGACY,SIRET:24720013200014,79311000,2023-07-13,164,5.387647831800263,OK
NF041749,23-179822,2023-12-26,LEGACY,SIRET:24720013200014,98341110,2023-07-06,173,5.683311432325887,OK
NF043239,23-179969,2023-12-27,LEGACY,NAME:saumur aggloproprete,,2023-10-11,77,2.5295663600525624,OK
NF043093,23-179882,2023-12-28,LEGACY,SIRET:24850053000113,34144510,2023-10-06,83,2.726675427069645,OK
NF043070,23-179892,2023-12-28,LEGACY,SIRET:22490001900015,55100000,2023-10-29,60,1.9710906701708277,OK
NF042363,23-180351,2023-12-30,LEGACY,NAME:communaute d agglomeration du niortais,66515200,2023-09-22,99,3.252299605781866,OK
NF041347,23-180434,2023-12-30,LEGACY,NAME:vendee eau,45231300,2023-06-22,191,6.274638633377135,OK
NF042098,23-167275,2023-12-02,LEGACY,SIRET:48355432500017,55510000,2023-08-25,99,3.252299605781866,OK
NF041694,23-168036,2023-12-03,LEGACY,SIRET:24440040400129,71313000,2023-07-07,149,4.894875164257556,OK
NF041626,23-168779,2023-12-06,LEGACY,NAME:la roche-sur-yon agglomeration,44613800,2023-07-26,133,4.369250985545335,OK
NF042316,23-170086,2023-12-06,LEGACY,SIRET:13001831000016,79714000,2023-09-28,69,2.266754270696452,OK
NF042955,23-170076,2023-12-06,LEGACY,NAME:territoire energie loire atlantique,45311000,2023-10-13,54,1.773981603153745,OK
NF041868,23-168715,2023-12-08,LEGACY,NAME:cc du pays de craon,90511000,2023-07-06,155,5.091984231274639,OK
NF041619,23-170269,2023-12-09,LEGACY,NAME:dirisi,72000000,2023-07-21,141,4.6320630749014455,OK
NF041699,23-171215,2023-12-10,LEGACY,NAME:commune de saint-herblain,37524000,2023-07-08,155,5.091984231274639,OK
NF042382,23-171494,2023-12-10,LEGACY,SIRET:22720002900014,50880000,2023-09-07,94,3.088042049934297,OK
NF041261,23-171693,2023-12-13,LEGACY,SIRET:19490970100303,79980000,2023-06-01,195,6.40604467805519,OK
NF040162,23-172162,2023-12-13,LEGACY,NAME:gie sesam vitale,64121000,2023-04-19,238,7.818659658344283,OK
NF038358,23-171919,2023-12-13,LEGACY,SIRET:19490970100303,32321300,2022-11-12,396,13.009198423127463,OK
NF041288,23-172154,2023-12-13,LEGACY,NAME:sdis 44,45000000,2023-06-11,185,6.077529566360052,OK
NF042183,23-173897,2023-12-16,LEGACY,NAME:sdis 44,35113440,2023-08-24,114,3.7450722733245727,OK
NF043364,23-174243,2023-12-16,LEGACY,SIRET:06320005900044,45000000,2023-11-09,37,1.2155059132720105,OK
NF042040,23-174900,2023-12-17,LEGACY,NAME:sominval,66515200,2023-08-31,108,3.54796320630749,OK
NF041392,23-174578,2023-12-17,LEGACY,SIRET:52884815300029,71410000,2023-06-11,189,6.2089356110381075,OK
NF039629,23-175747,2023-12-20,LEGACY,SIRET:21440151500017,71200000,2023-03-26,269,8.83705650459921,OK
NF041586,23-175681,2023-12-20,LEGACY,SIRET:22530001100015,33696500,2023-07-06,167,5.486202365308804,OK
NF042048,23-176142,2023-12-21,LEGACY,SIRET:21720039300015,15800000,2023-08-10,133,4.369250985545335,OK
NF043136,23-177234,2023-12-20,LEGACY,NAME:i f c e,03417000,2023-10-09,72,2.3653088042049935,OK
NF042616,23-176472,2023-12-21,LEGACY,NAME:spic - arena loire trelaze,90900000,2023-09-16,96,3.1537450722733245,OK
NF041945,23-178432,2023-12-23,LEGACY,SIRET:21720181300011,45112500,2023-07-01,175,5.7490144546649145,OK
NF041219,23-178847,2023-12-24,LEGACY,SIRET:22720002900014,79810000,2023-06-24,183,6.011826544021025,OK
NF041222,23-179236,2023-12-24,LEGACY,SIRET:20008111500012,77310000,2023-06-25,182,5.978975032851511,OK
NF038468,23-180130,2023-12-29,LEGACY,SIRET:26490670200016,45215100,2022-10-09,446,14.651773981603153,OK
NF042163,23-180698,2023-12-30,LEGACY,NAME:commune de chateau gontier sur mayenne,15800000,2023-08-04,148,4.862023653088042,OK
NF043096,23-180521,2023-12-30,LEGACY,NAME:cc du pays de craon,66515000,2023-10-07,84,2.759526938239159,OK
NF041014,23-169778,2023-12-08,LEGACY,NAME:epsms mayenne,66510000,2023-06-04,187,6.14323258869908,OK
NF042448,23-170468,2023-12-09,LEGACY,NAME:clisson sevre et maine agglo,09134200,2023-09-15,85,2.7923784494086727,OK
NF041441,23-170376,2023-12-09,LEGACY,NAME:clisson sevre et maine agglo,71300000,2023-06-30,162,5.321944809461235,OK
