notice_id,buyer_key,cpv_clean,text_duplicate_group_id,group_size,n_unique_buyers_in_group,n_unique_cpv_in_group,objet_snippet
25-7143,SIRET:77560485300041,45248000,41990,3,1,1,conception et réalisation du remplacement de la porte amont forme joubert
25-7211,NAME:departement de la vendee,71221000,44459,3,2,1,concours de maîtrise d'oeuvre pour la construction de la maison vendée autonomie
25-772,NAME:ville du mans,45442300,51638,2,1,1,centre aquatique des atlantides - réfection de la résine des bassins extérieurs
25-781,SIRET:20006724700011,90500000,48607,4,1,1,exploitation des déchèteries de la ccpcp
25-7880,SIRET:24440040400129,34928300,47385,2,1,1,"achat, fourniture et pose de barrières et légos béton et mise en place d'un disp"
25-801,NAME:vendee eau 85,71600000,51195,2,1,1,suivi de la qualité des eaux superficielles naturelles vendéennes (entrée des re
25-8149,SIRET:20009679000015,71000000,51644,2,1,1,concours de maitrise d'oeuvre pour l'opération de construction d'un ehpad à audi
25-839,SIRET:39172288100052,72212900,51261,2,1,1,recette logicielle du masque
25-8829,NAME:ville de nantes,39713410,51650,2,2,1,accord-cadre - maintenance du parc ancien d?autolaveuses de la direction des spo
25-905,SIRET:17440005100010,15861000,51651,2,1,1,mise à disposition de distributeurs de boissons chaudes et de la maintenance ass
25-9247,NAME:cenovia cites,45214210,51121,4,1,1,travaux de réhabilitation et d'extension du groupe scolaire paul langevin à allo
25-9249,NAME:cenovia cites,45214200,51237,4,1,1,réalisation des travaux de réhabilitation et d'extension du groupe scolaire paul
25-9293,NAME:communaute de communes du sud est du pays manceau,90511200,51652,2,1,1,marche alloti de collecte des dechets menagers et assimiles - ordures menageres 
25-9449,NAME:chu d angers,,50953,2,2,1,travaux de reconstruction du service d'accueil des urgences du centre hospitalie
25-9549,SIRET:77811608700157,79714000,50166,3,1,1,surveillance des internats des cfa de normandie
25-9822,NAME:conseil departemental de la mayenne,30144300,49815,2,1,1,mise en oeuvre de boucles et de stations de comptages routiers sur la période 20
25-9870,NAME:cc oree de berce-belinois,34928480,51654,2,1,1,le présent accord cadre a pour objet la fourniture de bacs roulants pucés et de 
25-8772,SIRET:17440005100010,44000000,50482,2,1,1,acquisition de fournitures techniques de voirie pour le groupement de commande c
25-8776,SIRET:58480162500040,45100000,51656,2,1,1,marche de travaux de signalisation lumineuse de trafic (slt)
25-9044,NAME:semitan,72246000,50021,2,2,1,accord-cadre de mission d'assistance à maîtrise d'ouvrage des projets si finance
25-9154,NAME:ville de saint nazaire,,50673,2,1,0,mission opc pour la construction de la base nautique associative du bois joallan
25-9423,NAME:departement de la vendee,45214220,51658,2,1,1,travaux de restructuration de la 1/2 pension et amélioration des pôles d'enseign
25-9558,SIRET:23350001600040,32321200,51659,2,1,1,équipements pédagogiques nécessaires à l'enseignement supérieur en audiovisuel a
25-9653,SIRET:20005433600017,71240000,51660,2,1,1,missions de maîtrise d'oeuvre pour les travaux de restauration de l'église de mo
25-9828,NAME:conseil departemental de la mayenne,90610000,30712,3,2,1,balayage et aspiration sur le domaine public départemental ou sur le patrimoine 
25-747,SIRET:17440005100010,34993000,50045,2,1,1,acquisition de fournitures techniques d'éclairage public pour le groupement de c
25-7906,NAME:epcc les quinconces l espal,32570000,51663,2,1,1,acquisition des systèmes d'intercommunication professionnels pour la salle de sp
25-8153,NAME:departement de la vendee,50232200,51665,2,1,1,"pose, dépose et entretien de structures gonflables et de divers éléments de sign"
25-8176,SIRET:24440040400129,79341100,51666,2,2,1,realisation des rapports annuels d'activite egalite : conseil editorial et souti
25-8322,NAME:saumur aggloproprete,34928480,50867,2,1,1,fourniture de bioseaux
25-841,SIRET:20006786600018,30192000,49403,2,1,1,groupement de commandes pour l'acquisition de fournitures adminsitratives
25-8436,SIRET:20007167800011,80540000,51668,2,1,1,animation des programmes de protection des captages d'eau (2025-2028)
25-8584,NAME:cap atlantique,44613800,51671,2,1,1,fourniture de conteneurs aériens et semi-enterrés d'apport volontaire pour la co
25-135,SIRET:21850191400566,77340000,50471,2,1,1,prestation d'entretien du patrimoine arboré : élagage et abattage - 2025-2028
25-1683,NAME:ville de la fleche,34134200,51673,2,1,1,acquisition d'un véhicule neuf 19 tonnes
25-1955,SIRET:48211438600048,48000000,48518,2,2,1,mise en place et deploiement d'une solution logicielle de gestion et de visibili
25-2084,SIRET:21850191400566,79714000,51678,2,1,1,surveillance des bâtiments et manifestations
25-2210,NAME:ville de saint nazaire,85321000,49162,2,2,1,gestion d'un lieu d'accueil et de ressource pour les femmes et les enfants co vi
25-2254,SIRET:05720113900045,45000000,51679,4,1,1,marché de conception-réalisation du programme de réhabilitation et de résidentia
25-2453,NAME:semitan,50324200,50104,2,2,1,"accord-cadre - maintenance des systèmes de chauffage, ventilation, climatisation"
25-2484,SIRET:21440169700013,15894210,49204,2,1,1,fourniture et élaboration de repas et goûters pour les services enfance et petit
25-2504,SIRET:20004131700013,72230000,50302,2,1,1,"acquisition, mise en uvre et maintenance d'une solution de pcs et pics numériqu"
25-2968,SIRET:77566822900027,45453000,51184,3,1,1,travaux de modernisation des locaux tertiaires du cstb de nantes
25-3049,NAME:commune de beaufort en anjou,16000000,51680,2,1,2,acquisition de robots de tonte
25-3127,NAME:ville du mans,,50431,2,1,0,"acquisition de fournitures horticoles pour 4 ans, à compter du 1er janvier 2025 "
25-3248,SIRET:24490001500011,44613800,48145,3,1,1,fourniture de conteneurs enterrés et aériens destinés à la collecte sélective pa
25-3276,NAME:ville de saint sebastien sur loire,15800000,35193,6,1,2,fourniture de denrées alimentaires pour la restauration collective de la ville
25-3392,NAME:angers loire metropole 49,24112100,26297,2,2,1,fourniture de co² pour l'usine de production d'eau potable
25-3474,NAME:ville de saint nazaire,48214000,51682,2,1,1,mise en oeuvre de la transformation des pratiques collaboratives à travers la pl
25-3627,NAME:ville de bouguenais,45260000,51683,2,1,1,"marches de travaux relatif au remplacement de la toiture, de l'isolation, des fa"
25-3828,SIRET:18720092800013,45000000,46686,2,1,1,construction batiment pole enseignement superieur et batiment restauration : con
25-4600,NAME:ville de saint nazaire,90911300,49030,3,2,1,accord cadre pour la réalisation de prestations d'entretien des locaux (relance 
25-4614,SIRET:13002974700016,30192000,51687,2,1,1,"le présent accord-cadre a pour objet la fourniture de papiers, la fourniture et "
25-5015,NAME:ville du mans,45212222,49209,7,1,1,rénovation globale du gymnase alain fournier
25-5040,SIRET:23440003400026,79992000,51690,2,1,1,prestation d'accueil sur les evenements de la region des pays de la loire 2025-2
24-145757,SIRET:17440005100010,50421000,49503,2,1,1,"maintenance curative et préventive à l'attachement, fourniture des pièces détach"
25-10174,NAME:centre hospitalier de laval 53,,51691,2,1,0,maintenance du plan de sécurisation du centre hospitalier de laval
25-10228,SIRET:24440040400129,71241000,51216,3,1,1,études préalables à l'aménagement de la route de paris . section porte de carque
25-10248,SIRET:28350355500015,34144210,51693,2,1,1,groupement de commandes pour l'acquisition de véhicules porteurs d'eau pour les 
25-10709,NAME:communaute de communes du perche emeraude,92610000,47964,2,2,1,concession avec délégation de service public pour l'exploitation du centre aquat
25-10966,SIRET:21440162200011,50312000,51695,2,1,1,"fourniture, maintenance et prestations associées pour les matériels réseaux, toi"
25-11152,NAME:ville du mans,75121000,50420,2,1,1,prestation d'animation de séances d'apprentissage du vélo dans les écoles élémen
25-1143,SIRET:53525892500036,90911000,49003,2,2,1,marché maintenance multitechnique et de gestion des énergies des bâtiments jurid
25-1217,NAME:le mans metropole,39314000,48959,2,2,1,fourniture et pose d'équipements professionnels de cuisine et de restauration - 
25-1304,NAME:ville de saint-herblain,,51336,2,1,0,assistance rédactionnelle et retranscription des réunions des instances consulta
25-5372,NAME:semitan mandataire de nantes metropole,45233140,49363,2,2,1,adaptation du terminus françois mitterrand à l'arrivée de la ligne 7 du tramway 
25-5600,SIRET:17440005100010,42717000,51701,2,1,1,création d'une nouvelle zone de traitement du linge sale pour la blanchisserie d
25-5629,SIRET:20008213900011,71322000,49647,2,1,1,maitrise d'oeuvre pour l'amenagement du front de mer sur l'ensemble de la promen
25-5632,NAME:ville de saint sebastien sur loire,45454000,51702,3,1,1,travaux de reconfigurationt du centre equestre
25-57,SIRET:24850058900085,90500000,49965,2,1,1,exploitation haut de quai des déchèteries de la roche-sur-yon agglomération
25-604,NAME:commune de saint jean de monts 85,60181000,51705,2,1,1,location de matériel roulant avec chauffeur pour la réalisation de divers travau
25-6053,NAME:territoire d energie loire-atlantique,72222300,51706,2,1,1,"initialisation, mise à disposition et maintenance d'un système d'information de "
25-6166,SIRET:20004248900019,71700000,50288,2,1,1,contrôle de stabilité des mâts - 4 lots
25-6176,NAME:semitan,51110000,51014,2,1,1,accords-cadres - conducteur connecté : pose de système crosscall sur poste de co
25-6266,SIRET:25850296200040,42996400,51708,2,1,1,"fourniture, livraison, montage et mise en service d’équipements de process de co"
25-7018,SIRET:20003329800015,79212000,51711,2,1,1,accord-cadre à bons de commande pour prestations d’audits énergétiques du patrim
25-7333,SIRET:53820845500021,72212180,51713,2,1,1,solution numérique régionale de soins non programmés
25-1531,NAME:saint-nazaire agglomeration - la carene,38421100,48344,2,2,1,fourniture de compteurs d'eau
25-194,NAME:chu de nantes represente par la soderec mandataire agissant au nom et pour le compte du maitre d ouvrage,45215100,46606,2,2,1,marché de travaux lot transport automatique lourd (tal) pour la construction du 
25-2262,NAME:ville de saint nazaire,72243000,51716,2,1,1,mission de programmation et d'assistance à maîtrise d'ouvrage pour la réhabilita
25-2315,NAME:ville de bouguenais,85312110,39573,4,2,1,reservation de 14 places en creche pour la ville de bouguenais
25-2404,NAME:conseil departemental de la mayenne,45233142,51717,2,1,1,"fourniture, fabrication, transport et mise en oeuvre d'enrobés bitumineux tièdes"
25-241,SIRET:21440190300155,71200000,46230,3,1,1,concours restreint de maîtrise d'oeuvre sur esquisse + pour la restructuration e
25-2412,SIRET:24440040400129,79613000,50742,2,1,1,organisation de déplacements pour les agents et les elus des membres du groupeme
25-2464,SIRET:20005433600017,71240000,49990,2,1,1,missions de maîtrise d'oeuvre pour les travaux de restauration de l'église abbat
25-263,SIRET:13000501000025,45000000,51718,2,1,1,"prestations de travaux d'entretien, de réparation et de réaménagement de batimen"
25-2706,SIRET:13000548113153,85312300,51719,2,1,1,la consultation vise à la conclusion de marchés ayant pour objet la mise en oeuv
25-3098,SIRET:21350051500019,50413200,51101,2,1,1,maintenance des installations de sécurité incendie et moyens de secours
25-3104,NAME:universite d angers,55520000,48864,2,2,1,prestations de service traiteur
25-3445,NAME:etablissement francais du sang centre-pays de la loire,90911200,49302,2,1,1,prestations de nettoyage des locaux des sites de l'efs centre-pays de la loire e
25-3523,NAME:universite d angers,50310000,49966,2,1,1,maintenance multi technique du datacenter de l'universite d'angers
25-3624,NAME:trivalis 85,45261420,51724,2,1,1,travaux de réhabilitation du casier bioréacteur cb10 sur l’installation de stock
25-3632,SIRET:20007023300016,79952100,49902,4,1,2,prestations de services relatives à l'organisation et la gestion du printemps du
25-4063,NAME:cenovia cites,45214210,51121,4,1,1,travaux de réhabilitation et d'extension du groupe scolaire paul langevin à allo
25-4321,SIRET:26720016000013,71310000,49641,2,1,1,prestations evaluation environnementale projet coeur de sarthe pour le c.h. du m
25-4411,SIRET:20006947400019,71631300,13450,4,3,1,vérifications périodiques
25-468,NAME:semitan mandataire de nantes metropole,45112710,51726,2,1,1,mt8 - marché de travaux d'espaces verts pour l'opération de développement de nou
25-4866,NAME:marche public,79311000,51727,2,2,1,étude d'impact social du pacte métropolitain des solidarités
24-145895,SIRET:24440058600065,90500000,49073,2,1,1,"collecte, transfert et transport des déchets ménagers et assimilés de la ccse"
24-146102,NAME:saint-nazaire agglomeration - la carene,39234000,48986,3,2,1,fourniture de composteurs bois
25-10098,SIRET:26530023600014,66510000,51729,3,2,1,marché de service relatif à la prestation d'assurance
25-1022,NAME:cap atlantique,90512000,50054,2,1,1,collecte et traitement des déchets diffus spécifiques (dds) non concernés par l'
25-10259,NAME:conseil departemental loire atlantique,79311000,51730,2,1,1,routes départementales 16 et 164 - déviation de nort-sur-erdre - phase 2 entre l
25-1043,SIRET:21440169700013,71200000,47666,2,1,1,marché de maîtrise d'oeuvre pour la construction d'une salle multisports
25-10459,NAME:centre communal d action sociale de la ville du mans,33771200,51731,2,1,1,approvisionnement en produits d'incontinence de la date de notification au 31 dé
25-1065,NAME:lpo touchard washington,45262700,51144,2,1,1,aménagement de bureaux pour l'arrivée de la direction du greta-cfa au lycee touc
25-1138,SIRET:21850191400467,34130000,50380,2,1,1,location de véhicules frigorifiques pour le centre municipal de restauration
25-11760,NAME:mairie de reze,50118110,49570,2,1,1,concession de service public pour l'exploitation et la gestion de la fourrière a
25-5187,SIRET:05720113900045,71000000,51744,2,1,1,mission de maitrise d'uvre construction de 24 logements locatifs sociaux à chan
25-5192,NAME:departement de la vendee,92312000,51013,5,1,1,conception et réalisation de spectacles diurnes pour la saison estivale des site
25-5607,SIRET:13000853500010,44832000,50940,2,1,1,solvants laberca
25-5610,SIRET:20007116500167,90511000,50339,2,1,1,"mise a disposition de bennes, collecte et traitement/valorisation des dechets"
25-5928,NAME:cc estuaire et sillon,45261000,51746,2,1,1,travaux de reprise-réparation du bandeau extérieur de la piscine du lac à savena
25-6182,NAME:ville de bouguenais,,51747,2,1,0,travaux de dragage et gestion des sediments du plan d'eau ornithologique de la r
25-6256,SIRET:17440005100010,45215212,51342,2,1,1,marché(s) public(s) de travaux relatif(s) à la restructuration et l'extension de
25-6343,SIRET:17440005100010,50413200,29912,4,2,2,"maintenance des systèmes de sécurité incendie, équipements d'alarme et installat"
25-6767,NAME:centre hospitalier du mans - ets support du ght 72,,51401,2,1,1,remplacement d'un ascenseur de charge dans le bâtiment cuisine de l'epsm
25-6797,SIRET:21440154900016,03142300,51751,2,1,1,denrées alimentaires : fournitures de viandes et de charcuteries - volailles fra
25-6798,NAME:le mans metropole,98371120,49033,2,2,1,délégation de service public pour l'exploitation du crématorium de le mans métro
25-6807,NAME:cte de cnes du pays d ancenis,45233140,51752,2,1,1,travaux d'aménagement pour la desserte et la viabilisation de 3 lots - zone d'ac
25-6937,NAME:audencia eesc,79952000,51754,2,1,1,accord-cadre multi-attributaires à marchés subséquents portant sur des prestatio
25-9081,SIRET:24440050300110,79800000,50395,2,1,1,"prestation d'impression, de distribution et de gestion de la régie publicitaire "
25-9187,NAME:grand port maritime de nantes saint nazaire 18 quai ernest renaud nantes 44186,71332000,51759,3,3,1,assistance à maitrise d'ouvrage géotechnique dans le cadre du projet eole
25-9283,NAME:ville de chateaubriant,45454100,50068,4,2,1,création d'un pôle associatif
25-9518,SIRET:21850222700018,30163100,51760,2,1,1,fourniture de carburant à la pompe à l'aide de cartes accréditives et fourniture
25-9636,SIRET:20005359300014,92610000,48221,2,1,1,concession de service public relative à la gestion et l’exploitation de la pisci
25-9976,SIRET:20006763500132,90610000,51763,2,1,1,nettoyage mécanisé et manuel des voiries et espaces communautaires
25-7804,SIRET:23440003400026,39700000,49420,2,1,1,acquisition de nettoyeurs vapeurs compacts pour l'entretien ménager des lycées p
25-8059,NAME:ville de saint nazaire,79952000,49607,2,2,1,organisation de spectacles de rue dans le cadre d'évènements et notamment pour l
25-8146,NAME:cte de cnes du pays d ancenis,,48520,2,1,0,marché de maîtrise d'oeuvre pour la requalification de la rue de l'hermitage et 
25-817,SIRET:17440005100010,90900000,49748,2,1,1,"prestation de nettoyage, de bio nettoyage des locaux des établissements du ght 4"
25-8570,NAME:spl sonadev territoires publics,45112700,51766,2,1,1,aménagement du parc de la trébale saint-nazaire (44600)
25-1331,NAME:semitan mandataire de nantes metropole,45111250,48190,2,2,1,"accord-cadre - etudes et travaux de reconnaissances géologique, géotechnique et "
25-1334,NAME:semitan mandataire de nantes metropole,45316212,48716,2,2,1,raccordement jamet-romanet de la ligne 1 de tramway - marché mt4 eclairage publi
25-2025,NAME:departement de la sarthe,45400000,51304,2,1,1,travaux d'aménagement du second étage à emeraude situé 44 avenue françois mitter
25-1804,SIRET:24490001500011,39162110,30251,2,2,1,acquisition de fournitures scolaires et loisirs creatifs
25-2072,SIRET:13000548113153,85312300,51719,2,1,1,la consultation vise à la conclusion de marchés ayant pour objet la mise en oeuv
25-2130,SIRET:25850044600053,34142000,51173,2,1,1,fourniture d'un camion-grue
25-222,SIRET:18008901303720,38636000,49005,2,1,1,acquisition d'un système de mesure des propriétés physiques des matériaux sous c
25-225,NAME:loire-atlantique developpement - gie,66133000,50586,2,1,1,fournitures de titres restaurant dématérialisés sur carte pour les salariés de l
25-242,SIRET:24850058900085,19640000,50130,2,1,1,fourniture et distribution de sacs pour la collecte des déchets recyclables 2025
25-2643,NAME:shema,45100000,50503,2,1,1,"marché de deux lots de travaux, vrd et désamiantage/déplombage, réalisés en amon"
25-2701,SIRET:20006846800012,44211100,50384,2,1,1,marché de fourniture et installation de modulaires pendant les travaux de réhabi
25-2757,NAME:commune de saint brevin les pins,,45614,2,2,0,"conception, fourniture et tir de feux d'artifice en mer"
25-2859,SIRET:21850047800209,32342410,46902,2,1,1,"fourniture de matériel d'éclairage scénique, de diffusion sonore et de vidéo du "
25-2876,NAME:ville du mans,90911300,49749,2,1,1,"nettoyage des vitreries, des encadrements et des appuis de fenêtres des écoles m"
25-323,SIRET:17440005100010,71620000,48917,2,1,1,prestation d'analyses qualité des eaux pour le ght 44
25-3395,NAME:lycee public leonard de vinci,32321300,50666,2,1,1,acquisition de matériel audiovisuel pour le lycée léonard de vinci de montaigu
25-3449,NAME:commune de saint jean d asse,45200000,51773,2,1,1,construction des locaux techniques avec toiture photovoltaïque sur la commune de
25-3466,NAME:saint-nazaire agglomeration - la carene,45232410,51774,3,1,1,travaux de réhabilitation sans tranchée des réseaux d'assainissement
25-355,NAME:eptb de la sevre nantaise,,51113,2,1,0,réalisation d'une mission d'assistance à maîtrise d'ouvrage pour la réhabilitati
25-3801,NAME:syloa,45111291,51776,2,1,1,le présent marché s'inscrit dans la mise en oeuvre du contrat territorial eau go
25-425,SIRET:28440002500011,72500000,49454,2,1,1,"services hébergés et infogérance, prestations d'intégration de solutions microso"
25-4263,NAME:departement de la vendee,50246000,51377,3,1,1,maintenance des postes d'exploitation portuaires des catamarans et du caboteur -
25-4302,SIRET:24530044700050,90510000,50246,2,2,1,transfert et tri des emballages issus de la collecte sélective en sac
25-4348,NAME:conseil departemental loire atlantique,85310000,49767,3,1,1,o272st - mise en oeuvre des permanences d'évaluation linguistique et d'orientati
25-4458,NAME:saint-nazaire agglomeration - la carene,71400000,50493,2,1,1,marché de maîtrise d'oeuvre pour la renaturation du ruisseau de porcé
25-4481,SIRET:13002974700016,33771100,51778,2,1,1,"fourniture et livraison de culottes menstruelles, serviettes lavables et protect"
25-4843,NAME:etablissement francais du sang centre-pays de la loire,90911200,49855,2,1,1,prestations de nettoyage des locaux du site efs atlantic bio gmp et prestations 
24-146077,SIRET:05720113900029,66515000,51780,2,1,1,"marché d'assurance pour podeliha, axeliha et les trois roches : assurance cyber-"
25-10220,SIRET:19753472000010,42000000,49810,2,1,1,"fourniture, livraison, installation et mise en service d?équipements pour la cel"
25-10302,SIRET:18009202500121,35125300,50590,2,1,1,"projet de sureté, vidéosurveillance sur les 3 campus d'imt atlantique"
25-1040,NAME:le mans metropole,45112500,51783,4,1,1,travaux de création et d'amélioration du boulevard nature et autres cheminements
25-10446,SIRET:13000501000025,45000000,51718,2,1,1,"prestations de travaux d'entretien, de réparation et de réaménagement de batimen"
25-10447,NAME:le mans metropole,71400000,49395,2,2,1,mission de maitrise d'oeuvre pour l'aménagement du quartier des perrières à allo
25-10519,NAME:ville du mans,45215400,51784,2,1,1,reprises techniques de concessions funéraires et de terrains communs dans les ci
25-1058,SIRET:21490246200016,66510000,49489,2,1,1,services d'assurances pour le groupement de commande constitue entre la commune 
25-10615,SIRET:21530147400015,15800000,49919,2,1,1,"fourniture de denrées alimentaires pour le restaurant municipal et la crèche ""bu"
25-10656,NAME:anjou theatre,55520000,51470,2,1,1,fourniture de services de traiteurs dans le cadre du festival d'anjou 2025
25-10927,SIRET:13003051300019,31000000,51787,2,1,2,"acquisition, livraison et mise en service d'équipements scientifique pour les la"
25-5066,SIRET:17440005100010,34115000,48979,2,1,1,"véhicules dédiés à l'information sur les métiers, les formations et l'orientatio"
25-5092,SIRET:20007288200018,90500000,50009,2,1,2,collecte des déchets ménagers et assimilés de la communauté de communes vie et b
25-5560,SIRET:13002058900011,33600000,48891,2,1,1,"accord-cadre de fourniture de matieres premieres pharmaceutiques, articles de co"
25-5622,SIRET:20007116500167,34144910,50095,2,1,1,fourniture de bus et de navettes urbaines electriques
25-6140,SIRET:24440040400129,75200000,51114,2,1,1,résorption des bidonvilles de la prairie de mauves au titre de la mise en oeuvre
25-7009,SIRET:24440040400129,80500000,51798,3,1,1,"sensibilisation, accompagnement et apprentissage à la pratique du vélo en ville"
25-7017,NAME:setram,24111600,51480,2,2,1,achat hydrogène pour autobus
25-896,SIRET:28440001700018,50700000,51802,2,1,1,maintenance et exploitation des équipements techniques du cta/codis
25-9068,SIRET:20010261400019,66510000,50475,4,3,2,souscription des contrats d'assurance
25-9074,NAME:ville de saint sebastien sur loire,64121100,38500,2,2,1,distribution du magazine municipal
25-9090,NAME:service marche publics,45233140,50895,3,3,1,la chapelle-sur-erdre - aménagement de la place savelli et de ses abords.
25-9141,NAME:departement de la vendee,71240000,46857,2,2,1,modernisation du collège et reconstruction des logements du collège pierre mendè
25-9285,SIRET:23440003400026,60112000,51065,3,1,1,execution de services de transports scolaires par vehicules legers sur le territ
25-9687,NAME:nantes metropole,45233120,51804,2,1,1,aménagement d'un axe magistral cyclable - nantes - sautron
25-7776,NAME:audencia eesc,72212900,51805,4,1,1,"marché portant sur l'acquisition, la mise en oeuvre, l'hébergement et la mainten"
25-7838,NAME:ville du mans,85311000,51807,2,1,1,"gestion pour 3 ans du centre d'hébergement d'urgence ""foyer geneviève anthonioz "
25-7968,SIRET:21440109300015,79341100,51666,2,2,1,realisation des rapports annuels d'activite egalite : conseil editorial et souti
25-8056,NAME:saint-nazaire agglomeration - la carene,37400000,48912,2,2,1,fourniture d'articles et de vêtements de sport
25-8133,NAME:departement de la vendee,09134000,50629,2,1,1,fourniture et livraison de carburants en vrac et d'adblue destinés au fonctionne
25-8360,NAME:le mans metropole,45262640,51811,3,1,1,restauration écologique du cours d'eau le chaumard et création d'un cheminement 
25-8477,NAME:saumur aggloproprete,44112100,50832,2,1,1,fourniture d'abris-bacs et pieces detachees
25-21115,SIRET:28850001000013,30121200,51814,3,1,1,location et maintenance des points d'impression du sdis de la vendée
25-21466,SIRET:20008111500012,55523100,36820,2,1,1,"preparation, fourniture et service de repas au restaurant scolaire de saint-geor"
25-21511,SIRET:26490003600015,42418000,49106,2,1,1,"prestations de location de materiels de levage, de manutention et autres equipem"
25-21518,SIRET:21440109300015,50324200,51815,2,1,1,maintenance préventive et corrective des appareils individuels de chauffage et d
25-21542,SIRET:26490003600015,71317210,50394,2,1,1,mission de coordination securite et protection de la sante (csps) operation de r
25-21674,NAME:sdis de la sarthe,35111100,48383,2,2,1,fourniture de matériels d'exploitation de type appareils respiratoires isolants 
25-11462,SIRET:20007116500167,79419000,51819,2,1,1,suivi et animation du pacte territorial france renov'
25-12089,NAME:ville de la baule escoublac,71351810,32384,3,2,1,"production de plans topographiques, de récolement, de bâtiments et de profils en"
25-12199,SIRET:25450200800058,71241000,51820,2,1,1,démarche de réduction de la vulnérabilité des enjeux en zone inondable (6 lots)
25-11910,SIRET:21850059300015,71000000,51821,2,1,1,rénovation thermique et fonctionnelle de l'hôtel de ville sur la commune de la c
25-12801,NAME:centre hospitalier de laval 53,45421000,51822,2,1,1,construction d’un poste central de sécurité pour le compte du centre hospitalier
25-12245,NAME:le mans metropole,71241000,49502,2,2,1,etudes techniques pour le déploiement de générateurs solaires photovoltaïques - 
25-12883,NAME:conseil departemental de la mayenne,44423400,51824,3,1,1,"fourniture de signalisation verticale permanente, temporaire et prestations asso"
25-13420,SIRET:20004131700013,50700000,51825,2,1,1,maintenance de diverses installations techniques des bâtiments
25-13360,SIRET:28850001000013,50100000,48099,2,1,1,"prestations de maintenance, carrosserie et pneumatiques pour les véhicules et mo"
25-13846,SIRET:21440201800011,30199770,51826,2,1,1,fournitures et gestion de titres restaurant pour le personnel communal
25-13766,NAME:centre hospitalier de laval 53,66510000,51827,2,1,1,marché d'assurance construction pour le chha
25-14015,SIRET:24440040400129,79810000,51830,3,1,1,fourniture et gestion de titres restaurant
25-14318,SIRET:17440005100010,65130000,51831,2,1,1,exploitation des services eau potable et assainissement collectif pour la périod
25-13870,NAME:conseil departemental loire atlantique,30230000,49881,2,1,1,acquisition de matériels et serveurs pour les environnements numériques de trava
25-13895,NAME:audencia eesc,72212900,51805,4,1,1,"marché portant sur l'acquisition, la mise en oeuvre, l'hébergement et la mainten"
25-14433,SIRET:28440001700018,50700000,51832,2,1,1,"maintenance et exploitation concernant les installations de chauffage, ventilati"
25-15112,SIRET:21440132500011,90680000,22973,3,2,1,nettoyage des plages
25-15196,SIRET:20006734600011,45232420,51834,2,1,1,travaux d'adaptation de la station d'épuration de pornic (44) - marché 25-103
25-15009,NAME:departement de la vendee,66510000,49433,2,2,1,services d'assurances pour le département de la vendée - lots 1 à 5
25-15451,SIRET:13003148700015,50750000,51835,2,1,1,"marché de prestations de maintenance des ascenseurs, portes automatiques, barriè"
25-16205,SIRET:21440162200011,45000000,51840,2,1,1,travaux d'extension et rénovation du groupe scolaire bernardière à saint-herblai
25-16207,NAME:mauges communaute,42996900,51841,2,1,1,"fourniture, raccordement et mise en service d’une centrifugeuse sur la station d"
25-16974,NAME:departement de la vendee,66172000,30555,4,2,2,fourniture et livraison de chèques d'accompagnement personnalisé
25-17013,SIRET:21850234200015,71000000,51843,2,1,1,"concours restreint de maîtrise d’œuvre sur ""esquisse+"" pour la construction d’un"
25-17048,NAME:departement de la sarthe,71210000,51844,2,1,1,mission de maitrise d'oeuvre relative a la restructuration avec amelioration the
25-17415,NAME:le mans metropole,24962000,49422,2,2,1,acquisition de produits chimiques pour le traitement des eaux - 2025 à 2028
25-18295,NAME:le mans metropole,60112000,51263,2,1,1,delegation de service public pour l'exploitation du reseau des transports public
25-18337,NAME:conseil departemental de la mayenne,50750000,50445,2,1,1,"maintenance des ascenseurs, monte-personne, plateforme élévatrice et monte-charg"
25-19086,SIRET:20006763500132,60130000,51406,3,1,1,services de transports scolaires sur le territoire de clisson sèvre et maine agg
25-19220,SIRET:24440040400129,79311000,51858,3,1,1,accord-cadre pour la réalisation d'études de déplacements et modélisations que l
25-19293,NAME:ville de saint nazaire,39298910,49501,2,2,1,organisation et déploiement des festivités de fin d'année
25-19367,SIRET:05720113900045,90911000,48981,2,1,1,prestations de nettoyage des parties communes du patrimoine de podeliha sur le d
25-19586,SIRET:23440003400026,71250000,51859,2,1,1,accord-cadre d'assistance technique pour des travaux dont les montants sont infe
25-19710,SIRET:21440162200011,50870000,51861,3,1,1,prestations de travaux d'installation et de maintenance des aires de jeux et des
25-20353,NAME:conseil departemental loire atlantique,39221000,48327,2,2,1,"o174rg - fourniture, livraison et installation de matériels de cuisine dans les "
25-22209,SIRET:17440005100010,45233120,51865,2,1,1,rd960 déviation de concourson-sur-layon : doué-en-anjou - travaux de terrassemen
25-22564,NAME:sem laval mayenne amenagements,90900000,51866,2,1,2,accord-cadre à bons de commandes pour la réalisation de prestations de nettoyage
25-22574,NAME:cenovia cites,45316200,50792,2,1,1,realisation d'un parking public d'usage partage en superstructure aux abords du 
25-22702,SIRET:22220001600327,45432100,50721,2,1,1,"reconstruction partielle d'un bâtiment d'enseignement, rénovation et restructura"
25-23486,NAME:ville de la fleche,45210000,51871,2,1,1,restructuration de l'ecole lazare de baif - la fleche
