identity_level,identity_value,n_raw_names,n_normalized_names,active_years,n_notices,activity_level,earliest_name_raw,latest_name_raw,earliest_name_normalized,latest_name_normalized,example_raw_names,example_normalized_names
SIREN,191714054,1,1,1,1,1 (single),LYCEE HOTELIER,LYCEE HOTELIER,lycee hotelier,lycee hotelier,LYCEE HOTELIER,lycee hotelier
SIREN,218501039,1,1,1,1,1 (single),Commune de Grosbreuil,Commune de Grosbreuil,commune de grosbreuil,commune de grosbreuil,Commune de Grosbreuil,commune de grosbreuil
SIREN,266100015,1,1,1,1,1 (single),Ville d'Alençon,Ville d'Alençon,ville d alencon,ville d alencon,Ville d'Alençon,ville d alencon
SIREN,200069747,1,1,1,1,1 (single),COMMUNE DE OMBREE D ANJOU,COMMUNE DE OMBREE D ANJOU,commune de ombree d anjou,commune de ombree d anjou,COMMUNE DE OMBREE D ANJOU,commune de ombree d anjou
SIREN,214400103,1,1,1,1,1 (single),Mairie de Batz-sur-Mer,Mairie de Batz-sur-Mer,mairie de batz-sur-mer,mairie de batz-sur-mer,Mairie de Batz-sur-Mer,mairie de batz-sur-mer
SIREN,214402232,1,1,1,1,1 (single),Mairie de Geneston,Mairie de Geneston,mairie de geneston,mairie de geneston,Mairie de Geneston,mairie de geneston
SIREN,130001696,1,1,1,1,1 (single),DIR-NORD-OUEST,DIR-NORD-OUEST,dir-nord-ouest,dir-nord-ouest,DIR-NORD-OUEST,dir-nord-ouest
SIREN,263500076,1,1,1,1,1 (single),CTRE HOSPITALIER UNIVERS PONTCHAILLOU,CTRE HOSPITALIER UNIVERS PONTCHAILLOU,ctre hospitalier univers pontchaillou,ctre hospitalier univers pontchaillou,CTRE HOSPITALIER UNIVERS PONTCHAILLOU,ctre hospitalier univers pontchaillou
SIREN,218500627,1,1,1,1,1 (single),Commune de Châteauneuf,Commune de Châteauneuf,commune de chateauneuf,commune de chateauneuf,Commune de Châteauneuf,commune de chateauneuf
SIREN,200036010,1,1,1,1,1 (single),SIVOM DE L'ANTONNIERE,SIVOM DE L'ANTONNIERE,sivom de l antonniere,sivom de l antonniere,SIVOM DE L'ANTONNIERE,sivom de l antonniere
SIREN,880652623,1,1,1,1,1 (single),SAEML VENDEE ENERGIE,SAEML VENDEE ENERGIE,saeml vendee energie,saeml vendee energie,SAEML VENDEE ENERGIE,saeml vendee energie
SIREN,214903551,1,1,1,1,1 (single),COMMUNE DE TREMENTINES,COMMUNE DE TREMENTINES,commune de trementines,commune de trementines,COMMUNE DE TREMENTINES,commune de trementines
SIREN,200050441,1,1,1,1,1 (single),SMBAA,SMBAA,smbaa,smbaa,SMBAA,smbaa
SIREN,217201888,1,1,1,1,1 (single),commune de Marollette,commune de Marollette,commune de marollette,commune de marollette,commune de Marollette,commune de marollette
SIREN,211700083,1,1,1,1,1 (single),Mairie de Andilly,Mairie de Andilly,mairie de andilly,mairie de andilly,Mairie de Andilly,mairie de andilly
SIREN,264900317,1,1,1,1,1 (single),RESIDENCES VAL D'OUDON,RESIDENCES VAL D'OUDON,residences val d oudon,residences val d oudon,RESIDENCES VAL D'OUDON,residences val d oudon
SIREN,268500857,1,1,1,1,1 (single),CCAS DE LA ROCHE-SUR-YON,CCAS DE LA ROCHE-SUR-YON,ccas de la roche-sur-yon,ccas de la roche-sur-yon,CCAS DE LA ROCHE-SUR-YON,ccas de la roche-sur-yon
SIREN,215500515,1,1,1,1,1 (single),COMMUNE DE CESSON SEVIGNE,COMMUNE DE CESSON SEVIGNE,commune de cesson sevigne,commune de cesson sevigne,COMMUNE DE CESSON SEVIGNE,commune de cesson sevigne
SIREN,284100062,1,1,1,1,1 (single),SDIS de Loir-et-Cher,SDIS de Loir-et-Cher,sdis de loir-et-cher,sdis de loir-et-cher,SDIS de Loir-et-Cher,sdis de loir-et-cher
SIREN,267200087,1,1,1,1,1 (single),EHPAD LA HOUSSAYE,EHPAD LA HOUSSAYE,ehpad la houssaye,ehpad la houssaye,EHPAD LA HOUSSAYE,ehpad la houssaye
SIREN,315400176,1,1,1,1,1 (single),Auran,Auran,auran,auran,Auran,auran
SIREN,253753107,1,1,1,1,1 (single),SMIPE VAL TOURAINE ANJOU,SMIPE VAL TOURAINE ANJOU,smipe val touraine anjou,smipe val touraine anjou,SMIPE VAL TOURAINE ANJOU,smipe val touraine anjou
SIREN,217201490,1,1,1,1,1 (single),Commune de Joue en Charnie,Commune de Joue en Charnie,commune de joue en charnie,commune de joue en charnie,Commune de Joue en Charnie,commune de joue en charnie
SIREN,200096832,1,1,1,1,1 (single),L'AIGUILLON-LA-PRESQU'ÎLE,L'AIGUILLON-LA-PRESQU'ÎLE,l aiguillon-la-presqu ile,l aiguillon-la-presqu ile,L'AIGUILLON-LA-PRESQU'ÎLE,l aiguillon-la-presqu ile
SIREN,130003122,1,1,1,1,1 (single),HC REPUBLIQUE NOUVELLE CALEDONIE,HC REPUBLIQUE NOUVELLE CALEDONIE,hc republique nouvelle caledonie,hc republique nouvelle caledonie,HC REPUBLIQUE NOUVELLE CALEDONIE,hc republique nouvelle caledonie
SIREN,172800013,1,1,1,1,1 (single),PREFECTURE D'EURE-ET-LOIR,PREFECTURE D'EURE-ET-LOIR,prefecture d eure-et-loir,prefecture d eure-et-loir,PREFECTURE D'EURE-ET-LOIR,prefecture d eure-et-loir
SIREN,218501013,1,1,1,1,1 (single),Commune du Givre,Commune du Givre,commune du givre,commune du givre,Commune du Givre,commune du givre
SIREN,212201180,1,1,1,1,1 (single),Commune de Lanvallay,Commune de Lanvallay,commune de lanvallay,commune de lanvallay,Commune de Lanvallay,commune de lanvallay
SIREN,215600552,1,1,1,1,1 (single),COMMUNE ETEL,COMMUNE ETEL,commune etel,commune etel,COMMUNE ETEL,commune etel
SIREN,215601774,1,1,1,1,1 (single),Ville de Pluvigner,Ville de Pluvigner,ville de pluvigner,ville de pluvigner,Ville de Pluvigner,ville de pluvigner
SIREN,130010937,1,1,1,1,1 (single),DDTM35,DDTM35,ddtm35,ddtm35,DDTM35,ddtm35
SIREN,901690974,1,1,1,1,1 (single),SAEML VENDEE ENERGIE,SAEML VENDEE ENERGIE,saeml vendee energie,saeml vendee energie,SAEML VENDEE ENERGIE,saeml vendee energie
SIREN,257702977,1,1,1,1,1 (single),base de loisirs de jablines-annet,base de loisirs de jablines-annet,base de loisirs de jablines-annet,base de loisirs de jablines-annet,base de loisirs de jablines-annet,base de loisirs de jablines-annet
SIREN,212803985,1,1,1,1,1 (single),COMMUNE D'UNVERRE,COMMUNE D'UNVERRE,commune d unverre,commune d unverre,COMMUNE D'UNVERRE,commune d unverre
SIREN,178604302,1,1,1,1,1 (single),ACADEMIE DE POITIERS RECTORAT,ACADEMIE DE POITIERS RECTORAT,academie de poitiers rectorat,academie de poitiers rectorat,ACADEMIE DE POITIERS RECTORAT,academie de poitiers rectorat
SIREN,130015506,1,1,1,1,1 (single),Université de Lorraine,Université de Lorraine,universite de lorraine,universite de lorraine,Université de Lorraine,universite de lorraine
SIREN,345245260,1,1,1,1,1 (single),Toulon Var Technologies (TVT),Toulon Var Technologies (TVT),toulon var technologies tvt,toulon var technologies tvt,Toulon Var Technologies (TVT),toulon var technologies tvt
SIREN,212105845,1,1,1,1,1 (single),COMMUNE DE SAULIEU,COMMUNE DE SAULIEU,commune de saulieu,commune de saulieu,COMMUNE DE SAULIEU,commune de saulieu
SIREN,110000288,1,1,1,1,1 (single),Cour des comptes,Cour des comptes,cour des comptes,cour des comptes,Cour des comptes,cour des comptes
SIREN,257201913,1,1,1,1,1 (single),Communauté de communes Pays sabolien,Communauté de communes Pays sabolien,communaute de communes pays sabolien,communaute de communes pays sabolien,Communauté de communes Pays sabolien,communaute de communes pays sabolien
SIREN,214900482,1,1,1,1,1 (single),COMMUNE DE BRIOLLAY,COMMUNE DE BRIOLLAY,commune de briollay,commune de briollay,COMMUNE DE BRIOLLAY,commune de briollay
SIREN,212801369,1,1,1,1,1 (single),Commune d'Ecluzelles,Commune d'Ecluzelles,commune d ecluzelles,commune d ecluzelles,Commune d'Ecluzelles,commune d ecluzelles
SIREN,213501455,1,1,1,1,1 (single),COMMUNE DE LANGON,COMMUNE DE LANGON,commune de langon,commune de langon,COMMUNE DE LANGON,commune de langon
SIREN,531305530,1,1,1,1,1 (single),DDFIP 17,DDFIP 17,ddfip 17,ddfip 17,DDFIP 17,ddfip 17
SIREN,200086262,1,1,1,1,1 (single),SI Energies Vienne,SI Energies Vienne,si energies vienne,si energies vienne,SI Energies Vienne,si energies vienne
SIREN,820964260,1,1,1,1,1 (single),Aéroport de Paris Vatry,Aéroport de Paris Vatry,aeroport de paris vatry,aeroport de paris vatry,Aéroport de Paris Vatry,aeroport de paris vatry
SIREN,214900417,1,1,1,1,1 (single),Commune de Brain sur Allonnes,Commune de Brain sur Allonnes,commune de brain sur allonnes,commune de brain sur allonnes,Commune de Brain sur Allonnes,commune de brain sur allonnes
SIREN,200030534,1,1,1,1,1 (single),SIAEP de la Région de Vive Parence,SIAEP de la Région de Vive Parence,siaep de la region de vive parence,siaep de la region de vive parence,SIAEP de la Région de Vive Parence,siaep de la region de vive parence
SIREN,200013183,1,1,1,1,1 (single),QUALYSE,QUALYSE,qualyse,qualyse,QUALYSE,qualyse
SIREN,510315898,1,1,1,1,1 (single),DDFIP du FINISTERE,DDFIP du FINISTERE,ddfip du finistere,ddfip du finistere,DDFIP du FINISTERE,ddfip du finistere
SIREN,130008003,1,1,1,1,1 (single),ARS Pays de La Loire,ARS Pays de La Loire,ars pays de la loire,ars pays de la loire,ARS Pays de La Loire,ars pays de la loire
SIREN,215602509,1,1,1,1,1 (single),commune de Théhillac,commune de Théhillac,commune de thehillac,commune de thehillac,commune de Théhillac,commune de thehillac
SIREN,214401648,1,1,1,1,1 (single),COMMUNE DE SAINT HILAIRE DE CHALEONS,COMMUNE DE SAINT HILAIRE DE CHALEONS,commune de saint hilaire de chaleons,commune de saint hilaire de chaleons,COMMUNE DE SAINT HILAIRE DE CHALEONS,commune de saint hilaire de chaleons
SIREN,200044832,1,1,1,1,1 (single),SYNDICAT D'ASSAINISSEMENT DU LOROUER,SYNDICAT D'ASSAINISSEMENT DU LOROUER,syndicat d assainissement du lorouer,syndicat d assainissement du lorouer,SYNDICAT D'ASSAINISSEMENT DU LOROUER,syndicat d assainissement du lorouer
SIREN,200047629,1,1,1,1,1 (single),commune de villeneuve en perseigne,commune de villeneuve en perseigne,commune de villeneuve en perseigne,commune de villeneuve en perseigne,commune de villeneuve en perseigne,commune de villeneuve en perseigne
SIREN,529791816,1,1,1,1,1 (single),Fondation Nantes Universite,Fondation Nantes Universite,fondation nantes universite,fondation nantes universite,Fondation Nantes Universite,fondation nantes universite
SIREN,217203249,1,1,1,1,1 (single),MAIRIE,MAIRIE,mairie,mairie,MAIRIE,mairie
SIREN,211701537,1,1,1,1,1 (single),Commune d'Esnandes,Commune d'Esnandes,commune d esnandes,commune d esnandes,Commune d'Esnandes,commune d esnandes
SIREN,218501187,1,1,1,1,1 (single),Commune de Landeronde,Commune de Landeronde,commune de landeronde,commune de landeronde,Commune de Landeronde,commune de landeronde
SIREN,263400160,1,1,1,1,1 (single),CHU DE MONTPELLIER,CHU DE MONTPELLIER,chu de montpellier,chu de montpellier,CHU DE MONTPELLIER,chu de montpellier
SIREN,211703756,1,1,1,1,1 (single),Commune de Saint-Nazaire-sur-Charente,Commune de Saint-Nazaire-sur-Charente,commune de saint-nazaire-sur-charente,commune de saint-nazaire-sur-charente,Commune de Saint-Nazaire-sur-Charente,commune de saint-nazaire-sur-charente
SIREN,184409209,1,1,1,1,1 (single),GIP LOIRE ESTUAIRE,GIP LOIRE ESTUAIRE,gip loire estuaire,gip loire estuaire,GIP LOIRE ESTUAIRE,gip loire estuaire
SIREN,267200236,1,1,1,1,1 (single),EHPAD LES FRENES-LES CHATAIGNIERS,EHPAD LES FRENES-LES CHATAIGNIERS,ehpad les frenes-les chataigniers,ehpad les frenes-les chataigniers,EHPAD LES FRENES-LES CHATAIGNIERS,ehpad les frenes-les chataigniers
SIREN,264402587,1,1,1,1,1 (single),Mairie de Sucé sur Erdre,Mairie de Sucé sur Erdre,mairie de suce sur erdre,mairie de suce sur erdre,Mairie de Sucé sur Erdre,mairie de suce sur erdre
SIREN,193301595,1,1,1,1,1 (single),CREPS DE BORDEAUX,CREPS DE BORDEAUX,creps de bordeaux,creps de bordeaux,CREPS DE BORDEAUX,creps de bordeaux
SIREN,200087542,1,1,1,1,1 (single),EHPAD MAINE COEUR DE SARTHE,EHPAD MAINE COEUR DE SARTHE,ehpad maine coeur de sarthe,ehpad maine coeur de sarthe,EHPAD MAINE COEUR DE SARTHE,ehpad maine coeur de sarthe
SIREN,808200224,1,1,1,1,1 (single),AgenceDeclic,AgenceDeclic,agencedeclic,agencedeclic,AgenceDeclic,agencedeclic
SIREN,194912622,1,1,1,1,1 (single),Collège CALYPSO,Collège CALYPSO,college calypso,college calypso,Collège CALYPSO,college calypso
SIREN,217202159,1,1,1,1,1 (single),COMMUNE DE NEUFCHATEL-EN-SAOSNOIS,COMMUNE DE NEUFCHATEL-EN-SAOSNOIS,commune de neufchatel-en-saosnois,commune de neufchatel-en-saosnois,COMMUNE DE NEUFCHATEL-EN-SAOSNOIS,commune de neufchatel-en-saosnois
SIREN,798203579,1,1,1,1,1 (single),SPL EAU DU BASSIN RENNAIS,SPL EAU DU BASSIN RENNAIS,spl eau du bassin rennais,spl eau du bassin rennais,SPL EAU DU BASSIN RENNAIS,spl eau du bassin rennais
SIREN,217200369,1,1,1,1,1 (single),MAIRIE DE BETHON,MAIRIE DE BETHON,mairie de bethon,mairie de bethon,MAIRIE DE BETHON,mairie de bethon
SIREN,217803113,1,1,1,1,1 (single),Ville de Houilles,Ville de Houilles,ville de houilles,ville de houilles,Ville de Houilles,ville de houilles
SIREN,218502102,1,1,1,1,1 (single),Commune de Saint Etienne du Bois,Commune de Saint Etienne du Bois,commune de saint etienne du bois,commune de saint etienne du bois,Commune de Saint Etienne du Bois,commune de saint etienne du bois
SIREN,217200468,1,1,1,1,1 (single),Commune du Breil-sur-Merize,Commune du Breil-sur-Merize,commune du breil-sur-merize,commune du breil-sur-merize,Commune du Breil-sur-Merize,commune du breil-sur-merize
SIREN,217202688,1,1,1,1,1 (single),MAIRIE DE SAINT BIEZ EN BELIN,MAIRIE DE SAINT BIEZ EN BELIN,mairie de saint biez en belin,mairie de saint biez en belin,MAIRIE DE SAINT BIEZ EN BELIN,mairie de saint biez en belin
SIREN,218500387,1,1,1,1,1 (single),MAIRIE DES BROUZILS,MAIRIE DES BROUZILS,mairie des brouzils,mairie des brouzils,MAIRIE DES BROUZILS,mairie des brouzils
SIREN,218502219,1,1,1,1,1 (single),Commune de Saint Gervais,Commune de Saint Gervais,commune de saint gervais,commune de saint gervais,Commune de Saint Gervais,commune de saint gervais
SIREN,265300731,1,1,1,1,1 (single),COMMUNE D ERNEE,COMMUNE D ERNEE,commune d ernee,commune d ernee,COMMUNE D ERNEE,commune d ernee
SIREN,215301524,1,1,1,1,1 (single),COMMUNE DE MESLAY DU MAINE,COMMUNE DE MESLAY DU MAINE,commune de meslay du maine,commune de meslay du maine,COMMUNE DE MESLAY DU MAINE,commune de meslay du maine
SIREN,216803759,1,1,1,1,1 (single),Mairie de Wittelsheim,Mairie de Wittelsheim,mairie de wittelsheim,mairie de wittelsheim,Mairie de Wittelsheim,mairie de wittelsheim
SIREN,200089068,1,1,1,1,1 (single),SMAEP REGION MAYET,SMAEP REGION MAYET,smaep region mayet,smaep region mayet,SMAEP REGION MAYET,smaep region mayet
SIREN,266106046,1,1,1,1,1 (single),CHIC Alençon-Mamers,CHIC Alençon-Mamers,chic alencon-mamers,chic alencon-mamers,CHIC Alençon-Mamers,chic alencon-mamers
SIREN,258503226,1,1,1,1,1 (single),Syndicat Mixte Auzance Vertonne,Syndicat Mixte Auzance Vertonne,syndicat mixte auzance vertonne,syndicat mixte auzance vertonne,Syndicat Mixte Auzance Vertonne,syndicat mixte auzance vertonne
SIREN,200034528,1,1,1,1,1 (single),CHU DE MARTINIQUE,CHU DE MARTINIQUE,chu de martinique,chu de martinique,CHU DE MARTINIQUE,chu de martinique
SIREN,200040921,1,1,1,1,1 (single),EPAC LES DEUX SEQUOIAS,EPAC LES DEUX SEQUOIAS,epac les deux sequoias,epac les deux sequoias,EPAC LES DEUX SEQUOIAS,epac les deux sequoias
SIREN,130004575,1,1,1,1,1 (single),MEDAD_DGAC_SNIA,MEDAD_DGAC_SNIA,medad_dgac_snia,medad_dgac_snia,MEDAD_DGAC_SNIA,medad_dgac_snia
SIREN,325192870,1,1,1,1,1 (single),LE LIEU UNIQUE,LE LIEU UNIQUE,le lieu unique,le lieu unique,LE LIEU UNIQUE,le lieu unique
SIREN,218500833,1,1,1,1,1 (single),COMMUNE DE L EPINE,COMMUNE DE L EPINE,commune de l epine,commune de l epine,COMMUNE DE L EPINE,commune de l epine
SIREN,194000014,1,1,1,1,1 (single),LYCEE POLYVALENT,LYCEE POLYVALENT,lycee polyvalent,lycee polyvalent,LYCEE POLYVALENT,lycee polyvalent
SIREN,217920073,1,1,1,1,1 (single),Commune de Saint Amand Sur Sevre,Commune de Saint Amand Sur Sevre,commune de saint amand sur sevre,commune de saint amand sur sevre,Commune de Saint Amand Sur Sevre,commune de saint amand sur sevre
SIREN,790969133,1,1,1,1,1 (single),SAEML VENDEE ENERGIE,SAEML VENDEE ENERGIE,saeml vendee energie,saeml vendee energie,SAEML VENDEE ENERGIE,saeml vendee energie
SIREN,194400297,1,1,1,1,1 (single),GRETA-CFA LOIRE-ATLANTIQUE,GRETA-CFA LOIRE-ATLANTIQUE,greta-cfa loire-atlantique,greta-cfa loire-atlantique,GRETA-CFA LOIRE-ATLANTIQUE,greta-cfa loire-atlantique
SIREN,214202483,1,1,1,1,1 (single),Commune de Saint-Just-en-Chevalet,Commune de Saint-Just-en-Chevalet,commune de saint-just-en-chevalet,commune de saint-just-en-chevalet,Commune de Saint-Just-en-Chevalet,commune de saint-just-en-chevalet
SIREN,217201938,1,1,1,1,1 (single),Mairie de Melleray,Mairie de Melleray,mairie de melleray,mairie de melleray,Mairie de Melleray,mairie de melleray
SIREN,218500049,1,1,1,1,1 (single),Commune d'ANGLES,Commune d'ANGLES,commune d angles,commune d angles,Commune d'ANGLES,commune d angles
SIREN,200078962,1,1,1,1,1 (single),SYND BASSINS COTIERS REG DOL BRETAGNE,SYND BASSINS COTIERS REG DOL BRETAGNE,synd bassins cotiers reg dol bretagne,synd bassins cotiers reg dol bretagne,SYND BASSINS COTIERS REG DOL BRETAGNE,synd bassins cotiers reg dol bretagne
SIREN,200083640,1,1,1,1,1 (single),Mairie d'Avranches,Mairie d'Avranches,mairie d avranches,mairie d avranches,Mairie d'Avranches,mairie d avranches
SIREN,267500452,1,1,1,1,1 (single),AGEPS APHP,AGEPS APHP,ageps aphp,ageps aphp,AGEPS APHP,ageps aphp
SIREN,201401507,1,1,1,1,1 (single),Commune Saint-Aignan de Grand Lieu,Commune Saint-Aignan de Grand Lieu,commune saint-aignan de grand lieu,commune saint-aignan de grand lieu,Commune Saint-Aignan de Grand Lieu,commune saint-aignan de grand lieu
SIREN,219300662,1,1,1,1,1 (single),Ville de Saint-Denis,Ville de Saint-Denis,ville de saint-denis,ville de saint-denis,Ville de Saint-Denis,ville de saint-denis
SIREN,265001651,1,1,1,1,1 (single),Centre Hospitalier Avranches Granville,Centre Hospitalier Avranches Granville,centre hospitalier avranches granville,centre hospitalier avranches granville,Centre Hospitalier Avranches Granville,centre hospitalier avranches granville
SIREN,058811670,1,1,1,1,1 (single),ERILIA,ERILIA,erilia,erilia,ERILIA,erilia
SIREN,264902347,1,1,1,1,1 (single),Commune d'Avrillé,Commune d'Avrillé,commune d avrille,commune d avrille,Commune d'Avrillé,commune d avrille
SIREN,267200079,1,1,1,1,1 (single),EHPAD,EHPAD,ehpad,ehpad,EHPAD,ehpad
SIREN,198500274,1,1,1,1,1 (single),Lycée Rosa Parks,Lycée Rosa Parks,lycee rosa parks,lycee rosa parks,Lycée Rosa Parks,lycee rosa parks
SIREN,200101103,1,1,1,1,1 (single),EHPAD BODIN,EHPAD BODIN,ehpad bodin,ehpad bodin,EHPAD BODIN,ehpad bodin
SIREN,480761097,1,1,1,1,1 (single),CHU de Nantes,CHU de Nantes,chu de nantes,chu de nantes,CHU de Nantes,chu de nantes
SIREN,200096774,1,1,1,1,1 (single),CIAS VENDEE SEVRE AUTISE,CIAS VENDEE SEVRE AUTISE,cias vendee sevre autise,cias vendee sevre autise,CIAS VENDEE SEVRE AUTISE,cias vendee sevre autise
SIREN,217902139,1,1,1,1,1 (single),Ville de Pompaire,Ville de Pompaire,ville de pompaire,ville de pompaire,Ville de Pompaire,ville de pompaire
SIREN,268500345,1,1,1,1,1 (single),EHPAD ERNEST GUERIN,EHPAD ERNEST GUERIN,ehpad ernest guerin,ehpad ernest guerin,EHPAD ERNEST GUERIN,ehpad ernest guerin
SIREN,267201325,1,1,1,1,1 (single),Commune de Brûlon,Commune de Brûlon,commune de brulon,commune de brulon,Commune de Brûlon,commune de brulon
SIREN,130027592,1,1,1,1,1 (single),SGCD85,SGCD85,sgcd85,sgcd85,SGCD85,sgcd85
SIREN,217201755,1,1,1,1,1 (single),COMMUNE DE LUCHE-PRINGE,COMMUNE DE LUCHE-PRINGE,commune de luche-pringe,commune de luche-pringe,COMMUNE DE LUCHE-PRINGE,commune de luche-pringe
SIREN,194400636,1,1,1,1,1 (single),LYCEE PROFESSIONNEL LOUIS-JACQUES GOUS,LYCEE PROFESSIONNEL LOUIS-JACQUES GOUS,lycee professionnel louis-jacques gous,lycee professionnel louis-jacques gous,LYCEE PROFESSIONNEL LOUIS-JACQUES GOUS,lycee professionnel louis-jacques gous
SIREN,217202670,1,1,1,1,1 (single),Mairie de Saint Aubin des Coudrais,Mairie de Saint Aubin des Coudrais,mairie de saint aubin des coudrais,mairie de saint aubin des coudrais,Mairie de Saint Aubin des Coudrais,mairie de saint aubin des coudrais
SIREN,130007438,1,1,1,1,1 (single),DIRPJJ-GO,DIRPJJ-GO,dirpjj-go,dirpjj-go,DIRPJJ-GO,dirpjj-go
SIREN,217702943,1,1,1,1,1 (single),Ville de Mitry-Mory,Ville de Mitry-Mory,ville de mitry-mory,ville de mitry-mory,Ville de Mitry-Mory,ville de mitry-mory
SIREN,172200016,1,1,1,1,1 (single),PREFECTURE DU DEP DES COTES D ARMOR,PREFECTURE DU DEP DES COTES D ARMOR,prefecture du dep des cotes d armor,prefecture du dep des cotes d armor,PREFECTURE DU DEP DES COTES D ARMOR,prefecture du dep des cotes d armor
SIREN,732073887,1,1,1,1,1 (single),NPM au nom et pour le compte de SNCF,NPM au nom et pour le compte de SNCF,npm au nom et pour le compte de sncf,npm au nom et pour le compte de sncf,NPM au nom et pour le compte de SNCF,npm au nom et pour le compte de sncf
SIREN,789899242,1,1,1,1,1 (single),Grand Port Maritime Guyane,Grand Port Maritime Guyane,grand port maritime guyane,grand port maritime guyane,Grand Port Maritime Guyane,grand port maritime guyane
SIREN,214400384,1,1,1,1,1 (single),COMMUNE DE CHAUVE,COMMUNE DE CHAUVE,commune de chauve,commune de chauve,COMMUNE DE CHAUVE,commune de chauve
SIREN,751081639,1,1,1,1,1 (single),Ministère des Affaires étrangères,Ministère des Affaires étrangères,ministere des affaires etrangeres,ministere des affaires etrangeres,Ministère des Affaires étrangères,ministere des affaires etrangeres
SIREN,196918619,1,1,1,1,1 (single),IRA DE LYON,IRA DE LYON,ira de lyon,ira de lyon,IRA DE LYON,ira de lyon
SIREN,212803373,1,1,1,1,1 (single),Commune de Saint-Georges-sur-Eure,Commune de Saint-Georges-sur-Eure,commune de saint-georges-sur-eure,commune de saint-georges-sur-eure,Commune de Saint-Georges-sur-Eure,commune de saint-georges-sur-eure
SIREN,788354264,1,1,1,1,1 (single),AFPI PAYS DE LA LOIRE,AFPI PAYS DE LA LOIRE,afpi pays de la loire,afpi pays de la loire,AFPI PAYS DE LA LOIRE,afpi pays de la loire
SIREN,214902579,1,1,1,1,1 (single),COMMUNE DES RAIRIES,COMMUNE DES RAIRIES,commune des rairies,commune des rairies,COMMUNE DES RAIRIES,commune des rairies
SIREN,214900029,1,1,1,1,1 (single),Commune d'Allonnes,Commune d'Allonnes,commune d allonnes,commune d allonnes,Commune d'Allonnes,commune d allonnes
SIREN,217200534,1,1,1,1,1 (single),Commune de Challes,Commune de Challes,commune de challes,commune de challes,Commune de Challes,commune de challes
SIREN,254401599,1,1,1,1,1 (single),Mairie de Guérande,Mairie de Guérande,mairie de guerande,mairie de guerande,Mairie de Guérande,mairie de guerande
SIREN,214902413,1,1,1,1,1 (single),COMMUNE DU PLESSIS-GRAMMOIRE,COMMUNE DU PLESSIS-GRAMMOIRE,commune du plessis-grammoire,commune du plessis-grammoire,COMMUNE DU PLESSIS-GRAMMOIRE,commune du plessis-grammoire
SIREN,380541219,1,1,1,1,1 (single),COMMUNE DE BAIN DE BRETAGNE,COMMUNE DE BAIN DE BRETAGNE,commune de bain de bretagne,commune de bain de bretagne,COMMUNE DE BAIN DE BRETAGNE,commune de bain de bretagne
SIREN,812720191,1,1,1,1,1 (single),REGION PAYS DE LA LOIRE,REGION PAYS DE LA LOIRE,region pays de la loire,region pays de la loire,REGION PAYS DE LA LOIRE,region pays de la loire
SIREN,309954956,1,1,1,1,1 (single),Comité national des actions sociales,Comité national des actions sociales,comite national des actions sociales,comite national des actions sociales,Comité national des actions sociales,comite national des actions sociales
SIREN,311020911,1,1,1,1,1 (single),Nantes Université,Nantes Université,nantes universite,nantes universite,Nantes Université,nantes universite
SIREN,538700022,1,1,1,1,1 (single),Nantes Université,Nantes Université,nantes universite,nantes universite,Nantes Université,nantes universite
SIREN,451534416,1,1,1,1,1 (single),"ALTER PUBLIC
agissant au nom et pour le compte de la Communauté de Communes Anjou Bleu Communauté","ALTER PUBLIC
agissant au nom et pour le compte de la Communauté de Communes Anjou Bleu Communauté",alter public agissant au nom et pour le compte de la communaute de communes anjou bleu communaute,alter public agissant au nom et pour le compte de la communaute de communes anjou bleu communaute,"ALTER PUBLIC
agissant au nom et pour le compte de la Communauté de Communes Anjou Bleu Communauté",alter public agissant au nom et pour le compte de la communaute de communes anjou bleu communaute
SIREN,532176138,1,1,1,1,1 (single),Région des Pays de la Loire,Région des Pays de la Loire,region des pays de la loire,region des pays de la loire,Région des Pays de la Loire,region des pays de la loire
