notice_family_id,notice_id,publication_date,lifecycle_role,schema_family,first_call_date,delay_days
NF049227,25-1636,2025-01-09,CORRECTION,EFORMS,2024-12-03,37
NF049369,25-3055,2025-01-10,CORRECTION,LEGACY,2024-12-12,29
NF049375,25-4066,2025-01-15,CORRECTION,EFORMS,2024-12-17,29
NF049428,25-4721,2025-01-16,CORRECTION,EFORMS,2024-12-13,34
NF049538,25-10311,2025-01-28,CORRECTION,LEGACY,2025-01-23,5
NF049603,25-11032,2025-01-30,CORRECTION,LEGACY,2025-01-14,16
NF049943,25-11654,2025-01-31,CORRECTION,LEGACY,2025-01-29,2
NF049576,25-7287,2025-01-21,CORRECTION,LEGACY,2025-01-16,5
NF049617,25-2044,2025-01-09,CORRECTION,EFORMS,2025-01-08,1
NF049879,25-8836,2025-01-24,CORRECTION,LEGACY,2025-01-14,10
NF049545,25-9621,2025-01-27,CORRECTION,LEGACY,2025-01-08,19
NF049602,25-6011,2025-01-19,CORRECTION,EFORMS,2024-12-31,19
NF049465,25-6362,2025-01-19,CORRECTION,EFORMS,2024-12-22,28
NF049605,25-7046,2025-01-22,CORRECTION,EFORMS,2025-01-15,7
NF049315,25-1822,2025-01-09,CORRECTION,EFORMS,2024-12-06,34
NF049253,25-3181,2025-01-12,CORRECTION,EFORMS,2024-12-15,28
NF049428,25-3404,2025-01-12,CORRECTION,EFORMS,2024-12-13,30
NF049490,25-6299,2025-01-17,CORRECTION,LEGACY,2024-12-10,38
NF049522,25-7427,2025-01-23,CORRECTION,EFORMS,2024-12-24,30
NF048865,25-7771,2025-01-22,CORRECTION,LEGACY,2024-05-31,236
NF049525,25-8411,2025-01-23,CORRECTION,LEGACY,2024-12-23,31
NF048829,25-272,2025-01-04,CORRECTION,EFORMS,2024-11-10,55
NF049362,25-4202,2025-01-14,CORRECTION,LEGACY,2024-12-11,34
NF049341,25-4414,2025-01-14,CORRECTION,LEGACY,2024-12-19,26
NF049304,25-4496,2025-01-16,CORRECTION,EFORMS,2024-12-21,26
NF049454,25-5339,2025-01-16,CORRECTION,LEGACY,2024-12-10,37
NF049242,25-801,2025-01-06,CORRECTION,LEGACY,2024-12-09,28
NF049399,25-839,2025-01-07,CORRECTION,EFORMS,2024-12-20,18
NF049254,25-9247,2025-01-24,CORRECTION,LEGACY,2024-12-13,42
NF049375,25-9249,2025-01-26,CORRECTION,EFORMS,2024-12-17,40
NF049091,25-9449,2025-01-27,CORRECTION,LEGACY,2024-11-29,59
NF049750,25-9945,2025-01-28,CORRECTION,LEGACY,2025-01-08,20
NF049361,25-3826,2025-01-13,CORRECTION,LEGACY,2024-12-10,34
NF049295,25-4771,2025-01-15,CORRECTION,LEGACY,2024-12-17,29
NF047287,25-5015,2025-01-15,CORRECTION,LEGACY,2024-07-19,180
NF049152,25-6176,2025-01-17,CORRECTION,LEGACY,2024-12-11,37
NF049254,25-4063,2025-01-13,CORRECTION,LEGACY,2024-12-13,31
NF049278,25-1065,2025-01-08,CORRECTION,EFORMS,2024-12-01,38
NF049151,25-5192,2025-01-17,CORRECTION,EFORMS,2024-12-12,36
NF049546,25-6767,2025-01-20,CORRECTION,LEGACY,2025-01-08,12
NF049445,25-2025,2025-01-08,CORRECTION,LEGACY,2024-12-05,34
NF049586,25-2725,2025-01-09,CORRECTION,LEGACY,2025-01-08,1
NF048790,25-3395,2025-01-10,CORRECTION,LEGACY,2024-11-28,43
NF049246,25-355,2025-01-03,CORRECTION,LEGACY,2024-12-11,23
NF048688,25-4263,2025-01-15,CORRECTION,EFORMS,2024-10-24,83
NF049872,25-10446,2025-01-30,CORRECTION,EFORMS,2025-01-04,26
NF049247,25-6140,2025-01-19,CORRECTION,EFORMS,2024-12-13,37
NF049200,25-9285,2025-01-26,CORRECTION,EFORMS,2024-12-21,36
NF050165,25-21115,2025-02-25,CORRECTION,EFORMS,2025-02-20,5
NF049966,25-13895,2025-02-05,CORRECTION,LEGACY,2025-01-22,14
NF049401,25-18295,2025-02-18,CORRECTION,EFORMS,2024-12-21,59
NF049551,25-19086,2025-02-19,CORRECTION,EFORMS,2025-01-12,38
NF050175,25-23486,2025-02-28,CORRECTION,LEGACY,2025-02-26,2
NF049965,25-15431,2025-02-10,CORRECTION,LEGACY,2025-01-27,14
NF049856,25-22800,2025-02-28,CORRECTION,EFORMS,2025-01-18,41
NF050186,25-23362,2025-02-28,CORRECTION,LEGACY,2025-02-24,4
NF049935,25-21529,2025-02-26,CORRECTION,EFORMS,2025-01-16,41
NF049614,25-21727,2025-02-25,CORRECTION,LEGACY,2025-01-28,28
NF050199,25-19204,2025-02-18,CORRECTION,LEGACY,2025-02-05,13
NF049807,25-20241,2025-02-22,CORRECTION,EFORMS,2025-01-08,45
NF049737,25-12693,2025-02-05,CORRECTION,EFORMS,2025-01-22,14
NF049857,25-12804,2025-02-04,CORRECTION,LEGACY,2025-01-16,19
NF049200,25-13896,2025-02-07,CORRECTION,EFORMS,2024-12-21,48
NF049963,25-15310,2025-02-10,CORRECTION,LEGACY,2025-01-24,17
NF049932,25-17367,2025-02-13,CORRECTION,LEGACY,2025-01-13,31
NF049785,25-19067,2025-02-18,CORRECTION,LEGACY,2025-01-20,29
NF050318,25-19921,2025-02-20,CORRECTION,LEGACY,2025-02-07,13
NF050094,25-22299,2025-02-27,CORRECTION,EFORMS,2025-02-09,18
NF049882,25-13829,2025-02-05,CORRECTION,LEGACY,2025-01-15,21
NF049635,25-15771,2025-02-12,CORRECTION,EFORMS,2025-01-26,17
NF049991,25-16017,2025-02-12,CORRECTION,EFORMS,2025-02-08,4
NF049561,25-18874,2025-02-19,CORRECTION,EFORMS,2025-01-16,34
NF050337,25-19602,2025-02-19,CORRECTION,LEGACY,2025-02-18,1
NF049774,25-12264,2025-02-03,CORRECTION,LEGACY,2025-01-15,19
NF049647,25-15035,2025-02-09,CORRECTION,EFORMS,2025-01-12,28
NF049693,25-17337,2025-02-13,CORRECTION,LEGACY,2024-11-05,100
NF049808,25-19283,2025-02-20,CORRECTION,EFORMS,2025-01-26,25
NF049635,25-19811,2025-02-21,CORRECTION,EFORMS,2025-01-26,26
NF050387,25-19967,2025-02-20,CORRECTION,LEGACY,2025-02-19,1
NF049913,25-22354,2025-02-26,CORRECTION,LEGACY,2025-01-24,33
NF050373,25-23198,2025-02-28,CORRECTION,LEGACY,2025-02-13,15
NF049920,25-12520,2025-02-03,CORRECTION,LEGACY,2025-01-23,11
NF049929,25-15180,2025-02-07,CORRECTION,LEGACY,2025-01-10,28
NF049806,25-15410,2025-02-10,CORRECTION,LEGACY,2025-01-24,17
NF049239,25-17079,2025-02-14,CORRECTION,EFORMS,2024-12-08,68
NF050209,25-18238,2025-02-17,CORRECTION,LEGACY,2025-02-10,7
NF050391,25-21295,2025-02-24,CORRECTION,LEGACY,2025-02-21,3
NF049988,25-22664,2025-02-27,CORRECTION,LEGACY,2025-02-05,22
NF049973,25-14911,2025-02-07,CORRECTION,LEGACY,2025-01-23,15
NF049765,25-16172,2025-02-13,CORRECTION,EFORMS,2025-01-15,29
NF049612,25-20036,2025-02-20,CORRECTION,LEGACY,2025-01-28,23
NF049966,25-20417,2025-02-20,CORRECTION,LEGACY,2025-01-22,29
NF048239,25-14463,2025-02-06,CANCELLATION,LEGACY,2024-09-18,141
NF049734,25-16944,2025-02-13,CORRECTION,LEGACY,2025-01-20,24
NF049735,25-17521,2025-02-14,CORRECTION,LEGACY,2025-01-20,25
NF049966,25-18768,2025-02-17,CORRECTION,LEGACY,2025-01-22,26
NF050048,25-20987,2025-02-24,CORRECTION,LEGACY,2025-02-11,13
NF050728,25-27697,2025-03-11,CORRECTION,LEGACY,2025-03-06,5
NF050638,25-33481,2025-03-25,CORRECTION,LEGACY,2025-03-20,5
NF050414,25-34211,2025-03-26,CORRECTION,LEGACY,2025-03-10,16
NF050063,25-26421,2025-03-09,CORRECTION,EFORMS,2025-02-14,23
NF050383,25-34377,2025-03-28,CORRECTION,EFORMS,2025-02-19,37
NF050177,25-29458,2025-03-16,CORRECTION,EFORMS,2025-02-28,16
NF050146,25-24470,2025-03-04,CORRECTION,LEGACY,2025-02-11,21
NF050307,25-26756,2025-03-11,CORRECTION,EFORMS,2025-02-05,34
NF050742,25-28348,2025-03-13,CORRECTION,LEGACY,2025-03-12,1
NF050249,25-28967,2025-03-14,CORRECTION,LEGACY,2025-02-25,17
NF049990,25-24477,2025-03-05,CORRECTION,EFORMS,2025-02-07,26
NF050737,25-34399,2025-03-26,CORRECTION,LEGACY,2025-03-11,15
NF050895,25-34756,2025-03-27,CORRECTION,LEGACY,2025-03-25,2
NF050150,25-26553,2025-03-07,CORRECTION,LEGACY,2025-02-12,23
NF050416,25-28520,2025-03-13,CANCELLATION,LEGACY,2025-03-10,3
NF050816,25-31548,2025-03-20,CORRECTION,LEGACY,2025-03-18,2
NF050285,25-29343,2025-03-16,CORRECTION,EFORMS,2025-02-21,23
NF050025,25-25809,2025-03-06,CORRECTION,LEGACY,2025-02-26,8
NF050683,25-33944,2025-03-26,CORRECTION,LEGACY,2025-03-11,15
NF050860,25-31747,2025-03-20,CORRECTION,LEGACY,2025-03-07,13
NF050620,25-29638,2025-03-17,CORRECTION,LEGACY,2025-03-13,4
NF050114,25-25674,2025-03-06,CORRECTION,LEGACY,2025-02-18,16
NF050112,25-31236,2025-03-21,CORRECTION,EFORMS,2025-02-18,31
NF050077,25-31944,2025-03-22,CORRECTION,EFORMS,2025-02-22,28
NF050361,25-26941,2025-03-11,CORRECTION,EFORMS,2025-02-08,31
NF049984,25-28565,2025-03-13,CORRECTION,LEGACY,2025-02-04,37
NF050276,25-24890,2025-03-04,CORRECTION,LEGACY,2025-02-13,19
NF050567,25-31802,2025-03-20,CORRECTION,LEGACY,2025-03-04,16
NF050743,25-35562,2025-03-28,CORRECTION,LEGACY,2025-03-13,15
NF050622,25-29750,2025-03-18,CORRECTION,EFORMS,2025-03-02,16
NF050671,25-30282,2025-03-19,CORRECTION,EFORMS,2025-03-06,13
NF050160,25-25905,2025-03-08,CORRECTION,EFORMS,2025-02-16,20
NF050162,25-26065,2025-03-07,CORRECTION,LEGACY,2025-02-17,18
NF050042,25-27288,2025-03-11,CORRECTION,LEGACY,2025-02-07,32
NF050313,25-27783,2025-03-13,CORRECTION,EFORMS,2025-02-09,32
NF050472,25-32895,2025-03-24,CORRECTION,LEGACY,2025-03-07,17
NF050002,25-33368,2025-03-25,CORRECTION,LEGACY,2025-02-11,42
NF050726,25-33826,2025-03-27,CORRECTION,EFORMS,2025-03-19,8
NF050084,25-34981,2025-03-29,CORRECTION,EFORMS,2025-02-06,51
NF050741,25-34989,2025-03-29,CORRECTION,EFORMS,2025-03-14,15
NF050592,25-35342,2025-03-28,CORRECTION,LEGACY,2025-03-27,1
NF050594,25-48663,2025-04-29,CORRECTION,LEGACY,2025-03-27,33
NF051280,25-49584,2025-04-30,CORRECTION,LEGACY,2025-04-25,5
NF050868,25-37259,2025-04-04,CORRECTION,EFORMS,2025-03-14,21
NF050790,25-38623,2025-04-06,CORRECTION,EFORMS,2025-03-07,30
NF050969,25-40566,2025-04-09,CORRECTION,LEGACY,2025-04-08,1
NF050657,25-40649,2025-04-10,CORRECTION,LEGACY,2025-03-14,27
NF051335,25-43945,2025-04-17,CORRECTION,LEGACY,2025-04-16,1
NF050650,25-44681,2025-04-20,CORRECTION,EFORMS,2025-03-28,23
NF050460,25-45820,2025-04-23,CORRECTION,LEGACY,2025-03-26,28
NF051187,25-36562,2025-04-01,CANCELLATION,LEGACY,2025-04-01,0
NF050238,25-37115,2025-04-03,CORRECTION,EFORMS,2025-02-28,34
NF050620,25-37650,2025-04-03,CORRECTION,LEGACY,2025-03-13,21
NF051317,25-48409,2025-04-30,CORRECTION,EFORMS,2025-04-06,24
NF051292,25-48921,2025-04-29,CORRECTION,LEGACY,2025-04-17,12
NF051070,25-46722,2025-04-24,CORRECTION,LEGACY,2025-04-15,9
NF051236,25-39892,2025-04-08,CORRECTION,LEGACY,2025-04-02,6
NF050144,25-40444,2025-04-11,CORRECTION,EFORMS,2025-02-12,58
NF050864,25-37492,2025-04-04,CORRECTION,EFORMS,2025-03-12,23
NF050702,25-46622,2025-04-25,CORRECTION,EFORMS,2025-03-29,27
NF050959,25-38891,2025-04-07,CORRECTION,LEGACY,2025-04-03,4
NF050617,25-39162,2025-04-07,CORRECTION,LEGACY,2025-03-12,26
NF050910,25-41497,2025-04-11,CORRECTION,LEGACY,2025-03-30,12
NF051395,25-42407,2025-04-14,CORRECTION,LEGACY,2025-04-14,0
NF050555,25-43364,2025-04-16,CORRECTION,LEGACY,2025-03-13,34
NF051232,25-47972,2025-04-29,CORRECTION,EFORMS,2025-04-02,27
NF050657,25-49072,2025-04-29,CORRECTION,LEGACY,2025-03-14,46
NF050844,25-46933,2025-04-24,CORRECTION,LEGACY,2025-03-14,41
NF051240,25-46946,2025-04-24,CORRECTION,LEGACY,2025-04-03,21
NF051320,25-47154,2025-04-25,CORRECTION,LEGACY,2025-04-09,16
NF051089,25-49630,2025-04-30,CORRECTION,LEGACY,2025-04-16,14
NF050973,25-43341,2025-04-16,CORRECTION,LEGACY,2025-04-09,7
NF051071,25-43976,2025-04-18,CORRECTION,EFORMS,2025-04-02,16
NF051274,25-44211,2025-04-17,CORRECTION,LEGACY,2025-04-11,6
NF050756,25-44809,2025-04-20,CORRECTION,EFORMS,2025-03-20,31
NF050983,25-45657,2025-04-22,CORRECTION,LEGACY,2025-04-04,18
NF050697,25-38457,2025-04-04,CORRECTION,LEGACY,2025-03-26,9
NF050473,25-36941,2025-04-03,CORRECTION,EFORMS,2025-03-11,23
NF050655,25-36980,2025-04-02,CORRECTION,LEGACY,2025-03-31,2
NF050700,25-37982,2025-04-05,CORRECTION,EFORMS,2025-03-28,8
NF049590,25-36487,2025-04-01,CORRECTION,LEGACY,2025-01-08,83
NF050777,25-38178,2025-04-04,CORRECTION,LEGACY,2025-03-27,8
NF051248,25-38363,2025-04-06,CORRECTION,EFORMS,2025-04-04,2
NF051137,25-46744,2025-04-24,CORRECTION,LEGACY,2025-04-09,15
NF050928,25-47245,2025-04-25,CORRECTION,LEGACY,2025-04-18,7
NF051309,25-42760,2025-04-15,CORRECTION,LEGACY,2025-04-03,12
NF050842,25-42941,2025-04-16,CORRECTION,EFORMS,2025-03-16,31
NF050585,25-44075,2025-04-17,CORRECTION,LEGACY,2025-03-24,24
NF050596,25-37861,2025-04-03,CORRECTION,LEGACY,2025-03-28,6
NF050562,25-39983,2025-04-08,CORRECTION,LEGACY,2025-03-03,36
NF050816,25-40863,2025-04-10,CORRECTION,LEGACY,2025-03-18,23
NF051247,25-41759,2025-04-13,CORRECTION,EFORMS,2025-04-04,9
NF051270,25-42805,2025-04-15,CORRECTION,LEGACY,2025-04-10,5
NF050502,25-42944,2025-04-15,CORRECTION,LEGACY,2025-03-27,19
NF050896,25-42994,2025-04-16,CORRECTION,EFORMS,2025-03-27,20
NF050587,25-43001,2025-04-16,CORRECTION,EFORMS,2025-03-27,20
NF050450,25-43527,2025-04-16,CORRECTION,LEGACY,2025-03-21,26
NF051384,25-44865,2025-04-18,CORRECTION,LEGACY,2025-04-04,14
NF050968,25-45068,2025-04-18,CORRECTION,LEGACY,2025-04-08,10
NF051270,25-49104,2025-04-29,CORRECTION,LEGACY,2025-04-10,19
NF051230,25-49173,2025-04-30,CORRECTION,LEGACY,2025-04-10,20
NF050698,25-35914,2025-04-01,CANCELLATION,EFORMS,2025-03-27,5
NF050470,25-36434,2025-04-01,CORRECTION,LEGACY,2025-03-07,25
NF050409,25-37194,2025-04-02,CORRECTION,LEGACY,2025-03-06,27
NF050742,25-39164,2025-04-07,CORRECTION,LEGACY,2025-03-12,26
NF051256,25-40894,2025-04-11,CORRECTION,EFORMS,2025-04-06,5
NF050708,25-41966,2025-04-11,CORRECTION,LEGACY,2025-03-18,24
NF050584,25-43616,2025-04-16,CORRECTION,LEGACY,2025-03-24,23
NF051188,25-45417,2025-04-22,CORRECTION,LEGACY,2025-04-01,21
NF050993,25-49753,2025-04-30,CORRECTION,LEGACY,2025-04-09,21
NF051422,25-51400,2025-05-08,CORRECTION,EFORMS,2025-05-04,4
NF051017,25-51571,2025-05-06,CORRECTION,LEGACY,2025-04-18,18
NF051100,25-56646,2025-05-20,CORRECTION,LEGACY,2025-04-25,25
NF051484,25-56923,2025-05-22,CORRECTION,EFORMS,2025-05-01,21
NF051450,25-56957,2025-05-21,CORRECTION,LEGACY,2025-05-20,1
NF051535,25-61028,2025-05-30,CORRECTION,LEGACY,2025-05-15,15
NF051547,25-58406,2025-05-25,CORRECTION,EFORMS,2025-05-21,4
NF051408,25-60837,2025-05-30,CORRECTION,EFORMS,2025-04-23,37
NF051191,25-50302,2025-05-04,CORRECTION,EFORMS,2025-04-02,32
NF051051,25-50901,2025-05-05,CORRECTION,LEGACY,2025-04-07,28
NF050705,25-51386,2025-05-08,CORRECTION,EFORMS,2025-03-30,39
NF051340,25-51421,2025-05-06,CORRECTION,LEGACY,2025-04-18,18
NF051095,25-51938,2025-05-07,CORRECTION,LEGACY,2025-04-18,19
NF050922,25-52478,2025-05-09,CORRECTION,LEGACY,2025-04-16,23
NF051500,25-53192,2025-05-14,CORRECTION,EFORMS,2025-05-02,12
NF051570,25-54218,2025-05-16,CORRECTION,EFORMS,2025-05-11,5
NF050929,25-52974,2025-05-13,CORRECTION,EFORMS,2025-01-28,105
NF051304,25-54733,2025-05-15,CORRECTION,LEGACY,2025-04-23,22
NF050944,25-49952,2025-05-04,CORRECTION,EFORMS,2025-04-30,4
NF051365,25-50304,2025-05-04,CORRECTION,EFORMS,2025-04-02,32
NF051160,25-50972,2025-05-06,CORRECTION,LEGACY,2025-04-17,19
NF051500,25-51076,2025-05-07,CORRECTION,EFORMS,2025-05-02,5
NF051031,25-56757,2025-05-22,CORRECTION,EFORMS,2025-04-27,25
NF051174,25-57561,2025-05-22,CORRECTION,LEGACY,2025-04-25,27
NF051892,25-59483,2025-05-28,CORRECTION,EFORMS,2025-05-09,19
NF051821,25-60577,2025-05-28,CORRECTION,LEGACY,2025-05-16,12
NF051425,25-56455,2025-05-20,CORRECTION,LEGACY,2025-05-05,15
NF051577,25-56602,2025-05-20,CORRECTION,LEGACY,2025-05-14,6
NF050928,25-57718,2025-05-22,CORRECTION,LEGACY,2025-04-18,34
NF051364,25-50301,2025-05-04,CORRECTION,EFORMS,2025-04-02,32
NF051196,25-50897,2025-05-05,CORRECTION,LEGACY,2025-04-24,11
NF051727,25-51236,2025-05-07,CANCELLATION,EFORMS,2025-05-01,6
NF051715,25-60766,2025-05-28,CORRECTION,LEGACY,2025-05-27,1
NF050592,25-52814,2025-05-12,CORRECTION,LEGACY,2025-03-27,46
NF051682,25-53459,2025-05-13,CORRECTION,LEGACY,2025-05-09,4
NF050827,25-51130,2025-05-06,CORRECTION,LEGACY,2025-03-26,41
NF051229,25-52247,2025-05-09,CORRECTION,EFORMS,2025-04-11,28
NF051408,25-53414,2025-05-14,CORRECTION,EFORMS,2025-04-23,21
NF051302,25-57091,2025-05-22,CORRECTION,EFORMS,2025-04-24,28
NF051203,25-60202,2025-05-30,CORRECTION,EFORMS,2025-04-30,30
NF051707,25-60476,2025-05-28,CORRECTION,LEGACY,2025-05-23,5
NF051340,25-52108,2025-05-07,CORRECTION,LEGACY,2025-04-18,19
NF051019,25-55264,2025-05-16,CORRECTION,LEGACY,2025-04-22,24
NF050942,25-55612,2025-05-16,CORRECTION,LEGACY,2025-04-25,21
NF051267,25-55680,2025-05-19,CORRECTION,LEGACY,2025-04-09,40
NF051282,25-49328,2025-05-02,CORRECTION,EFORMS,2025-04-27,5
NF051298,25-55329,2025-05-18,CORRECTION,EFORMS,2025-04-20,28
NF051051,25-55561,2025-05-16,CORRECTION,LEGACY,2025-04-07,39
NF051638,25-51346,2025-05-06,CORRECTION,LEGACY,2025-05-06,0
NF051617,25-59789,2025-05-28,CORRECTION,EFORMS,2025-05-18,10
NF051190,25-59981,2025-05-29,CORRECTION,EFORMS,2025-04-01,58
NF051408,25-62646,2025-06-05,CORRECTION,EFORMS,2025-04-23,43
NF051788,25-62779,2025-06-06,CORRECTION,EFORMS,2025-05-02,35
NF051561,25-67580,2025-06-16,CORRECTION,LEGACY,2025-05-07,40
NF051716,25-69242,2025-06-19,CORRECTION,LEGACY,2025-05-27,23
NF051944,25-72274,2025-06-26,CORRECTION,LEGACY,2025-06-25,1
NF052277,25-72505,2025-06-28,CORRECTION,EFORMS,2025-06-15,13
NF051974,25-73304,2025-06-30,CORRECTION,LEGACY,2025-06-10,20
NF051419,25-61331,2025-06-02,CORRECTION,LEGACY,2025-04-29,34
NF051971,25-70826,2025-06-24,CORRECTION,LEGACY,2025-06-06,18
NF051428,25-63896,2025-06-08,CORRECTION,EFORMS,2025-05-08,31
NF051836,25-70235,2025-06-23,CORRECTION,LEGACY,2025-05-23,31
NF051561,25-70810,2025-06-24,CORRECTION,LEGACY,2025-05-07,48
NF051442,25-65736,2025-06-12,CORRECTION,EFORMS,2025-05-18,25
NF051758,25-66067,2025-06-12,CORRECTION,LEGACY,2025-05-19,24
NF052367,25-68070,2025-06-17,CORRECTION,LEGACY,2025-06-06,11
NF052180,25-70858,2025-06-24,CORRECTION,LEGACY,2025-06-06,18
NF051918,25-73660,2025-06-30,CORRECTION,LEGACY,2025-06-03,27
NF051487,25-61935,2025-06-03,CORRECTION,LEGACY,2025-05-23,11
NF051928,25-69250,2025-06-19,CORRECTION,LEGACY,2025-06-12,7
NF051629,25-63117,2025-06-05,CORRECTION,LEGACY,2025-05-22,14
NF051833,25-69567,2025-06-20,CORRECTION,LEGACY,2025-05-22,29
NF051901,25-62947,2025-06-06,CORRECTION,EFORMS,2025-05-15,22
NF051616,25-64911,2025-06-10,CORRECTION,LEGACY,2025-05-16,25
NF052358,25-69898,2025-06-20,CORRECTION,LEGACY,2025-06-02,18
NF052105,25-71669,2025-06-26,CORRECTION,EFORMS,2025-06-05,21
NF051546,25-66783,2025-06-13,CORRECTION,LEGACY,2025-05-19,25
NF052160,25-68701,2025-06-18,CORRECTION,LEGACY,2025-06-17,1
NF051190,25-62630,2025-06-05,CORRECTION,EFORMS,2025-04-01,65
NF052122,25-66226,2025-06-13,CORRECTION,LEGACY,2025-06-11,2
NF051267,25-69225,2025-06-19,CORRECTION,LEGACY,2025-04-09,71
NF051500,25-62795,2025-06-06,CORRECTION,EFORMS,2025-05-02,35
NF051792,25-64006,2025-06-06,CORRECTION,LEGACY,2025-05-05,32
NF052006,25-72145,2025-06-26,CORRECTION,LEGACY,2025-06-25,1
NF052346,25-73476,2025-06-30,CORRECTION,LEGACY,2025-06-13,17
NF052151,25-67809,2025-06-18,CORRECTION,EFORMS,2025-06-15,3
NF051855,25-63393,2025-06-07,CORRECTION,EFORMS,2025-05-16,22
NF051776,25-63746,2025-06-06,CORRECTION,LEGACY,2025-05-26,11
NF051865,25-69868,2025-06-20,CORRECTION,LEGACY,2025-05-16,35
NF051629,25-72265,2025-06-26,CORRECTION,LEGACY,2025-05-22,35
NF051765,25-73303,2025-07-01,CORRECTION,EFORMS,2025-05-22,40
NF052321,25-81097,2025-07-16,CORRECTION,LEGACY,2025-06-30,16
NF051995,25-74514,2025-07-02,CORRECTION,LEGACY,2025-06-20,12
NF052099,25-78729,2025-07-10,CORRECTION,LEGACY,2025-06-19,21
NF052100,25-82477,2025-07-18,CORRECTION,LEGACY,2025-06-20,28
NF052163,25-85622,2025-07-27,CORRECTION,EFORMS,2025-06-19,38
NF052125,25-75170,2025-07-03,CORRECTION,LEGACY,2025-06-26,7
NF052427,25-80177,2025-07-16,CORRECTION,EFORMS,2025-07-13,3
NF052777,25-81318,2025-07-18,CORRECTION,EFORMS,2025-07-16,2
NF052847,25-82840,2025-07-21,CORRECTION,LEGACY,2025-07-03,18
NF052199,25-79426,2025-07-13,CORRECTION,EFORMS,2025-06-22,21
NF052374,25-74362,2025-07-01,CORRECTION,LEGACY,2025-06-11,20
NF051931,25-81223,2025-07-18,CORRECTION,EFORMS,2025-06-15,33
NF052355,25-82476,2025-07-20,CORRECTION,EFORMS,2025-06-21,29
NF052034,25-78316,2025-07-11,CORRECTION,EFORMS,2025-06-18,23
NF052417,25-78682,2025-07-10,CORRECTION,LEGACY,2025-07-09,1
NF052879,25-86331,2025-07-28,CORRECTION,LEGACY,2025-07-21,7
NF049589,25-76697,2025-07-07,CANCELLATION,LEGACY,2025-01-08,180
NF052854,25-87900,2025-07-31,CORRECTION,LEGACY,2025-07-04,27
NF052153,25-80993,2025-07-17,CORRECTION,EFORMS,2025-06-15,32
NF052104,25-83010,2025-07-21,CORRECTION,LEGACY,2025-06-03,48
NF052414,25-83461,2025-07-23,CORRECTION,EFORMS,2025-07-10,13
NF052643,25-83680,2025-07-22,CORRECTION,LEGACY,2025-07-06,16
NF051786,25-78487,2025-07-11,CORRECTION,EFORMS,2025-05-30,42
NF052661,25-79552,2025-07-11,CORRECTION,LEGACY,2025-07-08,3
NF052379,25-79812,2025-07-11,CORRECTION,LEGACY,2025-06-20,21
NF052023,25-75213,2025-07-03,CORRECTION,LEGACY,2025-06-19,14
NF052319,25-84197,2025-07-23,CORRECTION,LEGACY,2025-06-30,23
NF052541,25-81530,2025-07-18,CORRECTION,EFORMS,2025-07-17,1
NF052319,25-82447,2025-07-18,CORRECTION,LEGACY,2025-06-30,18
NF052709,25-82696,2025-07-20,CORRECTION,EFORMS,2025-07-18,2
NF052161,25-82988,2025-07-22,CORRECTION,EFORMS,2025-06-19,33
NF052728,25-83462,2025-07-22,CORRECTION,LEGACY,2025-07-11,11
NF052003,25-83953,2025-07-24,CORRECTION,EFORMS,2025-06-26,28
NF051920,25-74922,2025-07-02,CORRECTION,LEGACY,2025-06-03,29
NF052219,25-75997,2025-07-06,CORRECTION,EFORMS,2025-06-22,14
NF052780,25-84390,2025-07-25,CORRECTION,EFORMS,2025-07-18,7
NF052424,25-84832,2025-07-24,CORRECTION,LEGACY,2025-07-10,14
NF050758,25-74676,2025-07-03,CORRECTION,EFORMS,2025-03-21,104
NF052831,25-75924,2025-07-04,CORRECTION,LEGACY,2025-07-01,3
NF052192,25-76584,2025-07-08,CORRECTION,EFORMS,2025-06-29,9
NF052195,25-79358,2025-07-13,CORRECTION,EFORMS,2025-06-29,14
NF052612,25-91547,2025-08-13,CORRECTION,EFORMS,2025-07-02,42
NF052621,25-88516,2025-08-01,CORRECTION,LEGACY,2025-07-28,4
NF052780,25-93111,2025-08-20,CORRECTION,EFORMS,2025-07-18,33
NF052450,25-89568,2025-08-06,CORRECTION,EFORMS,2025-07-27,10
NF052718,25-91193,2025-08-11,CORRECTION,LEGACY,2025-07-08,34
NF052895,25-95645,2025-08-27,CORRECTION,LEGACY,2025-08-22,5
NF052580,25-96773,2025-08-31,CORRECTION,EFORMS,2025-07-27,35
NF052800,25-88241,2025-08-03,CORRECTION,EFORMS,2025-07-31,3
NF053016,25-96738,2025-08-29,CORRECTION,LEGACY,2025-08-25,4
NF052680,25-96766,2025-08-29,CORRECTION,LEGACY,2025-07-25,35
NF052870,25-87872,2025-08-01,CORRECTION,EFORMS,2025-07-13,19
NF052592,25-91184,2025-08-11,CORRECTION,LEGACY,2025-07-23,19
NF052460,25-91793,2025-08-12,CORRECTION,LEGACY,2025-07-23,20
NF052756,25-93083,2025-08-19,CORRECTION,LEGACY,2025-07-23,27
NF052877,25-89128,2025-08-06,CORRECTION,EFORMS,2025-07-22,15
NF052465,25-94205,2025-08-22,CORRECTION,LEGACY,2025-07-07,46
NF052680,25-89683,2025-08-05,CORRECTION,LEGACY,2025-07-25,11
NF052547,25-89966,2025-08-06,CORRECTION,LEGACY,2025-07-18,19
