environment_family,environment,horizon_months,horizon_label,source_universe,stratum_dim,stratum_value,n_sources,zero_candidate_rate,mean_candidate_count,median_candidate_count,p75_candidate_count,p90_candidate_count,p95_candidate_count,p99_candidate_count,max_candidate_count,median_time_to_first_candidate_days,p90_time_to_first_candidate_days,median_candidate_notice_family_count,p90_candidate_notice_family_count,cap_reached_rate,median_top1_top2_similarity_margin,buyer_identifier_source,buyer_key_type,buyer_activity_tier,schema_family,publication_year,cpv_division,duration_availability,digital_segment
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,09,598,0.6605351170568562,30.745819397993312,0.0,6.75,57.600000000000136,223.39999999999918,530.4499999999996,686,22.0,128.60000000000014,,,0.0,,,,,,,09,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,14,69,0.5072463768115942,111.97101449275362,0.0,99.0,473.4000000000001,500.2,818.52,826,7.0,85.99999999999997,,,0.0,,,,,,,14,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,15,739,0.7198917456021651,15.89445196211096,0.0,1.0,26.200000000000045,104.0,342.20000000000005,501,30.0,251.4000000000008,,,0.0,,,,,,,15,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,16,132,0.6742424242424242,43.878787878787875,0.0,26.75,122.3000000000001,243.0499999999999,555.7199999999998,702,10.0,106.00000000000004,,,0.0,,,,,,,16,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,18,313,0.597444089456869,51.539936102236425,0.0,21.0,176.80000000000007,420.5999999999997,536.92,787,9.5,72.0,,,0.0,,,,,,,18,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,19,76,0.6710526315789473,51.23684210526316,0.0,9.25,193.5,353.75,575.0,749,10.0,80.80000000000004,,,0.0,,,,,,,19,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,22,222,0.7612612612612613,38.6981981981982,0.0,0.0,112.50000000000003,319.79999999999995,465.0,522,10.0,65.00000000000014,,,0.0,,,,,,,22,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,24,231,0.6796536796536796,52.311688311688314,0.0,12.5,205.0,359.0,608.7999999999997,789,6.5,40.80000000000001,,,0.0,,,,,,,24,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,30,841,0.703923900118906,36.06420927467301,0.0,6.0,85.0,288.0,540.2,732,11.0,100.20000000000002,,,0.0,,,,,,,30,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,31,412,0.7111650485436893,37.54611650485437,0.0,3.0,72.7000000000001,325.1999999999998,530.9199999999996,772,9.0,92.00000000000001,,,0.0,,,,,,,31,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,32,437,0.7139588100686499,29.794050343249427,0.0,4.0,90.40000000000003,208.3999999999998,487.28,553,12.0,114.60000000000001,,,0.0,,,,,,,32,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,33,947,0.7824709609292503,23.20274551214361,0.0,0.0,74.39999999999998,159.0999999999998,385.3199999999997,513,6.0,55.0,,,0.0,,,,,,,33,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,34,1432,0.6682960893854749,55.358938547486034,0.0,12.0,225.80000000000018,446.9000000000001,714.0700000000002,831,10.0,103.0,,,0.0,,,,,,,34,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,35,187,0.732620320855615,29.481283422459892,0.0,2.0,60.20000000000002,179.59999999999968,537.8799999999994,578,8.5,96.1,,,0.0,,,,,,,35,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,37,197,0.7106598984771574,23.98984771573604,0.0,6.0,68.20000000000002,153.19999999999987,287.5199999999997,511,13.0,101.19999999999999,,,0.0,,,,,,,37,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,38,493,0.6673427991886409,28.302231237322516,0.0,11.0,66.60000000000002,133.79999999999995,496.6399999999999,817,14.0,86.10000000000005,,,0.0,,,,,,,38,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,39,1266,0.6824644549763034,47.48657187993681,0.0,10.0,157.5,341.75,559.3999999999996,828,7.5,101.90000000000003,,,0.0,,,,,,,39,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,41,20,0.9,10.0,0.0,0.0,2.80000000000004,35.2000000000001,144.63999999999982,172,7.0,7.8,,,0.0,,,,,,,41,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,42,512,0.76171875,35.923828125,0.0,0.0,67.50000000000017,228.84999999999985,637.67,830,12.0,77.40000000000003,,,0.0,,,,,,,42,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,43,115,0.6782608695652174,71.90434782608696,0.0,20.0,407.4000000000012,505.6,665.6999999999999,708,7.0,47.599999999999994,,,0.0,,,,,,,43,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,44,1050,0.7142857142857143,45.39523809523809,0.0,6.0,155.4000000000001,341.54999999999995,565.51,802,7.0,81.20000000000005,,,0.0,,,,,,,44,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,45,12527,0.7717729703839706,23.789335036321546,0.0,0.0,44.0,163.6999999999989,490.0,826,11.0,103.20000000000027,,,0.0,,,,,,,45,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,48,514,0.7490272373540856,45.36770428015564,0.0,0.75,132.39999999999998,367.39999999999986,569.74,811,7.0,86.80000000000004,,,0.0,,,,,,,48,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,50,2108,0.6646110056925996,42.70445920303605,0.0,10.0,112.89999999999986,348.9499999999996,584.7199999999993,824,10.0,95.0,,,0.0,,,,,,,50,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,51,75,0.6133333333333333,61.413333333333334,0.0,24.5,282.2000000000001,385.99999999999983,498.8000000000002,521,6.0,36.599999999999994,,,0.0,,,,,,,51,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,55,772,0.7085492227979274,18.025906735751295,0.0,2.0,20.899999999999977,140.59999999999945,357.5799999999999,783,45.0,412.79999999999984,,,0.0,,,,,,,55,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,60,729,0.6941015089163237,47.06310013717421,0.0,5.0,210.6000000000006,362.60000000000025,551.8800000000001,828,8.0,102.0,,,0.0,,,,,,,60,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,63,181,0.6961325966850829,42.889502762430936,0.0,5.0,152.0,312.0,473.5999999999998,496,7.0,72.80000000000001,,,0.0,,,,,,,63,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,64,389,0.6863753213367609,57.64781491002571,0.0,7.0,248.3999999999997,443.5999999999979,587.5200000000001,792,7.5,129.8,,,0.0,,,,,,,64,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,65,169,0.757396449704142,13.29585798816568,0.0,0.0,21.200000000000017,72.99999999999989,235.11999999999938,334,29.0,295.0,,,0.0,,,,,,,65,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,66,1706,0.6676436107854631,17.7063305978898,0.0,3.0,27.0,91.25,391.95000000000095,828,35.0,219.80000000000024,,,0.0,,,,,,,66,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,70,130,0.6230769230769231,53.96923076923077,0.0,13.0,215.10000000000002,411.55,566.0699999999999,580,9.0,95.80000000000004,,,0.0,,,,,,,70,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,71,6260,0.6613418530351438,41.884504792332265,0.0,9.0,134.0,327.0,556.4099999999999,826,9.0,141.20000000000027,,,0.0,,,,,,,71,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,72,1076,0.6951672862453532,51.11617100371747,0.0,6.0,222.5,388.75,548.0,656,7.0,119.30000000000001,,,0.0,,,,,,,72,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,73,47,0.8085106382978723,25.25531914893617,0.0,0.0,57.599999999999916,197.7,322.43999999999994,362,56.0,210.20000000000002,,,0.0,,,,,,,73,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,75,349,0.6561604584527221,42.372492836676216,0.0,12.0,173.99999999999994,300.5999999999998,480.59999999999945,662,9.5,104.60000000000005,,,0.0,,,,,,,75,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,76,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,76,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,77,741,0.6221322537112011,35.51686909581647,0.0,11.0,80.0,261.0,536.0,827,16.0,113.29999999999998,,,0.0,,,,,,,77,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,79,2894,0.6879751209398756,53.431237042156184,0.0,9.0,231.70000000000027,419.3499999999999,574.0,779,7.0,92.60000000000014,,,0.0,,,,,,,79,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,80,581,0.76592082616179,38.51290877796902,0.0,0.0,132.0,339.0,548.6000000000004,610,8.0,100.5,,,0.0,,,,,,,80,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,85,416,0.6899038461538461,35.25480769230769,0.0,6.5,140.0,227.25,465.550000000001,583,6.0,116.2,,,0.0,,,,,,,85,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,90,2769,0.6561935716865295,30.255687973997833,0.0,6.0,52.0,226.39999999999918,555.6000000000008,805,17.0,137.79999999999995,,,0.0,,,,,,,90,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,92,628,0.7133757961783439,37.96656050955414,0.0,5.25,104.6000000000015,271.54999999999984,551.0300000000002,614,9.0,99.1,,,0.0,,,,,,,92,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,98,301,0.6511627906976745,33.415282392026576,0.0,10.0,105.0,227.0,498.0,773,8.0,125.40000000000003,,,0.0,,,,,,,98,,
buyer_compatible_environment,same_siret,60,future_60m,all_appel_offre_sources,cpv_division,nan,12460,0.9860353130016052,0.6043338683788122,0.0,0.0,0.0,0.0,5.0,569,28.5,254.9000000000003,,,0.0,,,,,,,,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,09,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,,,,,,,09,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,,,,,,,16,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,22,3,0.3333333333333333,1.3333333333333333,1.0,2.0,2.6,2.8,2.96,3,246.0,383.6,1.0,2.6,0.0,0.12769270416407236,,,,,,22,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,30,203,0.6551724137931034,1.4334975369458127,0.0,1.0,4.800000000000011,8.899999999999977,14.95999999999998,19,749.0,920.1,0.0,4.0,0.0,0.09928098402980555,,,,,,30,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,31,5,0.4,1.8,1.0,2.0,4.4,5.199999999999999,5.84,6,48.0,359.20000000000005,1.0,3.8000000000000003,0.0,0.1263080702442666,,,,,,31,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,32,370,0.6972972972972973,1.1513513513513514,0.0,1.0,3.0,6.0,17.0,22,1068.5,1273.6,0.0,3.0,0.0,0.08461916738827871,,,,,,32,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,33,10,0.2,4.4,3.5,8.0,9.1,9.549999999999999,9.91,10,77.0,195.89999999999998,3.5,9.0,0.0,0.08627113504141334,,,,,,33,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,34,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,,,,,,,34,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,35,157,0.6496815286624203,1.2229299363057324,0.0,1.0,3.4000000000000057,6.0,12.879999999999995,22,1445.0,1561.4,0.0,3.4000000000000057,0.0,0.109456154368604,,,,,,35,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,38,13,0.6153846153846154,0.9230769230769231,0.0,2.0,2.8000000000000007,3.3999999999999986,3.879999999999999,4,326.0,461.6,0.0,2.8000000000000007,0.0,0.0664853373177899,,,,,,38,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,39,10,0.3,3.4,3.0,5.75,8.0,8.0,8.0,8,569.0,661.2,2.0,7.0,0.0,0.0222139448812177,,,,,,39,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,42,19,0.5789473684210527,2.3157894736842106,0.0,2.0,9.599999999999998,12.099999999999998,12.82,13,285.0,470.2,0.0,7.9999999999999964,0.0,0.0589280733895133,,,,,,42,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,43,1,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,131.0,131.0,2.0,2.0,0.0,0.368025057114102,,,,,,43,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,44,6,0.16666666666666666,4.833333333333333,6.0,6.75,7.0,7.0,7.0,7,32.0,137.6,5.5,7.0,0.0,0.0418996611110831,,,,,,44,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,45,87,0.5862068965517241,1.9195402298850575,0.0,2.0,6.0,8.400000000000006,13.66000000000001,30,316.0,488.5,0.0,4.400000000000006,0.0,0.059674387095814546,,,,,,45,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,48,466,0.6416309012875536,1.9678111587982832,0.0,2.0,7.0,10.75,22.0,24,1418.0,1623.4,0.0,6.0,0.0,0.0704454169109268,,,,,,48,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,50,50,0.64,1.42,0.0,1.0,4.100000000000001,8.099999999999994,11.529999999999994,13,1042.5,1292.5,0.0,4.100000000000001,0.0,0.05468793299322605,,,,,,50,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,51,1,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,256.0,256.0,2.0,2.0,0.0,0.0959568654597361,,,,,,51,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,55,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,,,,,,,55,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,64,9,0.4444444444444444,5.777777777777778,1.0,10.0,18.200000000000003,20.599999999999998,22.52,23,122.0,227.6,1.0,16.0,0.0,0.0636836239261725,,,,,,64,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,65,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,,,,,,,65,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,66,6,0.6666666666666666,1.8333333333333333,0.0,2.25,5.5,6.75,7.750000000000001,8,1008.5,1092.9,0.0,5.5,0.0,0.0621167164000182,,,,,,66,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,71,56,0.6964285714285714,1.4642857142857142,0.0,1.0,6.0,8.0,9.350000000000009,11,987.0,1184.8,0.0,6.0,0.0,0.0585870947280583,,,,,,71,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,72,889,0.6670416197975253,1.768278965129359,0.0,2.0,6.0,10.0,19.120000000000005,24,1421.0,1598.5,0.0,5.0,0.0,0.0837932249403894,,,,,,72,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,75,7,0.2857142857142857,1.1428571428571428,1.0,1.0,2.200000000000001,3.099999999999998,3.8199999999999985,4,93.0,304.20000000000005,1.0,2.200000000000001,0.0,0.230787854517227,,,,,,75,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,77,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,,,,,,,77,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,79,59,0.6610169491525424,2.7796610169491527,0.0,3.0,10.0,18.19999999999999,22.0,22,1444.5,1591.4,0.0,9.200000000000003,0.0,0.04547287946226805,,,,,,79,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,80,19,0.7368421052631579,2.210526315789474,0.0,1.0,6.399999999999995,12.699999999999985,17.740000000000002,19,418.0,553.8,0.0,6.399999999999995,0.0,0.0270493189734787,,,,,,80,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,85,7,0.5714285714285714,2.142857142857143,0.0,1.5,6.0000000000000036,8.999999999999993,11.399999999999995,12,80.0,104.0,0.0,6.0000000000000036,0.0,0.067071835304424,,,,,,85,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,90,4,0.25,1.5,1.0,1.75,3.1000000000000005,3.549999999999999,3.9099999999999993,4,1154.0,1207.6,1.0,3.1000000000000005,0.0,0.1297906283829164,,,,,,90,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,92,13,0.15384615384615385,3.0,2.0,3.0,4.800000000000001,7.79999999999999,11.159999999999993,12,406.0,523.0,2.0,3.8000000000000007,0.0,0.0598069910243102,,,,,,92,,
production_candidate_environment,production_boamp_only,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,nan,682,0.4560117302052786,2.7888563049853374,1.0,3.0,8.0,16.0,23.18999999999994,30,69.0,275.0,1.0,7.0,0.0,0.0929111502848152,,,,,,,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,09,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,,,,,,,09,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,16,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,,,,,,,16,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,22,3,0.3333333333333333,1.3333333333333333,1.0,2.0,2.6,2.8,2.96,3,246.0,383.6,1.0,2.6,0.0,0.12769270416407236,,,,,,22,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,30,203,0.5517241379310345,2.206896551724138,0.0,2.0,8.0,12.899999999999977,17.0,21,734.0,884.0,0.0,7.0,0.0,0.0802844789371826,,,,,,30,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,31,5,0.4,1.8,1.0,2.0,4.4,5.199999999999999,5.84,6,48.0,359.20000000000005,1.0,3.8000000000000003,0.0,0.1263080702442666,,,,,,31,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,32,370,0.6027027027027027,1.8,0.0,2.0,5.0,9.0,17.0,22,1056.0,1253.8,0.0,5.0,0.0,0.0769520701103366,,,,,,32,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,33,10,0.2,5.1,5.5,8.75,9.1,9.549999999999999,9.91,10,60.0,195.89999999999998,5.5,9.0,0.0,0.0798759739520826,,,,,,33,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,34,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,,,,,,,34,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,35,157,0.5859872611464968,1.643312101910828,0.0,2.0,5.0,9.0,15.319999999999993,22,1437.0,1611.6000000000001,0.0,5.0,0.0,0.1075322695844639,,,,,,35,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,38,13,0.46153846153846156,1.4615384615384615,1.0,3.0,3.8000000000000007,4.0,4.0,4,326.0,516.8000000000001,1.0,3.8000000000000007,0.0,0.0656591382403724,,,,,,38,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,39,10,0.3,4.7,5.5,8.0,8.0,8.0,8.0,8,569.0,661.2,4.5,7.0,0.0,0.0222139448812177,,,,,,39,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,42,19,0.5263157894736842,2.3684210526315788,0.0,2.0,9.599999999999998,12.099999999999998,12.82,13,354.0,492.4,0.0,7.9999999999999964,0.0,0.0804682898290842,,,,,,42,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,43,1,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4,122.0,122.0,4.0,4.0,0.0,0.3680250571141019,,,,,,43,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,44,6,0.16666666666666666,4.833333333333333,6.0,6.75,7.0,7.0,7.0,7,32.0,137.6,5.5,7.0,0.0,0.0418996611110831,,,,,,44,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,45,87,0.5287356321839081,2.1494252873563218,0.0,3.0,6.0,8.400000000000006,18.540000000000006,28,324.0,477.0,0.0,5.0,0.0,0.0739857867542292,,,,,,45,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,48,466,0.5536480686695279,2.671673819742489,0.0,3.0,10.0,14.0,22.0,24,1413.0,1602.3,0.0,9.0,0.0,0.074593227300434,,,,,,48,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,50,50,0.5,1.96,0.5,3.0,5.200000000000003,9.099999999999994,14.039999999999992,16,1072.0,1263.8,0.5,4.100000000000001,0.0,0.1051733870371924,,,,,,50,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,51,1,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2,256.0,256.0,2.0,2.0,0.0,0.0959568654597361,,,,,,51,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,55,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,,,,,,,55,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,64,9,0.4444444444444444,5.777777777777778,1.0,10.0,18.200000000000003,20.599999999999998,22.52,23,122.0,227.6,1.0,16.0,0.0,0.0636836239261725,,,,,,64,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,65,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,,,,,,,65,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,66,6,0.6666666666666666,3.0,0.0,2.25,9.0,12.0,14.400000000000002,15,1001.5,1091.5,0.0,9.0,0.0,0.043389307795644455,,,,,,66,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,71,56,0.5535714285714286,2.625,0.0,5.0,8.0,13.25,14.450000000000003,15,996.0,1163.0,0.0,6.0,0.0,0.0621350827645969,,,,,,71,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,72,889,0.5590551181102362,2.577052868391451,0.0,4.0,8.0,13.0,19.0,24,1418.0,1592.0,0.0,7.0,0.0,0.0690752228787557,,,,,,72,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,75,7,0.2857142857142857,1.1428571428571428,1.0,1.0,2.200000000000001,3.099999999999998,3.8199999999999985,4,93.0,304.20000000000005,1.0,2.200000000000001,0.0,0.230787854517227,,,,,,75,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,77,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0.0,0.0,,,,,,,77,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,79,59,0.5423728813559322,3.288135593220339,0.0,4.5,10.400000000000006,18.099999999999994,22.0,22,1435.0,1607.4,0.0,10.400000000000006,0.0,0.0949914006203001,,,,,,79,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,80,19,0.5789473684210527,3.5789473684210527,0.0,4.5,12.399999999999999,14.49999999999999,18.1,19,204.0,437.5,0.0,12.399999999999999,0.0,0.0251578506772198,,,,,,80,,
production_candidate_environment,production_enriched,6,expected_end_plus_minus_6m_cap30,production_digital_appel_offre_sources,cpv_division,85,7,0.42857142857142855,2.4285714285714284,1.0,2.0,6.0000000000000036,8.999999999999993,11.399999999999995,12,65.0,101.0,1.0,6.0000000000000036,0.0,0.06944702251255525,,,,,,85,,
