buyer_key,n_notices
NAME:lycee aristide briand,2
NAME:lycee angers le fresne,2
NAME:louresse-rochemenier,2
SIRET:20005258700017,2
NAME:crous de rennes,2
NAME:cte de cnes du canton de bauge,2
NAME:centre hospitalier le faouet,2
SIRET:20005835200036,2
SIRET:20005743300018,2
SIRET:21850262300018,2
NAME:lycee general david d angers,2
NAME:lycee gal technologique g clemenceau,2
NAME:lycee polyvalent robert garnier,2
NAME:direction interregionale douanes naq,2
NAME:direction interregionale des douanes,2
SIRET:24170043400020,2
SIRET:24350074100265,2
SIRET:24350074100240,2
NAME:mairie argentre du plessis,2
SIRET:20005194400029,2
NAME:cpam orne,2
NAME:residence le val d emilie,2
NAME:residence de la rochefoucauld,2
NAME:reseau e2c france,2
NAME:lycee reaumur,2
NAME:lycee public leonard de vinci,2
NAME:lycee des metiers chevrollier,2
NAME:les hauts-d anjou,2
NAME:les capucins -readapt special sld,2
NAME:les ateliers des capucins,2
NAME:chd vendee etablissement support du ght85,2
NAME:charente maritime developpement agissant au nom et pour le compte de la commune de saint christophe 17220,2
NAME:commune de bourneau,2
NAME:residence val d emilie ehpad,2
NAME:s i a e p de conlie,2
NAME:rpa dreal languedoc-r - midi-pyrenees,2
NAME:commune d entrammes,2
NAME:saint-sauveur-villages,2
NAME:saint germain en cogles,2
NAME:sah sud loire,2
NAME:sageb,2
NAME:saepa de la region de connerre,2
NAME:commune de loix,2
NAME:chambre de commerce et d industrie du maine et loire,2
SIRET:20003533500013,2
SIRET:20003449400019,2
SIRET:20003392600029,2
SIRET:20000697100069,2
SIRET:20003647300011,2
NAME:saumur val de loire tourisme,2
NAME:saumur agglobus,2
NAME:crdc le lieu unique,2
NAME:cte de cnes de la region de chemille,2
NAME:cte de cnes de belle-ile-en-mer,2
NAME:cte cnes les portes briardes,2
NAME:sa le foyer,2
NAME:sara ste d amenagement,2
NAME:s m sarthois d amenagement numerique,2
NAME:commune de bouloire,2
NAME:commune de bouin,2
NAME:commune de bouchemaine,2
NAME:lycee polyvalent sadi carnot-jean bertin,2
SIRET:24440040400236,2
SIRET:24490083300017,2
SIRET:24490070000026,2
SIRET:24490066800033,2
NAME:commune d evron,2
NAME:commune d erbray,2
SIRET:19610006900018,2
SIRET:19492061700017,2
SIRET:20003163100019,2
SIRET:20002702700016,2
SIRET:20002377800331,2
SIRET:20002377800323,2
NAME:commune de beaufort-en-vallee,2
NAME:logim,2
NAME:les quinconces l espal,2
SIRET:24440055200067,2
NAME:angers loire developpement,2
NAME:angers habitat,2
SIRET:24440050300250,2
SIRET:19440069300017,2
NAME:ccas de la bruffiere,2
NAME:cpam loire atlantique,2
NAME:crous de nantes paus de la loire,2
NAME:crna sud-ouest,2
SIRET:20000009900024,2
NAME:commune de mezieres-sous-lavardin,2
NAME:commune de mezieres sous lavardin,2
NAME:direction eau et assainissement angers loire metropole 49,2
NAME:disp grand ouest,2
NAME:disp de toulouse,2
NAME:commune d ardenay sur merize,2
NAME:commune d angles,2
NAME:commune d ancinnes,2
NAME:commune d ambrieres-les-vallees 53,2
NAME:la garnache,2
NAME:la cite le ctre des congres de nantes,2
NAME:sem energies midi atlantique 17,2
NAME:sem du pays de fontainebleau,2
NAME:sec etat aupres ministre economie fin,2
NAME:salubrite publique,2
SIRET:18750009500166,2
SIRET:18640002400011,2
NAME:c c a s - logement foyer ehpad,2
NAME:institut public la persagotiere,2
SIRET:24440069300010,2
NAME:ametarra spl,2
NAME:communaute de communes ile de re,2
SIRET:24440055200034,2
SIRET:24720058700126,2
SIRET:24720049600021,2
NAME:communaute de communes secteur derval,2
SIRET:19310153200011,2
NAME:semdo,2
NAME:cpam d indre et loire,2
SIRET:18450011400261,2
NAME:c i e o s s de la sarthe,2
NAME:commune de mareil en champagne,2
NAME:commune de mortagne sur sevre,2
NAME:centre d action social d ernee,2
SIRET:24490092400055,2
NAME:ime l estuaire,2
NAME:ifce 170 avenue du cadre noir 49400 saumur,2
SIRET:25290114500042,2
SIRET:24850045600013,2
SIRET:24850041500067,2
NAME:centrale photovoltaique des gravieres,2
NAME:l acheteur est le cariforef des pays de la loire groupement d interet public dont le siege est situe au 12 boulevard georges pompidou batiment sevres 44200 nantes,2
NAME:sembreizh societe,2
NAME:secretariat general sg service des ressources humaines srh sous-direction des politiques sociales et des conditions de travail srh3 bureau des ressources internes - srh3c secteur cadre de vie professionnel batiment atrium 5 place des vins de france - 75573 - paris cedex 12,2
NAME:secretariat gal du min de la justice,2
NAME:setram,2
NAME:centre intercommunal d action sociale du choletais,2
NAME:semtcar,2
SIRET:18000608200077,2
SIRET:17950702500015,2
SIRET:17610001400016,2
SIRET:17450111400097,2
SIRET:17440230500018,2
SIRET:18004625200177,2
SIRET:18004312700059,2
NAME:conseil departemental de l orne,2
NAME:cpam indre et loire,2
SIRET:18003501600054,2
NAME:commune de mauves sur loire,2
NAME:sdis 53,2
NAME:chambre de commerce et d industrie de maine et loire,2
SIRET:17440001000016,2
SIRET:17350111500088,2
SIRET:17330120100211,2
SIRET:17860004500011,2
NAME:commune de monce en belin,2
NAME:direst,2
SIRET:24720069400039,2
NAME:hopital memorial france etats unis,2
NAME:hopital local de la loupe,2
SIRET:25440139100027,2
SIRET:25720053500017,2
SIRET:25351468100027,2
NAME:communaute de communes du pays de pouz,2
NAME:commune de nonancourt,2
NAME:commune de noirmoutier-en-l ile,2
SIRET:15100002301258,2
SIRET:25490130900040,2
NAME:caf de l indre,2
NAME:sgcd loire-atlantique,2
NAME:centre hospitalier universitaire de nantes,2
NAME:centre hospitalier specialise,2
NAME:service departemental d incendie et de secours de maine et loire,2
SIRET:13053500800010,2
SIRET:13002617200010,2
SIRET:13002523200013,2
NAME:sesma,2
NAME:service public de l enseignement,2
NAME:service public de l eau - an dour,2
SIRET:15700029000013,2
SIRET:15700010000204,2
NAME:commune de montaigu-vendee 85,2
SIRET:17440051000010,2
NAME:siaep des buissons,2
NAME:shema au nom et pour le compte de la communaute de communes du val d orne,2
SIRET:13002293200094,2
SIRET:13002198300015,2
SIRET:13002103300019,2
SIRET:13002947400016,2
NAME:commune de nesmy,2
NAME:commune de mouilleron le captif 85,2
NAME:commune de petosse 85,2
NAME:commune de penvenan,2
NAME:communaute de communes du loir,2
NAME:communaute de communes moine et sevre,2
NAME:hopital evron,2
NAME:haras national du pin - cd61,2
NAME:communaute de communes du pays des achards 85,2
SIRET:25490250500018,2
NAME:conseil departemental d ille et vilaine,2
SIRET:13002516600013,2
SIRET:13001322000830,2
NAME:si culture sport loisirs maintenon-pie,2
NAME:hopital intercommunal de la presqu ile guerande - le croisic,2
NAME:hopital francois de daillon,2
SIRET:26440045800032,2
SIRET:26440033400084,2
SIRET:25720182200026,2
NAME:habitat 17 oph de la charente maritime,2
NAME:inst nat de la propriete industrielle,2
NAME:inst fr de recherche pour l expl mer,2
SIRET:26350017500017,2
SIRET:25530063400029,2
NAME:chu amiens picardie,2
NAME:chi toulon la seyne sur mer,2
NAME:shema - au nom et pour le compte de la cdc des pays de l aigle,2
SIRET:13000889900010,2
SIRET:13000858400018,2
SIRET:13000600800061,2
SIRET:13001329500014,2
NAME:e c a s gendarmerie nationale,2
SIRET:25720078200015,2
SIRET:26440027600020,2
SIRET:26290006100017,2
SIRET:25850163400012,2
NAME:groupement de commande ville-ccas de cesson-sevigne,2
NAME:groupement de collectivites,2
NAME:grand port maritime nantes st-nazaire - entite adjudicatrice service achats ach,2
NAME:commune de preaux,2
NAME:commune de prahecq,2
NAME:commune de pouzauges,2
NAME:commune de pont-chateau,2
NAME:centre psychotherapique de l orne,2
NAME:centre nationale du cinema,2
NAME:centre medical g coulon,2
NAME:sia montmirail-melleray,2
NAME:sia la gaubretiere,2
NAME:si des bassins pervenche erine,2
SIRET:26530224000022,2
SIRET:26530189500016,2
SIRET:26530085500193,2
NAME:groupement sem-transamo,2
NAME:drac de basse-normandie,2
NAME:draaf pays de la loire,2
NAME:siaep des olonnes et du talmondais,2
NAME:commune rouez en champagne,2
NAME:shema - au nom et pour le compte du cfa3ifa,2
SIRET:26690029900014,2
SIRET:26610579000015,2
SIRET:13000548108070,2
SIRET:13000548100010,2
SIRET:13000348113153,2
SIRET:12002701600563,2
SIRET:12002701600019,2
NAME:gpt interet pub blanchisserie interhos,2
NAME:centre de gestion de la fonction publique territoriale de la sarthe,2
SIRET:26530008700011,2
SIRET:26490660300024,2
SIRET:26490046500016,2
SIRET:26440310600018,2
SIRET:26440271000018,2
SIRET:12001002000028,2
SIRET:12000605100060,2
SIRET:26850075800084,2
NAME:gip renater,2
NAME:drfip 35,2
NAME:sivom du secteur de ligne,2
NAME:sivu44115,2
SIRET:11000601200014,2
NAME:sivm basse vallee du loir,2
NAME:sismeca,2
NAME:siaep pont chateau - st gildas,2
NAME:sivu de la gendarmerie des essarts,2
NAME:groupe d etude et de controle des vari,2
NAME:gip maison dep personnes handicapees,2
NAME:gip fcna,2
SIRET:26850094900014,2
SIRET:26720009500011,2
SIRET:26720002000019,2
NAME:agence nationale pour cheques-vacances,2
NAME:agence nationale des frequences anfr,2
NAME:agence francaise pour la biodiversite,2
NAME:centre hospitalier de douarnenez,2
NAME:commune de saint andre goule d oie,2
NAME:commune de ruille froids fonds,2
NAME:commune de rocheserviere,2
NAME:commune de rives-du-loir-en-anjou,2
NAME:commune de rives du fougerais 85,2
NAME:sivos,2
NAME:communaute d agglomeration saumur val de loire,2
NAME:communaute d agglomeration pornic agglo pays de retz - direction gestion et prevention des dechets,2
NAME:gip blanchisserie interhospitaliere de la roche sur yon - vendee,2
NAME:grand port maritime de nantes saint-nazaire gpmnsn,2
NAME:geo vendee,2
NAME:agence de services et de paiement,2
NAME:commune de plogastel saint germain,2
NAME:ville et ccas de bouguenais,2
NAME:ville du poire sur vie 85,2
NAME:ville du croisic,2
NAME:ville de vallet,2
SIRET:05680065900155,2
SIRET:02708007600014,2
SIRET:00718051600143,2
NAME:commune de quiberon,2
NAME:dreal pays de la loire - sial - division maitrise d ouvrage routiere,2
SIRET:26720146500015,2
SIRET:26940115400019,2
SIRET:26850276200019,2
NAME:ageps aphp,2
NAME:agence regionale de sante ars,2
NAME:agence publique immobilier justice,2
NAME:connaissance environnementale,2
NAME:comsopgn - cosil,2
NAME:communes de saint gildas des bois,2
NAME:smgbv saye galostre lary,2
NAME:gcsms epsms epsaces anjou,2
SIRET:28440002500029,2
SIRET:28170025200097,2
SIRET:27490002600023,2
NAME:communaute communes anjou loir sarthe,2
NAME:communal,2
NAME:centre eugene marquis,2
NAME:france terre d asile,2
NAME:smdcm-bourgneuf,2
NAME:smbaa,2
NAME:smaep de l aunay-la touche,2
NAME:smabvo,2
SIRET:35306936200013,2
NAME:com com du pays de pouzauges,2
SIRET:30812835400310,2
NAME:formation,2
NAME:ville de saint herbalin,2
NAME:sm fontenay sud vendee developpement,2
NAME:cafat,2
NAME:ville de scaer,2
NAME:caisse d allocations familiales de loire atlantique 22 rue de malville 44937 nantes cedex,2
NAME:sna sud ouest,2
NAME:smvsa,2
NAME:commune le chateau d oleron,2
NAME:commune la devise,2
NAME:smsa syndicat mixte de la sarthe amont,2
NAME:commune du puy de serre,2
NAME:commune du lude,2
NAME:socofit,2
NAME:caisse d allocations familiales de loire atlantique 22 rue de malville 44937 nantes cedex 9,2
NAME:caisse allocations familiales vendee,2
NAME:caisse allocations familiales allier,2
NAME:commune de renaze,2
NAME:ville de saint-sebastien-sur-loire,2
NAME:ccas de guerande,2
NAME:ccas de corbas,2
NAME:foyer logement clair matin,2
NAME:foyer de vie les abris de jade,2
NAME:foyer de la madeleine,2
NAME:fournitures de denrees alimentaires pour les adherents du groupement d achats de l herm,2
NAME:communaute de communes de broceliande,2
NAME:etablissement public du marais poitevin,2
NAME:etat prefecture du morbihan,2
SIRET:32339136700030,2
NAME:commune de rocheserviere 85,2
NAME:commune de saint georges du bois,2
NAME:commune de vernoil le fourrier,2
NAME:sodemel,2
NAME:fontevraud centre culturel de l ouest,2
SIRET:26850177200027,2
SIRET:41117718100020,2
SIRET:39966390500061,2
SIRET:43287759500020,2
SIRET:38529030900454,2
SIRET:38063216600019,2
SIRET:37851074700025,2
SIRET:36440033400084,2
NAME:college pierre belon,2
NAME:college francois mauriac,2
NAME:communaute d agglomeration de la region nazairienne et de l estuaire,2
SIRET:41780679100048,2
SIRET:41355776000019,2
NAME:etat - ministere en charge des transports direction interdepartementale des routes ouest,2
NAME:centre hospitalier antoine moreau,2
NAME:commune de varennes sur loire,2
NAME:commune du gua 17600,2
NAME:commune du cellier 44,2
NAME:ville de saint denis d oleron,2
NAME:commune de saint aubin des ormeaux,2
NAME:commune de saint aubin des coudrais,2
NAME:commune de saint mars de coutais,2
NAME:commune de saint lyphard,2
NAME:ville de nantes et nantes metropole,2
NAME:ville de meyzieu,2
NAME:ville de lille,2
NAME:ville de pleneuf val andre,2
NAME:synd mixt transport hydrocarbures iles,2
NAME:spl bois energie renouvelable,2
NAME:spl atlantia,2
NAME:ccas de bouchemaine,2
NAME:ccas d avrille,2
NAME:ccas commune de challans,2
NAME:synd assain mf cugand-getigne,2
NAME:sydela energie six pieces,2
NAME:finistere 360 tourisme nautisme,2
NAME:filieris,2
NAME:ferme experimentale laitiere des trino,2
NAME:france travail pays de la loire,2
SIRET:44216571800028,2
SIRET:43860510700038,2
SIRET:42882285200334,2
SIRET:42869200800033,2
NAME:commune de saint gervais en belin,2
NAME:commune de saint georges du rosay,2
NAME:ville de paulx,2
NAME:ville de la rochelle,2
NAME:ville de la roche-sur-yon 85,2
NAME:ville de la montagne,2
NAME:ville de la chapelle heulin,2
SIRET:45069580400036,2
SIRET:44430648400023,2
SIRET:50370890100015,2
SIRET:48355432500017,2
NAME:etablissement public foncier de loire atlantique epf44,2
NAME:etablissement public foncier de loire atlantique,2
NAME:etablissement public a caractere administratif,2
NAME:ville de la bazoge,2
NAME:synd mixte bas vallees angevines romme,2
NAME:spl saumur val de loire equestre,2
NAME:spl regions grand ouest ferroviaire,2
NAME:spl ocean marais de monts tourisme,2
NAME:ville de l huisserie,2
NAME:ville de montoire-sur-le-loir,2
NAME:ville de mitry-mory,2
NAME:commune de saint jean de beugne,2
NAME:esid rennes - ministere des armees,2
NAME:cias a l ouest de rennes,2
NAME:chu nancy,2
SIRET:52884815300011,2
SIRET:51431038200015,2
SIRET:50804739600033,2
NAME:etat - ministere de l economie et des finances,2
NAME:etat - dgfip,2
NAME:epsms du pays de challans,2
NAME:commune de tremblay,2
NAME:commune de treillieres,2
NAME:syclea 85,2
NAME:stom pouzauges,2
NAME:stom estvendeen,2
NAME:st christophe du ligneron,2
NAME:synd mixte intercommunal schema cohere,2
NAME:epms lejeune,2
NAME:epms le littoral 55 avenue de bodon 44250 st brevin les pins,2
SIRET:77534787500020,2
SIRET:75407847500045,2
NAME:administration generale,2
NAME:cnavts de paris,2
NAME:synd mixte marais vie ligneron jaunay,2
NAME:synd intercomm adduc eau region commer,2
NAME:spl2a,2
NAME:epic normand de transports publics rou,2
NAME:eplefpa,2
NAME:syndicat departemental d energie 35,2
NAME:ville de basse-goulaine,2
NAME:cc bretagne porte de loire communaute,2
NAME:syndicat de bassin de la taude,2
NAME:ville de clisson,2
NAME:cc andaine passais,2
NAME:carsat bretagne,2
NAME:carif-oref de normandie,2
NAME:cap lan,2
NAME:syndicat departemental d energie 29,2
NAME:syndicat interhospitalier silgom,2
NAME:syndicat intercommunal de restauration,2
NAME:commune de torce en vallee,2
NAME:commune des clouzeaux,2
NAME:syndicat inter-collectivites des eaux de la region mancelle,2
NAME:commune de viry chatillon,2
NAME:commune de villeneuve en perseigne,2
NAME:ville de getigne,2
NAME:ville de chalonnes sur loire,2
NAME:syndicat mixte de l huisne,2
NAME:ehpad dr gehere lamotte,2
NAME:cias de la cc du pays de ste hermine,2
NAME:aeroports du grand ouest,2
SIRET:51532951400035,2
SIRET:77568030900611,2
NAME:ciat gal a l egalite des territoires,2
NAME:collectivite locale,2
NAME:cnrs - delegation regionale aquitaine,2
NAME:cnieg caisse nationale des industries electriques et gazieres,2
NAME:epieds commune,2
NAME:commune de saint-paterne - le chevain,2
NAME:ville d angers loire metropole 49,2
NAME:ville d amiens,2
NAME:commune de st germain sur moine,2
SIRET:75407847500011,2
SIRET:75375682400011,2
SIRET:56182048100019,2
NAME:ehpad ti aieul,2
NAME:ehpad saint fulgent,2
NAME:ehpad residences les chenes du bellay,2
NAME:ehpad residence saint laurent,2
NAME:ehpad residence marin bouille,2
NAME:ehpad residence les troenes,2
NAME:ehpad residence le clos fleuri donges,2
NAME:entente interdepartementale authion,2
NAME:syndicat intercommunal de la brenne,2
SIRET:78633887100027,2
SIRET:78632898900029,2
SIRET:78605529300041,2
NAME:universite clermont auvergne,2
NAME:universite,2
NAME:syndicat erve et treulon,2
NAME:ville de bagneux,2
NAME:commune de saint-celerin,2
NAME:commune de sarrigne,2
NAME:syndicat mixte des marais,2
NAME:syndicat mixte des eaux de beaufort,2
NAME:syndicat mixte de la vallee du thouet,2
NAME:syndicat mixte du pays de lucon,2
NAME:syndicat loire aval,2
NAME:commune de saint-pierre-la-cour,2
NAME:commune de saint-philbert-de-bouaine,2
NAME:syndicat mixte pays du bocage vendeen,2
NAME:ccas - residence autonomie,2
NAME:vendee expansion-sem,2
NAME:usid cherbourg,2
NAME:ville,2
NAME:commune de saint-jean-de-la-croix,2
NAME:commune de saint-gildas-des-bois,2
NAME:universite europeenne de bretagne,2
NAME:universite du mans,2
NAME:universite de lille,2
SIRET:77790768400123,2
SIRET:77762928800013,2
SIRET:77568278400027,2
NAME:ehpad le val d emilie,2
NAME:cite scolaire beaumont,2
SIRET:78867463800028,2
NAME:commune de sille le guillaume,2
NAME:commune de tremeven,2
NAME:vendee expansion - spl,2
NAME:vallon oust syndicat assainissement,2
NAME:travaux de transformation du laboratoire l2 mycobacterie en laboratoire l3 du batiment ibs pour le chu d angers,2
NAME:travaux de couverture et de charpente du theatre le tivoli a clisson,2
NAME:cc pays de chateau gontier,2
NAME:cc liffre cormier communaute,2
NAME:cc du pays des herbiers,2
NAME:epd blanche de fontarce,2
NAME:epa la masse des douanes,2
NAME:ehpad montfort,2
SIRET:82924162900015,2
SIRET:95369567300012,2
SIRET:94986881400011,2
NAME:syndicat mixte pour le dvlpt numerique,2
NAME:12006401900074,2
NAME:uioss angers,2
NAME:u i o s s,2
NAME:cias pays saint gilles croix de vie,2
NAME:commune de thorigne d anjou,2
NAME:commune de st pierre en auge,2
SIRET:92967394500010,2
SIRET:92339590900016,2
SIRET:91079229000017,2
SIRET:91019211100011,2
SIRET:85101450600014,2
NAME:syndicat sevre aval maine et affluents,2
NAME:syndicat mixte les ports de loire atlantique,2
NAME:ehpad les mistrais,2
NAME:ccas - ehpad,2
NAME:cc vallees du haut anjou,2
SIRET:84801441100013,2
NAME:adapei-aria de vendee,2
NAME:12eme base sout mater portion ctrale,2
NAME:ehpad alienor d aquitaine,2
NAME:syndicat mixte du perche sarthois,2
NAME:chambre agriculture du cher,2
NAME:traitement des dechets,2
SIRET:80259603100012,2
NAME:ehpad les hauts de maine,2
NAME:ehpad les foyers de la fuie,2
NAME:ehpad les fontaines,2
NAME:ehpad les pinelles,2
SIRET:83041096500016,2
SIRET:83417557200017,2
SIRET:89130756300025,2
SIRET:89237097400016,2
SIRET:83527101600023,1
SIRET:83508302300027,1
SIRET:83471482600056,1
NAME:3rd anjou 103 rue charles darwin 49125 tierce,1
SIRET:88008272200013,1
NAME:ehpad bodincrapez,1
NAME:775 675 796,1
NAME:686spl,1
NAME:52167615500026,1
NAME:cias la roche-sur-yon agglomeration,1
NAME:cias du val d ille-aubigne,1
NAME:cias du thouarsais,1
NAME:cias du pays de st gilles croix de vie,1
NAME:cias du pays de sainte hermine,1
SIRET:87897451800010,1
SIRET:86880034300063,1
NAME:uioss angers 32 rue louis gain 49937 angers cedex 9,1
NAME:uc-irsa - union de caisses-institut inter-regional pour la sante madame anne charbonnier 45 rue de la parmentiere b p 122 37521 la riche,1
NAME:uc-irsa - union de caisses-institut inter-regional pour la sante 45 rue de la parmentiere b p 122 37521 la riche,1
NAME:cetim,1
NAME:cetelic des pays de la loire,1
NAME:cesame centre de sante mentale angevin,1
NAME:commune de thire,1
NAME:commune de theligny,1
NAME:commune de talmont-saint-hilaire,1
NAME:systra,1
SIRET:93062970400014,1
SIRET:92993941100013,1
SIRET:92445978700017,1
SIRET:92407127700017,1
NAME:21370208700015,1
SIRET:99118400300010,1
NAME:travaux,1
NAME:transport par voie d eau,1
NAME:territoria,1
NAME:territoires publics mandataire agissant au nom et pour le compte de rennes metropole,1
NAME:territoires publics agissant au nom et pour le compte de rennes metropole 1 rue genevieve de gaulle-anthonioz cs 50726 - 35207 rennes cedex 2,1
NAME:syndicat pour la reduction le reemploi et le recyclage de dechets en anjou,1
NAME:syndicat mixte vsa,1
NAME:travaux dans une ecole,1
NAME:syndicat mixte parc dev laval mayenne,1
NAME:syndicat mixte ouvert niort terminal,1
NAME:syndicat mixte orchestre national pays de la loire,1
NAME:syndicat mixte interregional mission val de loire,1
NAME:syndicat mixte gigalis,1
NAME:syndicat mixte ferme,1
NAME:terres de montaigu communaute d agglomeration,1
NAME:terra botanica,1
NAME:commune de sainte suzanne et chammes,1
NAME:commune de sainte gemmes sur loire,1
NAME:commune de sainte ceronne les mortagne,1
NAME:commune de sainte anne sur brivet,1
NAME:commune de senonches,1
NAME:t-pa-1484837,1
NAME:ch du mans,1
NAME:syndicat mixte e-collectivites vendee,1
NAME:syndicat mixte du scot du pays du mans,1
NAME:syndicat mixte du scot du pays de fougeres,1
NAME:syndicat mixte du pays de rennes,1
NAME:chambre agriculture 44,1
NAME:challans gois communaute,1
NAME:ch intercommunal creteil,1
NAME:travaux voirie,1
NAME:travaux d amenagement de locaux pour l implantation d un 2eme scanner au chlvo,1
NAME:travaux de ventilation des chambres amont et avale des citernes c7 c8 de l usine de l eau,1
NAME:travaux de restructuration du service d accueil des urgences pour l etablissement centre hospitalier de cholet - facades lots 04a et 04b,1
NAME:travaux de renovation du grand auditorium de la grande halle et de la galerie de liaison a la cite des congres de nantes,1
NAME:travaux de curage desamiantage deplombage et deconstruction de batiments,1
NAME:cc pays de la chataigneraie,1
NAME:syndicat mixte regional e-collectivites,1
NAME:syndicat mixte pour le developpement numerique,1
NAME:syndicat mixte pole d act villaroche,1
NAME:syndicat mixte du pays de coutances,1
NAME:ccas,1
NAME:cc-pleyben-chateaulin-porzay,1
NAME:cc du pays de st gilles croix de vie,1
NAME:universite paul-valery,1
NAME:universite paris est,1
NAME:trois moulins habitat,1
NAME:commune de sainte-gemmes-sur-loire,1
NAME:universite bretagne sud - iut de vannes,1
NAME:union de caisse institu inter regional pour la sante,1
NAME:unima,1
NAME:cc val d ille aubigne,1
NAME:syndicat mixte fare loir aune marconne maulne,1
NAME:syndicat mixte eure blaise vesgre,1
NAME:syndicat mixte etablissement public territorial du bassin de la sevre nantaise eptb,1
NAME:syndicat mixte etablissement public territorial du bassin de la sevre nantaise,1
NAME:commune de sille le philippe,1
NAME:commune de val-de-la-hune,1
NAME:commune de vaas,1
NAME:commune de tyrosse,1
NAME:commune de tuffe,1
NAME:vallons de haute bretagne communaute,1
NAME:vallons d ehaute bretagne communaute,1
NAME:valeco,1
NAME:vendee tri energie,1
NAME:vendee logement esh,1
NAME:vendee habitat,1
NAME:vendee globe,1
NAME:urssaf haute normandie,1
NAME:urssaf de loire-atlantique,1
NAME:urssaf centre,1
NAME:urssaf bretgane,1
NAME:urhlm nouvelle aquitaine,1
NAME:urb2024-002,1
NAME:cc bretagne romantique,1
NAME:ville chartres-de-bretagne,1
NAME:ville auneau-bleury-st-symphorien,1
NAME:commune de saint-just-luzac,1
NAME:universite francois rabelais de tours,1
NAME:universite de bourgogne,1
NAME:ville d orthez,1
NAME:ville d issoudun,1
NAME:ville d indre 44610,1
NAME:commune de saint-georges d oleron,1
NAME:commune de saint-clement-de-la-place,1
NAME:commune de savonnieres,1
NAME:commune de sauzon,1
NAME:commune de sarce,1
NAME:commune de sainte-reine-de-bretagne,1
NAME:commune de trementines,1
NAME:syndicat mixte des marais des olonnes,1
NAME:syndicat mixte auzance vertonne,1
NAME:syndicat mixte ardeche claire,1
NAME:syndicat mixte angers nantes opera,1
NAME:syndicat irrigation val authion,1
NAME:syndicat mixte du canton des sables d,1
NAME:ville d herouville saint-clair,1
NAME:vendee expansion sem pole tourisme,1
NAME:cc du pays de chateaugiron,1
NAME:cc du confluent et coteaux prayssas,1
NAME:cc du bocage mayennais,1
NAME:cc des vallees de la braye et anille,1
NAME:cc des olonnes,1
NAME:syndicat mixte develop pays de bourges,1
NAME:syndicat mixte des ports de peche-plaisance de cornouaille,1
NAME:commune de soulge-sur-ouette,1
NAME:syndicat intercommunal de collecte et de tri des ordures menageres,1
NAME:syndicat intercommunal d energies de-maine-et-loire,1
NAME:syndicat intercommunal d assainssement,1
NAME:syndicat intercommunal d alimentation en eau potable,1
NAME:syndicat intercommunal a vocation unique sivu du centre aquatique de basse-goulaine et de saint-sebastien-sur-loire,1
NAME:cc coeur de charente,1
NAME:syndicat des eaux de beaufort ille-et-vilaine,1
NAME:syndicat des eaux de beaufort,1
NAME:syndicat des bassins cotiers de la region de dol de bretagne,1
NAME:syndicat departemental d energie du 76,1
NAME:ville de bayeux - travaux - musee,1
NAME:ville de bayeux - centre technique municipal,1
NAME:ville de bayeux,1
NAME:ville d indre,1
NAME:commune de saint viaud,1
NAME:commune de saint seurin sur l isle,1
NAME:commune de saint saturnin,1
NAME:commune de saint pierre le vieux,1
NAME:commune de saint pierre des nids 53,1
NAME:commune de saint-pierre-du-chemin,1
NAME:commune de saint-medard-sur-ille,1
NAME:commune de saint-martin-la-pallu,1
NAME:ville de fontcouverte,1
NAME:ville d evron 53,1
NAME:ville d etretat,1
NAME:ville de chambray-les-tours,1
NAME:ville de calais,1
NAME:ville de bonnetable,1
NAME:syndicat du due et du narais,1
NAME:syndicat mixte de l ailette,1
NAME:syndicat mixte de l aeroport de laval et de la mayenne,1
NAME:syndicat mixte de gestion du conservatoire a rayonnement departemental olivier messiaen,1
NAME:syndicat mixte bassin du lay,1
NAME:syndicat du bassin versant seiche,1
NAME:syndicat du bassin versant des 4 rivieres,1
NAME:syndicat du bassin de la sarthe,1
NAME:syndicat du bassin de l oudon 53,1
NAME:syndicat des eaux de landal,1
NAME:ville de cugand,1
NAME:carsat nord est,1
NAME:carsat centre ouest,1
NAME:cariforef,1
NAME:caplan,1
NAME:cap-lan,1
NAME:ville de chatelaillon plage,1
NAME:syndicat de la loire aval,1
NAME:syndicat intercommunal des eaux,1
NAME:syndicat intercommunal de la madeline,1
NAME:commune de tonnay-charente,1
NAME:commune des brouzils 85,1
NAME:commune de villedoux,1
NAME:commune de villaines-les-rochers,1
NAME:ville de fresnay sur sarthe,1
NAME:ville de fort de france,1
NAME:commune de saint-barthelemy-d anjou 49,1
NAME:commune de torce-en-vallee,1
NAME:sud retz atlantiquz,1
NAME:statkraft renouvelables,1
NAME:station biologique de paimpont,1
NAME:synd mixte etude dvlpt sces reseaux co,1
NAME:synd mixte valorisation traitement dec,1
NAME:synd mixte production eau de quimperle,1
NAME:syndicat du clain aval,1
NAME:synd intercommunal adduction eau potab,1
NAME:syndicat de gestion du pole universita,1
NAME:syndicat de bassin oudon nord,1
NAME:syndicat d entretien de voirie,1
NAME:syndicat d eau du nord ouest mayennais,1
NAME:syndicat d eau de la vallee du cher,1
NAME:commune de saint vincent sur graon,1
NAME:commune de saint cosme-en-vairais,1
NAME:commune de saint cosme en vairais,1
NAME:commune de saint corneille,1
NAME:ville de clermont-ferrand,1
NAME:synd mixte du pays de coutances,1
NAME:synd mixte du bsn versant du trevelo,1
NAME:sptf,1
NAME:spm - dsaf - bcp,1
