notice_family_id,family_size,n_calls,n_corrections,n_modifications,n_awards,n_cancellations,n_followups,first_date,last_date,n_schemas,n_notice_types,n_buyers,n_cpv,family_span_days,awards_per_call,family_pattern
NF047421,2,1,0,0,1,0,0,2024-07-23,2025-03-13,1,2,2,1,233,1.0,call_with_award
NF047422,1,1,0,0,0,0,0,2024-07-25,2024-07-25,1,1,1,1,0,0.0,single_notice
NF047423,1,0,0,0,1,0,0,2024-07-25,2024-07-25,1,1,1,1,0,,award_without_observed_call
NF047424,1,1,0,0,0,0,0,2024-07-25,2024-07-25,1,1,1,1,0,0.0,single_notice
NF047425,1,0,0,0,1,0,0,2024-07-26,2024-07-26,1,1,1,1,0,,award_without_observed_call
NF047426,1,0,0,0,1,0,0,2024-07-26,2024-07-26,1,1,1,1,0,,award_without_observed_call
NF047427,1,1,0,0,0,0,0,2024-07-25,2024-07-25,1,1,1,1,0,0.0,single_notice
NF047428,1,1,0,0,0,0,0,2024-07-26,2024-07-26,1,1,1,1,0,0.0,single_notice
NF047429,1,1,0,0,0,0,0,2024-07-26,2024-07-26,1,1,1,1,0,0.0,single_notice
NF047430,1,1,0,0,0,0,0,2024-07-28,2024-07-28,1,1,1,1,0,0.0,single_notice
NF047431,2,1,0,0,1,0,0,2024-07-28,2024-12-04,1,2,2,1,129,1.0,call_with_award
NF047432,2,1,0,0,1,0,0,2024-07-28,2025-01-04,1,2,1,1,160,1.0,call_with_award
NF047433,2,1,0,0,1,0,0,2024-07-26,2024-11-29,1,2,1,1,126,1.0,call_with_award
NF047434,1,1,0,0,0,0,0,2024-07-26,2024-07-26,1,1,1,1,0,0.0,single_notice
NF047435,1,0,0,0,1,0,0,2024-07-31,2024-07-31,1,1,1,1,0,,award_without_observed_call
NF047436,1,0,0,0,1,0,0,2024-07-31,2024-07-31,1,1,1,1,0,,award_without_observed_call
NF047437,1,1,0,0,0,0,0,2024-07-30,2024-07-30,1,1,1,1,0,0.0,single_notice
NF047438,1,1,0,0,0,0,0,2024-07-05,2024-07-05,1,1,1,1,0,0.0,single_notice
NF047439,1,1,0,0,0,0,0,2024-07-08,2024-07-08,1,1,1,1,0,0.0,single_notice
NF047440,2,1,0,0,1,0,0,2024-07-09,2025-04-05,1,2,1,1,270,1.0,call_with_award
NF047441,2,2,0,0,0,0,0,2024-07-08,2024-11-02,2,1,1,1,117,0.0,call_with_lifecycle_updates_no_award
NF047442,1,1,0,0,0,0,0,2024-07-08,2024-07-08,1,1,1,1,0,0.0,single_notice
NF047443,1,1,0,0,0,0,0,2024-07-08,2024-07-08,1,1,1,1,0,0.0,single_notice
NF047444,1,1,0,0,0,0,0,2024-07-08,2024-07-08,1,1,1,1,0,0.0,single_notice
NF047445,1,1,0,0,0,0,0,2024-07-08,2024-07-08,1,1,1,1,0,0.0,single_notice
NF047446,4,2,0,0,2,0,0,2024-07-10,2025-06-25,1,2,2,1,350,1.0,call_with_award
NF047447,1,1,0,0,0,0,0,2024-07-10,2024-07-10,1,1,1,1,0,0.0,single_notice
NF047448,2,1,0,0,1,0,0,2024-07-11,2025-01-17,1,2,2,1,190,1.0,call_with_award
NF047449,1,1,0,0,0,0,0,2024-07-11,2024-07-11,1,1,1,1,0,0.0,single_notice
NF047450,1,1,0,0,0,0,0,2024-07-12,2024-07-12,1,1,1,1,0,0.0,single_notice
NF047451,1,1,0,0,0,0,0,2024-07-11,2024-07-11,1,1,1,1,0,0.0,single_notice
NF047452,2,1,0,0,1,0,0,2024-07-13,2024-12-19,1,2,2,1,159,1.0,call_with_award
NF047453,2,1,0,0,1,0,0,2024-07-14,2025-01-07,1,2,1,1,177,1.0,call_with_award
NF047454,1,1,0,0,0,0,0,2024-07-14,2024-07-14,1,1,1,1,0,0.0,single_notice
NF047455,1,1,0,0,0,0,0,2024-07-12,2024-07-12,1,1,1,0,0,0.0,single_notice
NF047456,1,1,0,0,0,0,0,2024-07-12,2024-07-12,1,1,1,1,0,0.0,single_notice
NF047457,1,1,0,0,0,0,0,2024-07-15,2024-07-15,1,1,1,1,0,0.0,single_notice
NF047458,1,0,0,0,1,0,0,2024-07-16,2024-07-16,1,1,1,1,0,,award_without_observed_call
NF047459,1,1,0,0,0,0,0,2024-07-16,2024-07-16,1,1,1,1,0,0.0,single_notice
NF047460,2,1,0,0,1,0,0,2024-07-17,2024-11-17,1,2,1,1,123,1.0,call_with_award
NF047461,1,1,0,0,0,0,0,2024-07-17,2024-07-17,1,1,1,1,0,0.0,single_notice
NF047462,2,1,0,0,1,0,0,2024-07-18,2024-12-08,1,2,1,1,143,1.0,call_with_award
NF047463,1,1,0,0,0,0,0,2024-07-18,2024-07-18,1,1,1,1,0,0.0,single_notice
NF047464,1,1,0,0,0,0,0,2024-07-16,2024-07-16,1,1,1,1,0,0.0,single_notice
NF047465,1,1,0,0,0,0,0,2024-07-17,2024-07-17,1,1,1,1,0,0.0,single_notice
NF047466,2,1,0,0,1,0,0,2024-07-18,2025-01-27,1,2,1,1,193,1.0,call_with_award
NF047467,1,0,0,0,1,0,0,2024-07-23,2024-07-23,1,1,1,1,0,,award_without_observed_call
NF047468,1,1,0,0,0,0,0,2024-07-22,2024-07-22,1,1,1,1,0,0.0,single_notice
NF047469,1,1,0,0,0,0,0,2024-07-02,2024-07-02,1,1,1,1,0,0.0,single_notice
NF047470,1,0,0,0,1,0,0,2024-07-03,2024-07-03,1,1,1,1,0,,award_without_observed_call
NF047471,2,0,0,0,2,0,0,2024-07-03,2024-09-19,1,1,2,1,78,,award_without_observed_call
NF047472,1,0,0,0,1,0,0,2024-07-03,2024-07-03,1,1,1,1,0,,award_without_observed_call
NF047473,2,1,0,0,1,0,0,2024-07-03,2025-01-10,1,2,2,1,191,1.0,call_with_award
NF047474,3,1,1,0,1,0,0,2024-07-04,2025-01-10,1,2,2,1,190,1.0,call_with_award
NF047475,1,1,0,0,0,0,0,2024-07-03,2024-07-03,1,1,1,1,0,0.0,single_notice
NF047476,1,1,0,0,0,0,0,2024-07-03,2024-07-03,1,1,1,1,0,0.0,single_notice
NF047477,1,0,1,0,0,0,0,2024-07-05,2024-07-05,1,1,1,1,0,,single_notice
NF047478,1,1,0,0,0,0,0,2024-07-07,2024-07-07,1,1,1,1,0,0.0,single_notice
NF047479,1,1,0,0,0,0,0,2024-07-07,2024-07-07,1,1,1,1,0,0.0,single_notice
NF047480,2,1,0,0,1,0,0,2024-07-30,2025-01-30,1,2,2,1,184,1.0,call_with_award
NF047481,1,1,0,0,0,0,0,2024-07-31,2024-07-31,1,1,1,1,0,0.0,single_notice
NF047482,2,1,1,0,0,0,0,2024-07-30,2024-08-09,1,2,1,1,10,0.0,call_with_lifecycle_updates_no_award
NF047483,2,1,1,0,0,0,0,2024-07-24,2024-08-14,1,2,2,1,21,0.0,call_with_lifecycle_updates_no_award
NF047484,1,0,0,0,1,0,0,2024-07-26,2024-07-26,1,1,1,1,0,,award_without_observed_call
NF047485,1,1,0,0,0,0,0,2024-07-26,2024-07-26,1,1,1,1,0,0.0,single_notice
NF047486,1,0,0,0,1,0,0,2024-07-26,2024-07-26,1,1,1,1,0,,award_without_observed_call
NF047487,2,1,0,0,1,0,0,2024-07-26,2025-01-07,1,2,1,1,165,1.0,call_with_award
NF047488,1,1,0,0,0,0,0,2024-07-05,2024-07-05,1,1,1,0,0,0.0,single_notice
NF047489,1,1,0,0,0,0,0,2024-07-05,2024-07-05,1,1,1,0,0,0.0,single_notice
NF047490,1,1,0,0,0,0,0,2024-07-07,2024-07-07,1,1,1,1,0,0.0,single_notice
NF047491,2,1,0,0,1,0,0,2024-07-07,2025-01-23,1,2,2,1,200,1.0,call_with_award
NF047492,2,1,0,0,1,0,0,2024-07-07,2025-01-19,1,2,1,1,196,1.0,call_with_award
NF047493,1,0,0,0,1,0,0,2024-07-09,2024-07-09,1,1,1,1,0,,award_without_observed_call
NF047494,1,0,0,0,1,0,0,2024-07-09,2024-07-09,1,1,1,1,0,,award_without_observed_call
NF047495,1,0,0,0,1,0,0,2024-07-09,2024-07-09,1,1,1,1,0,,award_without_observed_call
NF047496,4,2,0,0,2,0,0,2024-07-08,2025-04-22,1,2,1,1,288,1.0,call_with_award
NF047497,1,1,0,0,0,0,0,2024-07-10,2024-07-10,1,1,1,1,0,0.0,single_notice
NF047498,2,1,0,0,1,0,0,2024-07-10,2025-01-01,1,2,2,1,175,1.0,call_with_award
NF047499,1,0,0,0,1,0,0,2024-07-10,2024-07-10,1,1,1,1,0,,award_without_observed_call
NF047500,1,1,0,0,0,0,0,2024-07-10,2024-07-10,1,1,1,1,0,0.0,single_notice
NF047501,2,1,0,0,1,0,0,2024-07-11,2024-11-24,1,2,1,1,136,1.0,call_with_award
NF047502,1,1,0,0,0,0,0,2024-07-09,2024-07-09,1,1,1,1,0,0.0,single_notice
NF047503,1,1,0,0,0,0,0,2024-07-10,2024-07-10,1,1,1,1,0,0.0,single_notice
NF047504,2,1,0,0,1,0,0,2024-07-10,2024-10-18,1,2,2,1,100,1.0,call_with_award
NF047505,1,1,0,0,0,0,0,2024-07-12,2024-07-12,1,1,1,1,0,0.0,single_notice
NF047506,2,1,0,0,1,0,0,2024-07-12,2025-02-15,1,2,2,1,218,1.0,call_with_award
NF047507,1,1,0,0,0,0,0,2024-07-11,2024-07-11,1,1,1,1,0,0.0,single_notice
NF047508,1,1,0,0,0,0,0,2024-07-14,2024-07-14,1,1,1,1,0,0.0,single_notice
NF047509,1,0,0,0,1,0,0,2024-07-14,2024-07-14,1,1,1,1,0,,award_without_observed_call
NF047510,1,1,0,0,0,0,0,2024-07-14,2024-07-14,1,1,1,1,0,0.0,single_notice
NF047511,1,1,0,0,0,0,0,2024-07-12,2024-07-12,1,1,1,0,0,0.0,single_notice
NF047512,2,1,0,0,1,0,0,2024-07-12,2024-11-25,1,2,1,1,136,1.0,call_with_award
NF047513,2,1,0,0,0,1,0,2024-07-12,2024-08-02,1,2,1,1,21,0.0,call_with_lifecycle_updates_no_award
NF047514,1,1,0,0,0,0,0,2024-07-12,2024-07-12,1,1,1,1,0,0.0,single_notice
NF047515,1,1,0,0,0,0,0,2024-07-12,2024-07-12,1,1,1,1,0,0.0,single_notice
NF047516,1,1,0,0,0,0,0,2024-07-15,2024-07-15,1,1,1,1,0,0.0,single_notice
NF047517,1,1,0,0,0,0,0,2024-07-16,2024-07-16,1,1,1,1,0,0.0,single_notice
NF047518,2,1,0,0,1,0,0,2024-07-16,2025-02-09,1,2,2,1,208,1.0,call_with_award
NF047519,1,1,0,0,0,0,0,2024-07-17,2024-07-17,1,1,1,1,0,0.0,single_notice
NF047520,2,1,0,0,1,0,0,2024-07-17,2024-11-24,1,2,2,1,130,1.0,call_with_award
NF047521,2,2,0,0,0,0,0,2024-07-17,2024-09-03,1,1,1,1,48,0.0,call_with_lifecycle_updates_no_award
NF047522,1,1,0,0,0,0,0,2024-07-16,2024-07-16,1,1,1,0,0,0.0,single_notice
NF047523,1,1,0,0,0,0,0,2024-07-17,2024-07-17,1,1,1,1,0,0.0,single_notice
NF047524,1,1,0,0,0,0,0,2024-07-17,2024-07-17,1,1,1,1,0,0.0,single_notice
NF047525,2,1,0,0,1,0,0,2024-07-19,2025-01-09,1,2,1,1,174,1.0,call_with_award
NF047526,1,0,0,0,1,0,0,2024-07-19,2024-07-19,1,1,1,1,0,,award_without_observed_call
NF047527,1,0,0,0,1,0,0,2024-07-19,2024-07-19,1,1,1,1,0,,award_without_observed_call
NF047528,1,0,0,0,1,0,0,2024-07-19,2024-07-19,1,1,1,1,0,,award_without_observed_call
NF047529,1,1,0,0,0,0,0,2024-07-18,2024-07-18,1,1,1,1,0,0.0,single_notice
NF047530,5,1,1,0,3,0,0,2024-07-20,2024-11-14,1,2,1,1,117,3.0,call_with_award
NF047531,5,2,1,0,2,0,0,2024-07-21,2025-04-24,1,2,2,1,277,1.0,call_with_award
NF047532,1,1,0,0,0,0,0,2024-07-22,2024-07-22,1,1,1,1,0,0.0,single_notice
NF047533,2,1,0,0,1,0,0,2024-07-23,2025-05-02,1,2,1,1,283,1.0,call_with_award
NF047534,1,1,0,0,0,0,0,2024-07-24,2024-07-24,1,1,1,1,0,0.0,single_notice
NF047535,1,1,0,0,0,0,0,2024-07-01,2024-07-01,1,1,1,1,0,0.0,single_notice
NF047536,1,1,0,0,0,0,0,2024-07-03,2024-07-03,1,1,1,1,0,0.0,single_notice
NF047537,2,1,0,0,1,0,0,2024-07-03,2024-11-23,1,2,1,1,143,1.0,call_with_award
NF047538,3,2,0,0,1,0,0,2024-07-03,2024-12-06,1,2,1,1,156,0.5,call_with_award
NF047539,1,1,0,0,0,0,0,2024-07-04,2024-07-04,1,1,1,1,0,0.0,single_notice
NF047540,1,1,0,0,0,0,0,2024-07-02,2024-07-02,1,1,1,1,0,0.0,single_notice
NF047541,1,0,0,0,1,0,0,2024-07-04,2024-07-04,1,1,1,1,0,,award_without_observed_call
NF047542,2,1,0,0,1,0,0,2024-07-05,2025-01-05,1,2,1,1,184,1.0,call_with_award
NF047543,1,1,0,0,0,0,0,2024-07-05,2024-07-05,1,1,1,1,0,0.0,single_notice
NF047544,2,1,0,0,1,0,0,2024-07-05,2024-09-02,1,2,1,1,59,1.0,call_with_award
NF047545,1,1,0,0,0,0,0,2024-07-23,2024-07-23,1,1,1,1,0,0.0,single_notice
NF047546,1,1,0,0,0,0,0,2024-07-24,2024-07-24,1,1,1,0,0,0.0,single_notice
NF047547,1,1,0,0,0,0,0,2024-07-24,2024-07-24,1,1,1,1,0,0.0,single_notice
NF047548,3,1,1,0,1,0,0,2024-07-26,2024-12-08,1,2,2,1,135,1.0,call_with_award
NF047549,1,1,0,0,0,0,0,2024-07-25,2024-07-25,1,1,1,1,0,0.0,single_notice
NF047550,1,1,0,0,0,0,0,2024-07-26,2024-07-26,1,1,1,1,0,0.0,single_notice
NF047551,1,1,0,0,0,0,0,2024-07-26,2024-07-26,1,1,1,1,0,0.0,single_notice
NF047552,1,1,0,0,0,0,0,2024-07-26,2024-07-26,1,1,1,1,0,0.0,single_notice
NF047553,1,1,0,0,0,0,0,2024-07-26,2024-07-26,1,1,1,1,0,0.0,single_notice
NF047554,2,1,1,0,0,0,0,2024-07-28,2024-08-08,1,1,1,1,11,0.0,call_with_lifecycle_updates_no_award
NF047555,1,1,0,0,0,0,0,2024-07-28,2024-07-28,1,1,1,1,0,0.0,single_notice
NF047556,2,1,1,0,0,0,0,2024-07-26,2024-09-20,1,2,2,2,56,0.0,call_with_lifecycle_updates_no_award
NF047557,1,1,0,0,0,0,0,2024-07-30,2024-07-30,1,1,1,1,0,0.0,single_notice
NF047558,1,1,0,0,0,0,0,2024-07-29,2024-07-29,1,1,1,0,0,0.0,single_notice
NF047559,2,1,0,0,1,0,0,2024-07-31,2025-02-27,1,2,2,1,211,1.0,call_with_award
NF047560,2,1,1,0,0,0,0,2024-07-30,2024-08-01,1,2,1,1,2,0.0,call_with_lifecycle_updates_no_award
NF047561,2,1,1,0,0,0,0,2024-07-31,2024-08-29,1,2,1,1,29,0.0,call_with_lifecycle_updates_no_award
NF047562,1,1,0,0,0,0,0,2024-08-10,2024-08-10,1,1,1,1,0,0.0,single_notice
NF047563,1,0,0,0,1,0,0,2024-08-14,2024-08-14,1,1,1,1,0,,award_without_observed_call
NF047564,1,1,0,0,0,0,0,2024-08-13,2024-08-13,1,1,1,1,0,0.0,single_notice
NF047565,1,1,0,0,0,0,0,2024-08-14,2024-08-14,1,1,1,1,0,0.0,single_notice
NF047566,1,1,0,0,0,0,0,2024-08-14,2024-08-14,1,1,1,1,0,0.0,single_notice
NF047567,1,1,0,0,0,0,0,2024-08-19,2024-08-19,1,1,1,0,0,0.0,single_notice
NF047568,1,1,0,0,0,0,0,2024-08-19,2024-08-19,1,1,1,1,0,0.0,single_notice
NF047569,1,1,0,0,0,0,0,2024-08-21,2024-08-21,1,1,1,1,0,0.0,single_notice
NF047570,2,1,0,0,1,0,0,2024-08-23,2024-12-28,1,2,2,1,127,1.0,call_with_award
NF047571,2,1,0,0,1,0,0,2024-08-25,2025-01-08,1,2,2,1,136,1.0,call_with_award
NF047572,2,1,0,0,1,0,0,2024-08-25,2024-11-24,1,2,1,1,91,1.0,call_with_award
NF047573,2,1,0,0,1,0,0,2024-08-27,2025-02-04,1,2,1,1,161,1.0,call_with_award
NF047574,3,1,1,0,1,0,0,2024-08-28,2024-11-14,1,2,2,1,78,1.0,call_with_award
NF047575,2,1,0,0,1,0,0,2024-08-01,2024-12-08,1,2,1,1,129,1.0,call_with_award
NF047576,2,1,0,0,1,0,0,2024-08-02,2024-12-13,1,2,1,1,133,1.0,call_with_award
NF047577,1,1,0,0,0,0,0,2024-08-02,2024-08-02,1,1,1,1,0,0.0,single_notice
NF047578,2,1,0,0,1,0,0,2024-08-04,2025-01-08,1,2,1,1,157,1.0,call_with_award
NF047579,2,1,0,0,1,0,0,2024-08-05,2024-10-09,1,2,2,0,65,1.0,call_with_award
NF047580,1,1,0,0,0,0,0,2024-08-05,2024-08-05,1,1,1,1,0,0.0,single_notice
NF047581,1,1,0,0,0,0,0,2024-08-06,2024-08-06,1,1,1,1,0,0.0,single_notice
NF047582,1,1,0,0,0,0,0,2024-08-06,2024-08-06,1,1,1,1,0,0.0,single_notice
NF047583,1,0,0,0,1,0,0,2024-08-08,2024-08-08,1,1,1,1,0,,award_without_observed_call
NF047584,3,1,1,0,1,0,0,2024-08-29,2024-12-11,1,2,1,1,104,1.0,call_with_award
NF047585,2,1,0,0,1,0,0,2024-08-31,2025-01-15,1,2,1,1,137,1.0,call_with_award
NF047586,3,0,0,0,3,0,0,2024-08-31,2024-09-12,1,1,1,1,12,,award_without_observed_call
NF047587,2,1,0,0,1,0,0,2024-08-31,2025-02-20,1,2,2,1,173,1.0,call_with_award
NF047588,2,1,0,0,1,0,0,2024-08-10,2025-02-04,1,2,2,1,178,1.0,call_with_award
NF047589,2,1,0,0,1,0,0,2024-08-10,2025-01-01,1,2,1,1,144,1.0,call_with_award
NF047590,3,1,1,0,1,0,0,2024-08-11,2025-01-07,1,2,1,1,149,1.0,call_with_award
NF047591,2,1,1,0,0,0,0,2024-08-12,2024-11-06,1,2,2,1,86,0.0,call_with_lifecycle_updates_no_award
NF047592,1,0,0,0,1,0,0,2024-08-13,2024-08-13,1,1,1,1,0,,award_without_observed_call
NF047593,1,0,0,0,1,0,0,2024-08-13,2024-08-13,1,1,1,1,0,,award_without_observed_call
NF047594,1,1,0,0,0,0,0,2024-08-13,2024-08-13,1,1,1,1,0,0.0,single_notice
NF047595,2,1,0,0,1,0,0,2024-08-21,2024-11-14,1,2,1,1,85,1.0,call_with_award
NF047596,1,1,0,0,0,0,0,2024-08-20,2024-08-20,1,1,1,0,0,0.0,single_notice
NF047597,1,1,0,0,0,0,0,2024-08-20,2024-08-20,1,1,1,1,0,0.0,single_notice
NF047598,2,2,0,0,0,0,0,2024-08-22,2024-09-17,1,1,1,1,26,0.0,call_with_lifecycle_updates_no_award
NF047599,1,1,0,0,0,0,0,2024-08-23,2024-08-23,1,1,1,1,0,0.0,single_notice
NF047600,1,1,0,0,0,0,0,2024-08-23,2024-08-23,1,1,1,1,0,0.0,single_notice
NF047601,1,1,0,0,0,0,0,2024-08-22,2024-08-22,1,1,1,1,0,0.0,single_notice
NF047602,2,1,0,0,1,0,0,2024-08-25,2025-01-24,1,2,1,1,152,1.0,call_with_award
NF047603,1,1,0,0,0,0,0,2024-08-25,2024-08-25,1,1,1,1,0,0.0,single_notice
NF047604,2,1,0,0,1,0,0,2024-08-27,2024-12-20,1,2,1,1,115,1.0,call_with_award
NF047605,2,1,0,0,1,0,0,2024-08-26,2024-11-21,1,2,1,0,87,1.0,call_with_award
NF047606,1,1,0,0,0,0,0,2024-08-26,2024-08-26,1,1,1,1,0,0.0,single_notice
NF047607,1,1,0,0,0,0,0,2024-08-26,2024-08-26,1,1,1,1,0,0.0,single_notice
NF047608,1,0,0,0,1,0,0,2024-08-01,2024-08-01,1,1,1,1,0,,award_without_observed_call
NF047609,1,0,0,0,1,0,0,2024-08-02,2024-08-02,1,1,1,1,0,,award_without_observed_call
NF047610,2,2,0,0,0,0,0,2024-08-04,2024-08-06,1,1,1,1,2,0.0,call_with_lifecycle_updates_no_award
NF047611,1,1,0,0,0,0,0,2024-08-01,2024-08-01,1,1,1,0,0,0.0,single_notice
NF047612,1,1,0,0,0,0,0,2024-08-02,2024-08-02,1,1,1,1,0,0.0,single_notice
NF047613,1,1,0,0,0,0,0,2024-08-04,2024-08-04,1,1,1,1,0,0.0,single_notice
NF047614,3,1,1,0,1,0,0,2024-08-06,2025-10-15,1,2,2,1,435,1.0,call_with_award
NF047615,1,1,0,0,0,0,0,2024-08-06,2024-08-06,1,1,1,1,0,0.0,single_notice
NF047616,1,1,0,0,0,0,0,2024-08-05,2024-08-05,1,1,1,1,0,0.0,single_notice
NF047617,1,1,0,0,0,0,0,2024-08-06,2024-08-06,1,1,1,1,0,0.0,single_notice
NF047618,3,1,2,0,0,0,0,2024-08-06,2024-10-02,1,2,1,1,57,0.0,call_with_lifecycle_updates_no_award
NF047619,3,2,0,0,1,0,0,2024-08-08,2025-01-05,1,2,1,1,150,0.5,call_with_award
NF047620,1,1,0,0,0,0,0,2024-08-07,2024-08-07,1,1,1,0,0,0.0,single_notice
NF047621,2,1,0,0,1,0,0,2024-08-09,2024-12-13,1,2,1,1,126,1.0,call_with_award
NF047622,1,1,0,0,0,0,0,2024-08-28,2024-08-28,1,1,1,1,0,0.0,single_notice
NF047623,1,1,0,0,0,0,0,2024-08-29,2024-08-29,1,1,1,1,0,0.0,single_notice
NF047624,3,1,1,0,1,0,0,2024-08-29,2025-02-06,1,2,1,1,161,1.0,call_with_award
NF047625,1,1,0,0,0,0,0,2024-08-29,2024-08-29,1,1,1,1,0,0.0,single_notice
NF047626,3,1,1,0,1,0,0,2024-08-29,2024-12-17,1,3,1,1,110,1.0,call_with_award
NF047627,1,1,0,0,0,0,0,2024-08-29,2024-08-29,1,1,1,1,0,0.0,single_notice
NF047628,1,1,0,0,0,0,0,2024-08-29,2024-08-29,1,1,1,1,0,0.0,single_notice
NF047629,2,1,0,0,1,0,0,2024-08-30,2024-11-20,1,2,1,1,82,1.0,call_with_award
NF047630,2,1,0,0,1,0,0,2024-08-30,2025-02-13,1,2,1,1,167,1.0,call_with_award
NF047631,1,1,0,0,0,0,0,2024-08-01,2024-08-01,1,1,1,1,0,0.0,single_notice
NF047632,2,2,0,0,0,0,0,2024-08-01,2024-09-10,1,1,1,1,40,0.0,call_with_lifecycle_updates_no_award
NF047633,1,0,0,0,1,0,0,2024-08-03,2024-08-03,1,1,1,1,0,,award_without_observed_call
NF047634,2,1,0,0,1,0,0,2024-08-01,2025-03-27,1,2,1,1,238,1.0,call_with_award
NF047635,2,1,0,0,1,0,0,2024-08-02,2024-11-27,1,2,1,1,117,1.0,call_with_award
NF047636,2,1,0,0,1,0,0,2024-08-02,2024-11-27,1,2,1,1,117,1.0,call_with_award
NF047637,1,0,0,0,1,0,0,2024-08-08,2024-08-08,1,1,1,1,0,,award_without_observed_call
NF047638,1,0,0,0,1,0,0,2024-08-10,2024-08-10,1,1,1,1,0,,award_without_observed_call
NF047639,2,2,0,0,0,0,0,2024-08-11,2024-09-12,1,1,2,1,32,0.0,call_with_lifecycle_updates_no_award
NF047640,1,1,0,0,0,0,0,2024-08-09,2024-08-09,1,1,1,0,0,0.0,single_notice
NF047641,1,1,0,0,0,0,0,2024-08-15,2024-08-15,1,1,1,1,0,0.0,single_notice
NF047642,1,1,0,0,0,0,0,2024-08-13,2024-08-13,1,1,1,1,0,0.0,single_notice
NF047643,1,1,0,0,0,0,0,2024-08-13,2024-08-13,1,1,1,1,0,0.0,single_notice
NF047644,1,1,0,0,0,0,0,2024-08-14,2024-08-14,1,1,1,1,0,0.0,single_notice
NF047645,1,1,0,0,0,0,0,2024-08-19,2024-08-19,1,1,1,0,0,0.0,single_notice
NF047646,1,1,0,0,0,0,0,2024-08-20,2024-08-20,1,1,1,1,0,0.0,single_notice
NF047647,1,1,0,0,0,0,0,2024-08-20,2024-08-20,1,1,1,1,0,0.0,single_notice
NF047648,1,1,0,0,0,0,0,2024-08-20,2024-08-20,1,1,1,1,0,0.0,single_notice
NF047649,1,1,0,0,0,0,0,2024-08-20,2024-08-20,1,1,1,1,0,0.0,single_notice
NF047650,3,1,1,0,1,0,0,2024-08-20,2024-12-04,1,3,1,0,106,1.0,call_with_award
NF047651,1,1,0,0,0,0,0,2024-08-20,2024-08-20,1,1,1,1,0,0.0,single_notice
NF047652,1,1,0,0,0,0,0,2024-08-21,2024-08-21,1,1,1,1,0,0.0,single_notice
NF047653,1,1,0,0,0,0,0,2024-08-22,2024-08-22,1,1,1,0,0,0.0,single_notice
NF047654,1,1,0,0,0,0,0,2024-08-22,2024-08-22,1,1,1,1,0,0.0,single_notice
NF047655,1,1,0,0,0,0,0,2024-08-25,2024-08-25,1,1,1,1,0,0.0,single_notice
NF047656,1,1,0,0,0,0,0,2024-08-25,2024-08-25,1,1,1,1,0,0.0,single_notice
NF047657,2,1,0,0,1,0,0,2024-08-23,2025-01-31,1,2,1,1,161,1.0,call_with_award
NF047658,1,1,0,0,0,0,0,2024-08-27,2024-08-27,1,1,1,1,0,0.0,single_notice
NF047659,2,1,0,0,1,0,0,2024-08-26,2024-10-25,1,2,1,0,60,1.0,call_with_award
NF047660,2,1,0,0,1,0,0,2024-08-27,2025-05-22,1,2,1,1,268,1.0,call_with_award
NF047661,2,1,0,0,1,0,0,2024-08-28,2025-02-26,1,2,2,1,182,1.0,call_with_award
NF047662,1,1,0,0,0,0,0,2024-08-27,2024-08-27,1,1,1,1,0,0.0,single_notice
NF047663,1,0,0,0,1,0,0,2024-08-29,2024-08-29,1,1,1,1,0,,award_without_observed_call
NF047664,1,0,0,0,1,0,0,2024-08-30,2024-08-30,1,1,1,1,0,,award_without_observed_call
NF047665,1,1,0,0,0,0,0,2024-08-02,2024-08-02,1,1,1,1,0,0.0,single_notice
NF047666,2,1,0,0,1,0,0,2024-08-02,2025-02-14,1,2,2,1,196,1.0,call_with_award
NF047667,1,1,0,0,0,0,0,2024-08-02,2024-08-02,1,1,1,1,0,0.0,single_notice
NF047668,2,1,0,0,1,0,0,2024-08-04,2025-02-14,1,2,2,1,194,1.0,call_with_award
NF047669,1,1,0,0,0,0,0,2024-08-02,2024-08-02,1,1,1,1,0,0.0,single_notice
NF047670,1,1,0,0,0,0,0,2024-08-02,2024-08-02,1,1,1,1,0,0.0,single_notice
NF047671,2,1,0,0,1,0,0,2024-08-07,2025-05-11,1,2,2,1,277,1.0,call_with_award
NF047672,1,1,0,0,0,0,0,2024-08-05,2024-08-05,1,1,1,1,0,0.0,single_notice
NF047673,1,1,0,0,0,0,0,2024-08-05,2024-08-05,1,1,1,1,0,0.0,single_notice
NF047674,1,0,0,0,1,0,0,2024-08-07,2024-08-07,1,1,1,1,0,,award_without_observed_call
NF047675,1,1,0,0,0,0,0,2024-08-09,2024-08-09,1,1,1,1,0,0.0,single_notice
NF047676,1,1,0,0,0,0,0,2024-08-08,2024-08-08,1,1,1,0,0,0.0,single_notice
NF047677,2,1,1,0,0,0,0,2024-08-09,2024-08-14,1,1,1,1,5,0.0,call_with_lifecycle_updates_no_award
NF047678,1,1,0,0,0,0,0,2024-08-09,2024-08-09,1,1,1,1,0,0.0,single_notice
NF047679,1,0,0,0,1,0,0,2024-08-11,2024-08-11,1,1,1,1,0,,award_without_observed_call
NF047680,1,0,0,0,1,0,0,2024-08-11,2024-08-11,1,1,1,1,0,,award_without_observed_call
NF047681,1,1,0,0,0,0,0,2024-08-13,2024-08-13,1,1,1,1,0,0.0,single_notice
